,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00362001168195792,0,0.527171248185788,-0.00687446312150281,0,0.0643955367079104,0.140904960038602,0.0203508193295097,0,0.0500758401649934,0,0,0,0,0
ETH,0,0,0,0,-0.227684397530056,0.320581243304798,0.0710641531407783,0,0,0,0.238899923465465,0,-0.610812654217492,0,0,-0.058035261087913
XRP,0,0,0,0.100306924419834,0,0.0240673899742246,0.0340429615566862,0.0546468939759779,0,0,0.0188754058907569,-0.0191856594035284,0.278207572529654,0,0,-0.0954640586830245
LTC,1.01984300398464,0,0,0,0.00173572293860338,0,-0.0279646203583157,0,0.0135403802901572,0,0.00495186177316295,0,0,0,0,0
ETC,0,-0.757420810776261,0,0.167046124361548,0,0.452522870954501,0,-1.04549283474192,-0.752699359685459,0.277132902210064,0.304584124993192,0,0,0,0,-0.571717755541521
DASH,0.205041769398004,0.048835349413467,0,0.00560435073145616,0,0,-0.042223802805064,0.0743063634221255,0,0.186649390251721,0,-0.146152463485799,0.244601727515192,0,0,-0.107809415873706
XEM,0.896137613943398,0,0.388456402601283,0.285037019559025,0.050702036026924,0.394143548807703,0,0.0697311220667152,0,0.50018855003211,0.17287262788685,1.12048113837093,0.0414731342677531,0,-4.46119400020162,0
XMR,0.95190924405464,-0.126947131199591,-0.0954923504643141,0,-0.0843546816730397,0.157169716184218,-0.0935899141095408,0,0,0.0949829328853955,0.106293392288313,0,0,0,0,0
DOGE,0.259768629910294,0,0,0.349405641472816,0,0.192940326234573,0,0.0229396774176601,0,0.0799437527358258,-0.0754867075884147,0,0,0,0,0.109972610635147
XLM,0.111266326748274,0,0,0,-0.0344048917068178,-0.0326062542531593,0.220978207984076,0,0,0,-0.15923173704732,0,-0.614770862807608,0,0,0.146640247887414
DGB,0,0.695419545097659,0,0,0.117077707733126,0,0,-0.0315112727237254,0,0.348434600994307,0,0,0.597166322402983,0,0,0
BV010082.INDEX,0,0.0255939849438977,-0.549398178770339,0,0,0.0329746365879955,0.0338628035637331,-0.0291072096014365,0,0,0.0254227658939967,0,0.106830829033971,0,0.048634390892441,-0.115065451573228
CVIX.INDEX,0,-0.112239688108134,0.145615539455576,-0.168847344349522,0.0169993189687481,0.32482828373641,0,0.053674475676481,0,0.0733902102419366,-0.00809252120130246,0,0,0,0,0.13377577168124
DXY.INDEX,0,-0.013025956487497,0,0,0.000325302183273998,0.022627354949902,-0.0123101311430915,0,0.0178027853911099,0,-0.0168409219746174,0,0.0168733365432198,0,0,-0.00000000000000000173472347597681
SPX.INDEX,0,0.000000000000000000216840434497101,0,0,0,0,-0.00487725913931926,0,0,0.00991772873755511,0,0.00314186456084608,0,0,0,-0.0838657534336432
VIX.INDEX,0,0.10464960267113,-0.631490391553759,-0.201385803427496,0,0.189491197041001,-0.110860061534505,0,-0.558116785346709,0.467080395080097,0,0,1.0067126813332,0,0,0
