,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.26636208505175,0,0.0980194601811837,-0.0974788108581472,0.227992838003435,0.341246155307496,0.121018065335398,-0.214237463748069,0.0455407049760369,0.180074135169087,-0.332388346321574,0.0524247494762772,0,0,0,0,0
ETH,0.0510052606356308,0,0.000000000000000000433680868994202,0,0,0.648758508499813,0.118570075740365,0,0,0,0,0,0.142398419919822,0,0,0,0,0
XRP,0,-0.00923688912372111,0,0,0.57042638213156,0,0.0345578007997841,0.0252590875828713,0.0184312995699384,-0.154944821531213,0,-0.0639437262979045,0.119394447661138,0,0.0560135896601606,0,0,0
DASH,0,0.0545660489569286,-0.0692234687110465,0,-0.34263377418414,0,0,0.0222151106273877,0.227099854664998,0,0,0,0,0,0.579730307045682,0,0,0
LTC,0.117825356534191,0,-0.0618061364584243,0,0,0.132235827697274,0.103456193248935,-0.0828872103382068,0.0370824522016108,0,0,0,0,0,0.00893739623063437,0,0,0
XMR,0.686797639348625,0.617628071675943,0.0573642172417938,0,0.126996695795649,0,-0.271326587539518,0,0.0920136759106934,-0.0390988563864008,0.205323886770426,0,0.0306315982254649,0,-0.411807925845045,0,0,0
ETC,0.148582177385272,0.474038586831496,-0.042007039122543,0.144217519502312,0.486210395732573,0,0,0,0.0462853270374982,0.189093102685748,0.00773545735018516,0,0,-0.473837029691723,0,0,0,0.261937413028285
XEM,0.258849838379951,0.206384608321762,0,0.160334226197179,0,0,0,0,0.314645872305841,0,0.0790760102200467,0,0,0,0,0,0,-0.188568966054444
ZEC,0,0.0248668241429347,0.0023186813233989,0.332195641002867,0.0849019613027692,0,0,-0.0258078626370758,0,0.249783269960606,0,0,-0.131988334445482,0,0,0,0,0
DOGE,0.23071459701459,0,0.024107303239231,0,0.109999975296133,0,0.0126463372423114,0.0408187830060012,0.266167534847364,0,0.263223113317608,-0.0934069745798955,0.181840191454559,0,0,0,0,0.125031751633835
XLM,0.324555829037821,0,0.15143769186928,0.0109166646150161,0.219658390503484,0.00000000000000000693889390390723,0.245510403384421,0,-0.0527033120854126,0,0,-0.213976631998266,0.105786382067592,-0.250294287843221,0,0,0,-0.3347271533495
NEO,0,0,0,0,0,0,0,0,0.0821469241431302,0,0,0,0.0699592018466778,0,0,0,0,0
DGB,0.261525571833528,0.145478177117032,-0.100308005607763,0.0537988714164197,-0.0522927326170532,-0.154976863357616,0,0.0800903127023232,0.0745520246392462,0.048096468384628,0.173884984944761,0,0,0,0.259191874304379,0,0,-0.160166692537863
BV010082.INDEX,0.0846491103904566,-0.00738946500910174,-0.0051705428814052,0,0.00847556747917815,-0.0292176512822109,-0.126209666196983,-0.04495982668548,-0.0144152851008201,0.0926724171667802,0.00661382220440605,0,0.105386189072565,0,0.171295771496066,0,0,0
CVIX.INDEX,0.0394195258698198,-0.0224751732128842,0.00262099544267538,-0.045968540656178,0,0,0,-0.0909163555938231,0.163015481410976,0.100905143411521,0.0889101746847697,-0.021446919746392,0.0458177490296627,0,0,0,0,0.397688805968724
DXY.INDEX,0,0.0037800754569915,0.000000000000000000216840434497101,-0.000181395182186056,0.0110768086965062,-0.00998402838713333,0.0119994107277746,-0.0129125786539308,-0.0123567592073958,0,0,0,0,0.0947643985684262,0.0193831297772846,0,0,0.00388645381221202
SPX.INDEX,0.0207549416531533,0.00930843439334103,0,0,0,0,-0.00504545251465169,-0.00210170768637775,-0.00182901811399833,0,0.0162623289275002,0,-0.00892898012901448,0,0,0,0,-0.0435165742869336
VIX.INDEX,0,0,0,0.0156077117278797,0,-0.0779130220368525,-0.0806351193847123,-0.201291330479319,0,0,0.142823151957527,0,0,-0.314134573315847,0.296834649354986,0,0,0
