,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.180205250889872,0,-0.0370294682888964,0.11255523625459,0.181915136334475,0.24817670945443,0.16891341522958,-0.1383027644913,0,0.172685150383731,-0.372651353567284,0.0880980647192386,0,0,0,0,0
ETH,0.237825818512012,0,0.00252245489080593,-0.0499135967741084,-0.0365232147901749,0.880516133076086,0.255661210516031,-0.103767953173607,-0.179193977495556,0,0.117551290556794,0,-0.000000000000000000867361737988404,0,0,0,0,0
XRP,0,0.106454647640247,0,-0.233707825816689,-0.289086086033043,0,0,-0.141942513277933,0,0,1.26536343818803,0.208007554315927,-0.517285193426225,0,0.456729104714556,0,0,0
LTC,-0.220304180419322,0.0715647460028744,-0.0546232646361474,0,0.0969129337699249,0,0.102661888917693,-0.0440733491264818,0,0.361681143287684,0.209597689017624,-0.075061787870046,0,0,0,0,0,0
DASH,-0.264670816927596,0.0343236281937904,-0.0405039146378313,0.0288947742098756,0,0,0,0.102101307639043,0.146744792472019,-0.100217212812219,-0.0597409540921785,0,0.0240671113779638,0,0.710886696425764,0,0,-0.167233440226244
XMR,0.100701076565519,0.306731555353973,0.00731215268643307,-0.0642315436403661,0.000000000000000000867361737988404,0,-0.180118353384029,0.349289036102982,0.0886240588985092,0,0,-0.0748636371950043,0,0,0,0,0,0
ETC,0.322420279051551,0.350109077114227,-0.120941431984853,0.199543884200449,0.0526842456701279,0,0,0,0.075153685123629,0.0531996499609316,0.213898364440235,-0.156000720165144,0.133612118929279,-0.942733589810516,0.276306675276051,0,0,-0.19364289953512
XEM,0,0.0303246545585342,0,0,0,0.308424706141786,0,0,0,-0.00676444230200669,0,0.220928365386247,0.164035435107095,0,0,0,0,0
ZEC,0,0.062745769389675,0.0121555177557345,-0.0844950740227726,0.247474536125512,0,0,-0.0154634596341115,0,0.224929657134857,0,-0.0261967873140444,-0.13732568172021,0,0,0,0,0
DOGE,0.185783669157376,0.202414523535599,-0.0422426229935595,0.311344955414508,0.0538853007870479,0,-0.27330910154217,-0.105092327752624,0.368371670284884,0,0.371543448779882,0.066842292051022,0.0627972857292121,0,0,0,0,0.238558120404279
XLM,0.292668919930056,0.0298297390766485,0.295590618441784,0.186922430717521,0,0,0,0,0,0.426257848318652,0,0.0418576507886757,0,0,0,0,0,-0.20441697633665
NEO,-0.0373007608661655,-0.254318277348711,-0.143676941535286,-0.296754963230718,0,-0.238374759281577,0.246989864990677,0.0940188806276773,0.14152042829438,0.33548766649724,0.198871430013567,0,0,-0.548129224210038,0,0,0,0.00732937325034567
DGB,0.151089413321552,0.107701180076727,-0.119962656356559,-0.23422227533017,-0.0950838759737361,-0.230366844445586,0,0.117400887833649,0,0.0878754392562231,0.330115225891022,0.0454918973527703,0,0,0.443129504558533,0,0,-0.687236863603455
BV010082.INDEX,0.0941957384289562,-0.0271635136605295,0.00237744616355393,-0.0238252315543842,0.0342763150435145,0,-0.079646029996991,0.0143657312961126,-0.0488121021537013,0.0350377879183317,0,0,0.0289939564625246,0,0.165504377276315,0,0,-0.031881527202441
CVIX.INDEX,0.0676480889767113,0,-0.0131953711241025,0.0613156377508809,-0.0057479146759842,0,0,-0.00596104636746749,0.0227488772597814,0.0939349233796904,0,-0.0630700796006263,0,0,0,0,0,0.265898678082355
DXY.INDEX,0.0146580345104221,0,0,0.00473250955476886,-0.0061998236105744,0,0,0,-0.0109394705490648,0,0.0013773408990518,0,0,0.071061619319139,0.0180416899372639,0,0,0.00542687467963702
SPX.INDEX,0.012692525648508,0,0,0.00634128157253534,-0.00227892138363133,0.00502996070305493,-0.0039058862405253,0.000885382608499226,0,0,0,-0.000758767539555477,-0.000391608311212217,0,0,0,0,-0.0235631484102385
VIX.INDEX,0.042926999772909,0,-0.0285917914956497,-0.0444980663727891,-0.0656545342411341,0,-0.121160175082268,0,0,0.137563362778222,-0.0236358749049336,-0.0503638055936023,0,-0.573019824751531,0.797852774512323,0,0,0
