,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0584770307347244,0.239849011201213,0.133319419254585,0.017287285479569,0.0893300371278735,-0.0159488814028465,-0.00000000000000000346944695195361,0,0.000000000000000000216840434497101,-0.209329292086724,0,0,0,0
ETH,-1.46501913071602,0,0.2848658387146,0.453573657886969,0.174530478717227,-1.15732162057212,-0.216878873602841,-0.0173273083231932,0,0.242788572288379,0.429826996256282,-0.315322931565529,0,0,0
LTC,0.560640227100303,-0.0354448131287554,0,0,-0.148460710197098,0,0,0,0,0,0,0,0,0,-0.0653090727119131
XRP,0,0.139968100709425,0.0812182097177604,0,0,0.0608467239795018,-0.043901146026116,0.099298211841657,0.193732477969605,-0.219562726249389,-0.222629861836082,0,0,0,0.0835825088470355
DASH,0,0.0370314808139177,0.00755950672262927,-0.292955859053622,0,0.187348507883018,0.127573219852273,0.213094963387148,0.177385353648394,0.00000000000000000173472347597681,0,-0.241012670081711,0,0,0.111211833725717
DOGE,0.231738760714314,-0.0924010404804338,0.365295944403208,0,0.0254928639149856,0,0.0181847643208442,-0.0546971026131069,0.0865706343543545,0.134611427098016,0.59040115842928,0,0,0,0.124395975773477
XEM,0,0,0,0,0.33760426398113,0,0,0,0,0.183543599599214,0,0,0,0,0.0683502210752743
XMR,0,0.540287730993311,0.119749694002036,0,0,0.189197021451102,-0.115666976094561,0,0.500431383227778,-0.171528395135079,0.318231370742985,0,0,0,-0.577533815067544
XLM,0,0.0576137466476724,0.162734801751005,0.314043716187888,0.125874022599543,0.237657071633633,-0.0124562635087574,0.169705294232747,0,0.0803557892292977,0,0.321569576982505,0,0,-0.0719719558717717
DGB,-0.732478175562714,0.427479078347249,-0.336135674708384,-1.15374004043336,0,0.625948733643512,0.378159443297225,0.0618490826244644,0.283139395015744,0,0.113452481244728,-0.32194473090583,1.86765663145405,-2.52846879640371,-0.430508290152591
BV010082.INDEX,-0.130199478921378,0.0431639733098813,0,0,0,0.510614479827956,0.0692064785579159,0.0676113140674931,0,-0.0611432628361251,0,0.284410186160352,0,0,-0.0845681609404288
CVIX.INDEX,0,0.0577077402993615,-0.203854772564044,0.0246345148303673,-0.114761486413474,0.0957572616498486,0,0.0146822571660208,0.338405521112585,0,0,0,0,0,0.0860663016600953
DXY.INDEX,0,-0.0177197644272957,0.0290511167792629,0.0211358754513345,0,0,-0.0160601411890636,0.00454772274989665,0,0.027524642227923,0.07799531274458,0,0,0,-0.00699022110694403
SPX.INDEX,0,-0.00901749592733034,-0.0308575867718361,0,0,0,0.018260828544179,-0.0117203351481007,0.0174543163024431,0.00456109476798307,0,-0.018534559867594,0,0,-0.0944900797963623
VIX.INDEX,0,0.13266651789146,0,0.0731800815637202,0.335629662936041,0.595100540444844,0,-0.33020940144211,0.0137935068492869,-0.138917285053401,-0.475428047363667,0.28113452309493,0,-3.14191128003793,0
