,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.1643216542685,0,-0.0323803139839117,0.167224042783755,0.230178459951365,0.157664976533699,0.191441745687227,-0.162442934067847,0,0.211912065185442,-0.314390245855475,0.0796630200386803,0,0,0,0,0
ETH,0,0,0,-0.0544079103621467,0.026111864720884,0.179928199337036,0,0.793695424394995,0,0,0.146028264745081,0,0,0,0,0,0,0
XRP,0,0.0723336344468829,0,-0.114011537435544,-0.242285687196719,0,-0.0450116559104256,0,0,0,1.08147502773822,0,-0.428351585275761,0,0,0,0,0
LTC,-0.292066300811015,0,-0.045431628266879,0,0.0787264575568576,0.258719465544895,-0.142508457320879,0.101306596224403,0.0272853648641707,0.406762610263624,0.165895730436687,0,-0.0128208645802387,0.413207316792284,-0.246681097358775,0,1.24176011271271,0
DASH,-0.187767441254227,0,0,0,0,0.119941917608004,0.102794718916143,0,0.114157082543763,-0.0674945958626418,-0.16262753429367,-0.0155993900846948,0.0737292668126392,0,0.552755773943809,0,0,-0.0503373241219871
ETC,0,0.286772479582809,-0.0245234896998012,0.151799675067088,0.135225774490982,0,0.0528355745738985,0,0.0239707297026967,0.0669069311704219,0,0,0.0734672707359665,-0.457231207605783,0,0,0,0
XEM,0.0000000000000000138777878078145,0.262248520715914,0.0128133480706335,0,0.124939882129858,-0.341805215132121,0,0.168390473855312,0,-0.121630275133263,0,0.207742697952085,0.333191793214479,0,0,0,0,-0.53423585485313
XMR,0.0178891404137697,0.301866450687302,0.0289743744449021,-0.0298633742192186,0,-0.0962013781561705,0.34153072270583,0,0.161699849635436,0,0,-0.125829090263887,0.0341197908959313,0,-0.148430761190427,0,0,0
ZEC,-0.0417498512461687,0,0.0408411557725534,-0.028472942327496,0.190839005151522,0,-0.0388548395278914,0.14189656102244,0,0.267835101062157,-0.116012627186084,-0.0422605625877559,-0.00000000000000000693889390390723,0,0.230431460286414,0,0,0
DOGE,0,0.109399109805463,0,0.264818909396664,0.0858359208743747,-0.0988741447109937,-0.122378099252945,0,0.205032794726972,0,0.268235869806958,0.086358018151939,0.0610874915079301,0,0,0,0,0.23924885688303
XLM,0.235677598104947,0,0.344243300232929,0.182040171450707,0,0.0218774865130333,0,0,0.0241010380756215,0.268719154354347,0,0.0097940513516044,0.02399065221959,0,0,0,0,-0.114360446518644
NEO,0,-0.104242867730479,-0.0925778167471661,0,0.0279272637055305,0,0.03918992565462,-0.24096301550565,0.25431070343791,0,0.202021064501699,0,0,0,0,0,0,0.0230131283381137
DGB,0.380565204485809,0.0404898678078708,-0.0559601981468088,0,0,0,0.0469380997244833,0,0.0764072899733197,-0.160606260090569,0.0836982960234368,0.08688727610267,0,0,0,0,0,-0.00919436544506147
BV010082.INDEX,0.0887343891731912,-0.0162510250587044,0,-0.0224259369838205,0.0472903962061861,-0.1384624717774,0.0159930866340314,0,-0.0543755642449808,0.0453602920896989,0,-0.0107131849349806,0.0276506381086686,0,0.142850058849445,0,0,-0.0351806656835561
CVIX.INDEX,0.293402007218963,-0.0388998271140355,0,0.0616025445379189,-0.0641186807224101,0,0,0,0.137150367693813,0.0114508770441777,0,-0.0102124710738872,0.0656467846447926,0,0,0,0,0.111152777535543
DXY.INDEX,0.00351996137674358,0,0,0.00241102450815714,0,0,-0.0129890812086251,0,0,0.00111153566363506,0.0032731100282503,-0.00625099830035728,0,0.0732198107471771,0,0,0,0.022570405859863
SPX.INDEX,0.0176645053812773,0.0111929582030922,-0.000946685292548102,0.000434606840571082,-0.00202265480288094,-0.00802749998025659,-0.00125764937045013,0.00597879927686318,-0.0193589953264064,0,0.00535893356785489,-0.00911496993017791,0,0,0,0,0,-0.0424146852473528
VIX.INDEX,0,0,0.0669565801535061,-0.0347686451835574,0.0290191142145763,-0.170184197152621,-0.236951678122072,-0.0662725067384279,0,0.0298134766502147,-0.149088382955271,0.0332792824705711,0.116110751414823,-0.59560031797112,0,0,-1.34247851472941,0
