,BTC,ETH,XRP,LTC,EOS,BCH,BNB,XLM,TRX,ADA,BSV,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.146466633165475,0,0,0.0794686681867108,0.142504435166676,0.0146148997478604,0,0,0.0862318212519645,0,0.0160131870190204,0,0,0.024185570313715,0,0,0,0,0
ETH,0,0,0,0,0.0980990228317296,0.405757552711022,0.060746904454732,0,0.055101859810459,0,0.0251095133423593,0,0.179743870590458,0,0.0774212367995487,0,0,0,0,0
XRP,0,0.017083483357138,0,0.070131739513833,0.0970802031735268,0.199163331784352,0.0275533398198972,0,0.0417681530714177,0.144348411282171,0,0,0,0,0,0,0,0,0,0
LTC,0,0.274850677968031,0,0,0.21329978673057,0.203652158807934,0,0.0220362152040921,0.0925937011886664,0.111768579691955,0,0.325207318748473,0,-0.142427235161965,-0.224605451362095,0,0,0,0,0.135091770808923
EOS,0,0,-0.105415096266452,0.218976226464045,0,0.295984067988236,0.149155595739534,0,0,0.401543253163556,-0.0316289215153449,0,0,0,0.212991831593504,0,0,0,0,0
BCH,0,0.0296796517301968,0,0,0.388606720226238,0,0.0197854013173718,0.0205312902754105,0,0,0.272493239123578,0,0.0259442245869129,0,0,0,0,0,0,0
BNB,0,0,-0.143972669586029,0.428097028015335,0,0,0,0,0.412069359546235,0,0,0.0465550643430696,0,0,0,0,0,0,0,-0.0406802212225542
XLM,0,0,0.16756912703379,0.0225829837030175,0,0.0676487562870522,0,0,0.0252987971467362,0.254362869915985,0.135383621134394,0.0797250320858251,0.065221578723404,0,0,0,0,0,0,-0.0644120565597976
TRX,0,0,0.102337578278991,-0.0776691253640111,0.110225953358287,0,0.0751379744890569,0.219821795173953,0,0.302806714353163,0,0,0,-0.0141849824862979,0,0.118141517927902,0,0,0,0.209844826729172
ADA,0,0.169686568279639,0,0.124883777799155,0.102384038446618,0.196284164801493,0.0679313797143002,0,0.0728199668820425,0,0,0,0.200092901607861,0,0,0,0,0,0,0
BSV,0,0,0,0,0,0.468723719370852,0,0.0539198988791452,0.0123399508854151,0.140172843857561,0,0,0,0,0.080117001081978,0,0,0,0,0
XMR,0,0.214466816742551,0,0.0718766952383124,0.0522698583902543,0,0,0,0,0.00688364894173268,0.0858265322146724,0,0.168253199328684,0.177512044209417,0.0333130832069812,0,0,0,0,0
MIOTA,0,0.27512720351787,0,0,0,0.0481501170419776,0,0,0,0.339745487010807,0.0234196600210416,0.101888588511464,0,0.00900225875995082,0,0,0,0,0,-0.0406973009513729
DASH,0,0,0,0,0,0,0,0,-0.0448175899458043,0.387364751863069,0,0.197405377060145,0.29438938426335,0,0,0,0,0,0,0
MKR,0,0.560680101641057,-0.422432170590361,0,0,0,0,0,0,0,0.370944258103773,0.388187381026158,-0.0612508532649395,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0598233848845154,-0.0604522211013057,0,0,-0.00748050056467476,-0.104849521350283,0.0621977748549877,0,0,0,0,0.0449912050266306,0.0529828422763396,0,-0.172631735751809,0,0,0
CVIX.INDEX,0,0,0.0974775068363701,0.0590353479262134,0,0,0,0.168098158444025,-0.344106703965215,0.101565558510854,-0.0821212922626397,-0.149793003430306,0,0,0,0,0,0,0,-0.0966550517480286
DXY.INDEX,0,0,0.0146227444546684,0,-0.00420167763289108,-0.0274310740114308,0,0,0,-0.00800642762474332,0.01239286200349,0.0212835940286448,0,0.0286025725651049,0.00591103512455699,0,0.0255603437541973,0,0,0.0213077236299188
SPX.INDEX,0,0,0,0,0,-0.0205406709725476,0.00859671466790091,0,0.0216244509269219,-0.00948613146090488,-0.00163264661301233,0,0,0,0,0,0,0,0,-0.0705725438124608
VIX.INDEX,0,0,0.640590957590228,-0.379373010625802,0,0,0.243118758533293,0,0,0.199698071360309,-0.189802798627904,0.0532930622632672,0,-0.52878546104706,0,0,0,0,-3.17789347732835,0
