,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,DASH,XMR,BNB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0186206655080472,0.0945300187544662,0.100772334518351,0,0,0.0646187462629076,0.000989217113522009,0.115549244590278,0,0,0,0.010479681063759,0.0709740386978288,0,0,0,0,0,0
ETH,0,0,0.230925203740966,0.123530240896058,0.0256080495529006,0.119980653069553,0,0.10514365999291,0.102063451229846,0.0444661604216534,0.0381292297672611,0,0,0.123883692421383,0,0,0,0,0,0
XRP,0,0,0,0,-0.000000000000000000216840434497101,0,0.0855600602561072,0.0451834753748934,0.141439027760783,0.0161728805623234,0,0,0.139948556334231,0,0.331579626292059,0,0,0,0,0
BCH,0,0.0596525705354862,0.3013620134729,0,0,0,0.158300452828684,0,0.245958705572156,0,0,0,0,0,0.0871399782326091,0,0,0,0,0
EOS,0,-0.220913002253892,0.459497025299013,0.317596884523543,0,0,0,0.240079192820974,0,0.0753384521731147,0,-0.482428266182612,0.348042474846514,0.361330637660853,0,0,0,0,0,0
LTC,0,0,0.234594720189536,0.0648959109529375,0,0,0,0,0.0613283359732768,0,0.117425750629481,0,0,0,0.180542930030464,0,0,0,0,0
XLM,0,0,0,0.100799709016588,0.199623065298613,0,0,0.272066077042075,0.0343580254601295,0.0204011516387127,0.0583578278336606,0,0,0,0,0,0,0,0,0
ADA,0,0.0478091350577349,0.111710087596941,0.0235619872088634,0.158366394159692,0,0.224460431371394,0,0.161015101311582,0.0703933840595415,0,0,0.0409753402225614,0.0495369066126614,0,0,0,0,0,0
MIOTA,0,0,0.365571720316572,0.111708053213983,-0.0363118050480737,-0.232000773674029,0.419293364305108,0.291590693397162,0,-0.00000000000000000173472347597681,0.0782926926677442,0,0,0,0,0,0,0,0,0.0803392628577188
TRX,0,0,0.0408481723155929,0.138153929243707,0.203309160752807,0,0.329433503815016,0,-0.111206158572146,0,0.124535421466816,0.108382955012485,0.12313289914489,0,0.124341969489674,0,0,0,0,0.011027444463341
NEO,0,0,0,0.114577693907854,0.00000000000000000173472347597681,0,0.172966871176001,0,0.068862599394548,0,0,0.163866544065316,0,0,0.299120942337684,0,0,0,0,0
DASH,0,0.077497497248472,0.215261493006735,0.10359585535465,0,0,0,0,0.0880444016439059,0,0.168427679625554,0,0,0.049283912599176,0,0,0,0,0,-0.0416843056540957
XMR,0,0,0.213169883291569,0.180667452332155,0.0121865974034658,0,0,0.206894045259618,0.0605382810755205,0,0.0133662864964768,0,0,0,0,0,0,0,0,0
BNB,0,0.324521787656294,0,-0.0375035484639579,-0.0461910370945216,0,0.103310404442084,0.338636587707258,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0.127229547613455,0.028755507171252,0,0.231112899562767,0.157533639943172,0,0,0.225354179978494,0.0659481338888075,0,0,0.104364621292408,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,-0.0268052002483599,0,-0.140933959159897,0,0.0916612175178625,0.0413810990656718,0,0.0390077404960033,0.0259143508555233,-0.0104670263038243,0,0,0,0,0,-0.289063053657809
CVIX.INDEX,0,0,0.0424305226754346,-0.00000000000000000173472347597681,0.0143676401169484,0.0333191963188342,-0.0925065271514383,-0.170956313538567,0.105722601215099,0.105253470062932,0.0586561363125188,-0.2072744289678,0,0.00877556455046233,0.128003992271718,0,0,0,0,0.0590289022427933
DXY.INDEX,0,0,0.0322229058342102,0.0115153008516802,0.0040404048401669,0,-0.0118532064138034,0,0,0.00492508149669675,0,-0.00551730196804747,0,0,-0.0212331615200971,-0.058997093012879,0.00998863019742822,0,0,0.00345995570271467
SPX.INDEX,0,0,0,0,-0.0110896746868098,0,0,-0.0000348793579694603,-0.0185422654848318,0.003067095655912,0.0157900258636136,0,0.0159720506568315,0.00562630482004344,0,0,0,0,0,-0.0902387217747415
VIX.INDEX,0,0.167625701658605,0,0,-0.245321070935193,0,-0.433858888489772,0,0.249859232537963,0,0.488753948507504,0,-0.0870554840434399,-0.206239373321176,0,-1.39105595659397,-0.526799871139002,0,-0.185353670790916,0
