,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0635459425283484,-0.054813983566484,0,0.156900500494295,-0.00668759104418041,0.142775370152284,0,0.0387539388506301,0,0,0,0,0,0.0451543427014775,0,0,0,0,-0.0125653442262735
ETH,0,0,0,0,0.222339332773993,0,0,0.387108782641108,0.0195371646638374,0,0.0181652616891625,0.0406951416697774,0,0,0.227983955459825,0,0,0,0,0
XRP,0,0.0215976517386032,0,0.0416036754264433,0.248510848343399,-0.00000000000000000173472347597681,0.306671943018243,0.186661157778989,0,0,0.0882165316658312,0,0,0,0.158532179993535,0,0,0,0,0
BCH,0,0.317566669351247,0.069434386296399,0,0.178447267699737,0,0,0.126936740271175,0,0,0,0,0,0,0,0,0,0,0,0
EOS,0,0.437000619032411,0,0,0,0,0,0.222711839380862,0,0,0.104013445092675,0.0431441252310982,0,0.184840128624911,0,0,0,0,0,0
XLM,0,0,0.206454855108505,0,0,0,0,0.0896245464475446,0,0.291538918472876,0,0,0,0,0,0,0,0,0,-0.0533376776105126
LTC,0,0.194009592530033,0,0.0731943071852747,0.22826368989408,0,0,0.0130724059620985,0,0.117240808647308,0.0928136434790993,0,0,0,0,0,0,0,0,0
ADA,0,0.0734768716009638,0.0304468842530363,0.0971418945699897,0,0.179013767461872,0,0,0.0940246366131858,0.201760231969729,0,0,0.184127503235323,0.191397918142105,0,0,0,0,0,0
XMR,0,0.413489194300125,0,0,0.104880903869883,0,0,0,0,0,0.117141219161557,0.0846007765081401,0,0,0,0,0,0,0,0
TRX,0,0.24818708009794,0,0,0.0403630070234286,0,0,0.077336455675332,0,0,0.282529163634448,0,0.285164781809216,0,0,0,0,0,0,-0.0712764457131654
MIOTA,0,0,0.0796572661110522,0,0.0209149337580395,0,0,0,0,0.27686886668882,0,0,0.310301704912576,0.337234822793931,0.043032379444473,0,0,0,0,-0.0488598842239965
DASH,0,0.235131723804015,0,0,0.151370585380916,0,0,0.193280619793186,0,0,0.151212131853667,0,0,0.0600227126080598,0,0,0,0,0,0.0189389231133763
BNB,0,0,0.0319925754644774,0,0.105921311186277,0,0,0.0977210965794751,0,0,0.048741402581119,0.119398468744803,0,0.219059999163646,0,0,0,0,0,0
NEO,0,0,0.0385928818600106,0.163055977967345,0,0,0,0.170900208266619,0.203695143163946,0,0.399188199836322,0.0321379948659384,0,0,0,0,0,0,0,0
ETC,0,0.234376753769805,-0.0754168878801253,0,0,0,0.285876787094224,0.533338992878285,0.0545565741738612,-0.00374483657614554,0,0.00340990130407111,0,-0.231514903534955,0,0,0.116268474172582,0,0,-0.0366986824695389
BV010082.INDEX,0,0,0,0,0,0,-0.0278729463336957,0,-0.0458150886108422,0,0.039350891156986,0,0,0,0,0,0,0,0,-0.0227546714871536
CVIX.INDEX,-0.0215720275824749,-0.148142145460082,0.0564648754913575,0,0,-0.00000000000000000346944695195361,-0.313244202321173,0,-0.0691687960919675,0.0568532416578699,0.0599999516070632,-0.00729312918136899,0.297428270123838,0.00000000000000000173472347597681,0.295604620600924,0,0,0,0,0.072603162774624
DXY.INDEX,0.0299513501892598,0,-0.0142398682260666,0,0.00355645198319911,0,0,0,0,-0.0339781948224072,0,0,0.009075099253046,0.0237522872547582,0,0,0.0611845049818239,0,0,-0.000073758892247098
SPX.INDEX,0,0,-0.00583930351667261,0,0,-0.0255027831189722,0,0,0,0,0.0150471377289665,0,0.0272159784251612,-0.0238802299598103,0,0,0,0,0,-0.0932706612550113
VIX.INDEX,0,-0.150681893199761,-0.0555082626134604,0,0.104549252078771,-0.257278123345674,0,0,0,0,0.153098858942474,0,0.0559455681782431,-0.151980442004438,0,0,0.411195724827064,0,-6.16864357624426,0
