,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0314429800365471,0,0.968886156641773,-0.0574698005688329,0.00454077420620227,-0.0191299085693423,0.117919284381333,0,0.000117299769112104,0,0,0,0,0.105971239924485
ETH,0.0866178015149623,0,0.144254495725577,0,-0.0911935103318703,-0.0896325397090286,-0.138383087085458,-0.0287976498448242,-0.0336910273136026,0,0,0,0,0,0.0966075993760404
XRP,0,0,0,0,0.0274777875032739,0,0,0,0.0845591988749523,0.0574342913378874,0,0,0,0,0
LTC,0.753134843515168,0,0,0,0.0330682264559359,-0.0489106359839778,0.0356529429849616,0,-0.0127872672368288,0.0187504684690342,0,0,0,0,0
DOGE,0,-0.00000000000000000173472347597681,0,1.64918586791354,0,-0.0854199182155007,0.941103207214967,0,-0.0973013475400676,-0.190722603997494,0.0964952276184269,0,-1.31831376646858,0,0.228878304013768
DASH,0.355331458888725,-0.292694571197293,0.1943214944044,0,0,0,-0.259779031585613,-0.386381856042699,-0.101806256587215,0.0553849500914798,0,0,0,0,-0.0580202281475888
XLM,0,0,0.29861062644521,0,0.252031956064415,-0.18346723694213,0,0,0.0483949728217088,0.108067239589577,0,0,0,0,-0.0254207216787051
XMR,0.351073455034042,0,-0.223025363364849,0,0.100754338367517,-0.0878255246788543,0,0,0,0.0642467002365679,0,0,0,0,0
XEM,0,0.143754669021781,0.337017635894877,0,-0.0589380137771139,-0.250385616307694,0.348553348861333,-0.0252714775670218,0,0.144797937468306,0,-3.28102723520808,0,0,0
DGB,0,0.072808861088088,0,0,0,0,0.936431501705457,-0.211349502168779,0.127665585775537,0,0,0,0,0,0.257365768394455
BV010082.INDEX,0,-0.0247864951760641,0,0.0383166165653005,0.0271858491801816,0,0,-0.00314292212515902,0.0198772900312692,-0.0106443597289367,0,-0.262628993787238,0,0,-0.0556887656240874
CVIX.INDEX,0,-0.00618417694787268,0.0389997144053994,-0.0287752076809755,-0.0277444449441485,-0.0643828320968783,0.0595416103955917,0,-0.0165796381333966,0.0164988843933994,0,0,0,0,0.121869660363616
DXY.INDEX,-0.0155800188450534,0,-0.0377361466988979,0,-0.0277858247406092,0.0127421880690287,0.0345850758354439,0.0211290110652071,0,-0.0154652803306264,0,0,0,0,-0.00983005285730203
SPX.INDEX,0,0,0,0,0.00180053316446959,0,0,0,0,0,0,0,0,0,-0.128418308673149
VIX.INDEX,0,0,0.232799065629075,0,0,0.0859628335829445,0,-0.146942955647671,-0.153001635044638,0.154280000413384,0,0,0,-4.38871386162978,0
