,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0191683902495396,0.123277410022279,0.109715882259135,0.105205619455098,0,0.0817836747667536,0.0350733577598405,-0.0220740436839065,0,0,0,0,-0.0273787277651835
XRP,0.500668546648618,0,0.07374752745928,0,0.136383992988039,0.269768381804534,-0.0886144018294192,-0.133437591556638,-0.055750904166989,0,0.10662336498966,0,0,0
LTC,0.644735843337004,0.184619789985099,0,0,0.123951502227406,-0.202767980655309,0.0797667114571296,0.0933096736940063,-0.0424582894139879,-0.172707298014916,0,0,0,0.054675875764741
DASH,0.495005457697859,0,0,0,-0.193197567833822,0.757340098571914,-0.343581978061895,0.0412521755327684,-0.0195013897565359,0,0.416605895444243,0,0,-0.0923017320873269
DOGE,0,0,0.196452106650926,0,0,0.395449337329629,0.209354865162214,0.24506673645436,0.087658235177135,0,0.463711526542833,0,0,0
XLM,1.10961442209508,0.376457119383141,0.520281266367113,-0.368237037164718,0.0923132149385312,0,-0.451874782353732,-0.180246240216114,-0.115208736629496,-0.679922454120823,0.214870734613228,0.953252122216945,0,-0.293849483587451
XMR,0.753842084011143,0.20744471476532,0.373502567377852,-0.486247826961203,0.130252113714477,-0.356444968532209,0,-0.250364355318559,-0.190530680417821,0,0.330336182862991,-0.765552706781601,0,-0.434048745213432
XEM,0.714291309959948,0,0.282349523468365,0.205821172190429,0.880609519274749,-0.422661332872185,-0.422574769078574,0,-0.000000000000000000867361737988404,0,0.105910074136378,-5.24184729787257,0,-0.556663977950295
DGB,0,0,0.257344809153879,0.0781904590085406,0.100390318230443,0,0.370738899822511,0,0,0,0,0,0,0.212202775449182
BV010082.INDEX,0.10682595625471,-0.0393719741274,0,0.00322133522079083,-0.0239093402463229,0,-0.0198523220705594,-0.0561923893865364,0.0164484361204116,0,0.077002832118829,0,0,0.050486262129681
CVIX.INDEX,0,0,-0.00750419377303871,0,0.0404903927968345,0,0,0,0.138330188137078,0,0,0,0,0.0602607860277071
DXY.INDEX,0,0,-0.0297290485369248,0.0195170066855634,0.0440490821654117,0.0233186939152128,-0.0240592715671424,-0.0354661580507788,0,0,0.134160149844154,0,0,-0.0232287326320811
SPX.INDEX,0,0.00379764095997312,-0.00882162515833661,0.0028240807108062,0.0141416696685467,0,0,0.00433933576281509,0,0,0,0,0,-0.0888202432523019
VIX.INDEX,0,0.0194397130907758,-0.11770573776155,0,0.0680755908547703,0.0440702134425767,-0.228299967965509,0.0345896255265683,0,0,0,0,-6.20306424071741,0
