,BTC,ETH,XRP,LTC,EOS,BCH,BNB,XLM,TRX,ADA,BSV,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.154179279499297,0,0.0238166126497219,0.0611049419776378,0.113219047021833,0.0317335862013009,0.0589749762979645,0,0.0292817479354224,0,0,0,0.0234541748710661,0.00235292749592668,0,0,0,0,0
ETH,0,0,0,0.0667153258173978,0.26267969392862,0.20148375939268,0,0,0,0.160572621068253,0.0309538772507869,0,0,0,0.00753484313323519,0,0,0,0,0
XRP,0,0,0,0.0768083150205609,0.149526959111177,0.10673224404218,0,0.152920564497246,0,0.0980776505881369,0,0,0,0,0,0,0,0,0,0
LTC,0,0.272044954941846,0,0,0.219116991289749,0,0.0496573624114847,0,0.0652389841208754,0.124977136806326,0,0,0.340305352567581,0,-0.142330689999386,0,0,0,0,0.0597307384564453
EOS,0,0.306502109248624,0,0.271455410232045,0,0.181892565767939,0.129920548147586,0,0,0.0167474291115698,0,0,0,0,0.201614347165418,0,0,0,0,0
BCH,0,0.111373145342564,0,0,0.362727271180913,0,0.000387673644492591,0.0633937892902066,0,0,0.256975718868196,0,0.0105151392673043,0,0,0,0,0,0,0
BNB,0,0,-0.314318598212226,0.439141477781282,0.093723881397602,0,0,0,0.528295955625527,0,0,0,-0.0574960348809875,0,0,0,0,0,0,-0.0677147248169079
XLM,0,0,0.186115838922233,0.112150559919471,0,0.0832568399872449,0,0,0,0.295482559201546,0,0,0,0,0.0240967830756605,0,0,0,0,0
TRX,0,0,0,0.00719602671403355,0.130247680907532,0,0.00101185557056806,0.289188668025515,0,0,0.251575726420854,0,0,0,0,0,0,0,0,0
ADA,0,0.180199102592284,0,0.136035852012809,0.0848486310327295,0.219596254486536,0,0,0,0,0,0,0.177106950254265,0,0,0,0,0,0,0
BSV,0,0.140312661955931,0,0.00758084892555091,0,0.406046563936962,-0.00551159427782973,0.114906594323735,0.00649904971356323,0,0,0,0.0353335150465903,0,0.08602379503119,0,0.205331825844848,0,0,0
XMR,0,0,0,0.061265232997602,0,0.0409062424286422,0,0.105222388392287,0,0.183460469375963,0.117466932481893,0,0.0278483696437041,0.0389436992131146,0.0609221315687614,0,0,0,0,0
MIOTA,0,0.262637273070215,0,0.032174038027054,0,0,0.00000000000000000346944695195361,0.0700753892409084,0.0146128662250102,0.363415877887216,0,0.000381450375374653,0,0,0,0,0,0,0,-0.0471033707180168
DASH,0,0.18318237566393,0,0,0,0,0.0702996854842684,0.192333082327282,0,0.209699909250498,0,0,0,0,0.00534445340457848,0,0,0,0,0
MKR,0,0.482924001530421,-0.553551745485922,0,0.214753528734684,0,-0.0231398794830293,0,-0.0974944027131834,-0.153683258078519,0.544040217939768,0.338783234064283,0,0,0,0,0,0,0,0
BV010082.INDEX,-0.294177634528869,0,0.11448254053462,0,-0.0874347272894553,-0.0617785491137505,0,0,0.0981088874082398,0,0,0,0.0259925741578509,0.119819815520276,0.0784596286852276,0,-0.275476895560305,0,0,0.043264292858651
CVIX.INDEX,0,0.292531449515907,0.315660961507488,0,0,-0.435417222420486,0,0,0,0,-0.060262839398274,-0.0784780611220407,-0.000452891405060542,-0.0190749580583501,0.024283588075728,0,0,0,0,-0.0344612721763256
DXY.INDEX,0,0,0.00685147347015617,0,0,-0.00877111012790117,0.00510400592166379,0.0136608913300755,-0.0320444481165557,-0.0271328400132082,0.0170381586693521,0.0306506322977395,0,0.0165353350656796,0.00401229145991761,0.0715789707796336,0.0390463632393568,0,-0.0948549622913618,0.00960577773321247
SPX.INDEX,0,0,0,-0.0115945107886558,0.015658557421117,0,0.00798763296615089,0,0,-0.0260080090432516,0,0,0,0,0.00776669059909646,0,-0.0562322694382417,0,0,-0.0726957818429743
VIX.INDEX,-1.36936443253343,0,0.19009575366017,-0.0668622147021199,0,0.207717182940787,0.165415874739878,0,0,0,0.246788145146449,0.250495000763355,0.246152769245484,-0.410417888573917,0.0762694378246131,0,0,0,-4.09190550397406,0
