,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0299253193583734,-0.020942087067538,0.0588399562149349,0.19548139481061,0,0,0,0.0175431975407152,0.0424770163021909,0.0329652011412501,0,0,0.0175546139774392,0,0,0,0,0,0
ETH,0,0,0,0.0993028365398003,0.208390568770924,0,0,0.423381406371648,0,-0.00000000000000000693889390390723,0.001606761004469,0,0,0.0591836972722189,0.116875748546653,0,0,0,0,0
XRP,0,0.239151446390364,0,0.011790973055193,0,0.0357540997327797,0,0.191088581853386,0,0,0.258075564510503,0,0,0,0,0,0,0,0,-0.0790811916329364
BCH,0,0.195265472804637,0.0440395886781296,0,0.160644633607906,0,0,0.167753346382431,0,0.261668108146699,0,0,0,0,0,0,0,0,0,0
EOS,0,0.574110271546588,0,0,0,0,0,0.19136586336672,0,0,0,0,0,0.204399380510843,0,0,0,0,0,0
XLM,0,0,0.19212639249629,0,0,0,0,0.116144995108195,0,0.297387233251236,0,0,0,0,0,0,0,0,0,-0.0198687310868861
LTC,0,0.232429616945429,0,0.0643971795635386,0.218758949305515,0,0,-0.00000000000000000010842021724855,0,0.114583515343086,0,0,0,0.0490920805915312,0,0,0,0,0,0
ADA,0,0.202291603670721,0.0822754783870582,0.0756301530937067,0,0,0,0,0,0.153908391995616,0,0,0,0.232089040608183,0.160940278188891,0,0,0,0,0
XMR,0,0.38443365888202,0,0.114490334222487,0.100831537343374,0,0,0,0,0,0.0775872306673793,0.0843053690033145,0,0.0486617076729164,0,0,0,0,0,0
TRX,0,0.250815871505949,0,0,0.0697899737111289,0,0,0.109140159660034,0,0,0.351375717507741,0.0536881076897026,0,0,0,0,0,0,0,-0.0635821762053017
MIOTA,0,0.185712855314981,0.0752736728239704,0,0,0,0,0,0,0.285292801986062,0,0,0,0.39255695265839,0,0,0,0,0,-0.0132556281616215
DASH,0,0.182268425094465,0,0,0.180433054883141,0,0,0.0958199546478074,0.063736835303772,0,0.110063951933986,0,0,0.322997251357735,0,0,0,0,0,0.0805780594355117
BNB,0,0.290583486820315,0,0,0,0,0,0.0692678615792945,0.0199237004865429,0,0.0422108505381891,0.042563233301228,0,0.0630342116050725,0,0,0,0,0,-0.0129345307420203
NEO,0,0,0,0.161440704615195,0,0,0,0.149423144158857,0.384741699923181,0.0107690545842951,0.200224593661667,0.0890159818257893,0,0,0,0,0,0,0,0
ETC,0,0.129312479528524,-0.0747341630279154,0.0709667446825369,0.167906033225987,0,0.237429158044015,0.302173394828962,0,0,0,-0.066597002322941,0,0,0,0,0,0,0,-0.0763382157819147
BV010082.INDEX,0,0,0,0,0,0,-0.0248741510552305,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286913117909367
CVIX.INDEX,0,-0.173271308521313,0.0602988893969018,0,0,-0.0448534763886894,-0.165915337486972,-0.0656921734353043,0.0416999305786005,0.132975338574742,0,0,0.201377362827763,0,0.197484059484195,0.092236311233847,0,0,0,0.0384243679021625
DXY.INDEX,0.0237373416773266,-0.00107605037137113,-0.0157984429239346,0,0,0.00179662676815154,0,0.00427897544227697,0,-0.0287788272836408,0.000000000000000000216840434497101,0,0,0.0243811669744228,0,0,0.0446070154141982,0,0,-0.00201094536561297
SPX.INDEX,0,0,-0.00633491052029302,0,0,-0.0198314121529939,0,0,0.0139954911748463,0,0,0,0,-0.012652436891534,0,0,0,0,0,-0.0969317562686192
VIX.INDEX,0,-0.154701733547209,-0.313398764858832,0.16234179455085,0.147379555172632,-0.239961536765065,0,0.318606632482713,0,-0.273986772504234,0.591023983787773,0.0669344485391939,0,-0.541418912692435,0,0,0.0235984175747977,0,-7.4609176420945,0
