,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0296531674417505,0,0.980889511904127,-0.0541806313900491,0.0133673814709754,-0.0396802983952552,0.130500679476041,0,0,0,0,0,0,0.095720894695456
ETH,0.156643762496361,0,0,0,-0.076094003736949,-0.0569809851889121,-0.240007461438686,0,0,0.00990652879941589,0,0,0,0,0.137928781525775
XRP,0.0696181067865508,0.0348058544858762,0,0,0.00000000000000000346944695195361,0,0.421175416663333,-0.272130730350202,0.048781816881668,-0.00000000000000000693889390390723,0,0,0,0,0
LTC,0.723961313962082,0.032104383372869,0.0687114622884391,0,0.0287953802637696,-0.00568512856833481,0.0491984074943992,0,-0.0109122372431349,-0.00000000000000000173472347597681,0,0,0,0,0
DOGE,0,0,0.0368402196179482,1.23656875133906,0,-0.0365484658388989,0.955612198982428,0.145579532282291,-0.120312310960333,-0.226297128979788,0,0,0,0,0.253022156319956
DASH,0.318787408823228,-0.306419414988427,0.107703688087489,0,0,0,-0.21228244122417,-0.348134462811384,-0.125064118638222,0.0616650426236122,0,0,0,0,-0.105229271405266
XLM,0,0,0.291872435400652,0,0.24907660772905,-0.184631340171325,0,0,0.0493158480551807,0.108710339233018,0,0,0,0,-0.019193901696958
XMR,0.487810501701547,0,-0.118747390267048,0,0,-0.142975190433777,0.246478858170442,0,-0.0961576371004579,0.0969614003791782,0,0,0,0,-0.130736779005681
XEM,0,0.145131167360241,0.260746660218377,0,-0.0801703188933123,-0.279565048966252,0.381659820339266,0,0,0.146727698063532,0,-3.18561408170625,0,0,-0.0055124698589769
DGB,0.586038231316123,0.100909838290631,-0.387263661667719,0,-0.126247989546123,0,0.923298112239158,-0.308017848734241,0.167572676310923,0,0,0.816100645046414,0,0,0.0684824972004343
BV010082.INDEX,-0.000000000000000000433680868994202,-0.0252753393641533,0.00000000000000000173472347597681,0.0371860420246221,0.0270942090268942,0,0,0,0.0195143983344739,-0.0115626116014055,0,-0.26343877223462,0,0,-0.0550570893114868
CVIX.INDEX,0,-0.023843269704686,0,-0.00505259225531787,-0.0300020905170805,-0.0633455882903515,0.0515822615363422,0,-0.0147811716783321,0.0123902798721145,0,0,0,0,0.141083448465784
DXY.INDEX,-0.0180386631143459,0,-0.0256482975432815,0,-0.0272861704006166,0.0109992732717228,0.0321761193147322,0.019814905830915,0,-0.0143332276742139,0,0,0,0,-0.0100201787245177
SPX.INDEX,0,-0.0000000000000000000271050543121376,0.00946176460229746,0,0,-0.00972277505456265,0,0.0161713146877073,-0.000524355873080401,0,0,-0.0334921208683676,0,0,-0.123848374159577
VIX.INDEX,0,0,0.133685340131572,0,0,0.0471441470472999,0,-0.17131831597609,-0.162222563057338,0.168397757368247,0,0,0,-4.56361430776896,0
