,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.114798806968002,0.133836774332548,0.55239948678091,0,0.159618487165204,0.0191882813156857,0,-0.0553005884668648,0,0,-0.0557390824844434
XRP,0,0,0.00378553518249787,0.190308537672506,0,0.197648173147097,0.162580921797011,0.0685346791483989,0,0,0,0,0
LTC,0.597148192968435,0,0,0,0.414000385104358,0,0,0.123477822149227,0,0,0,0,0
DASH,0.883551394109203,0,0,0,0,0.0716518193466126,-0.103988890242739,0.0934273711547085,0,0.189598293912228,0,0,0
DOGE,0.323481016970977,0.201420612473955,0.120366975719618,0.0144604739808128,0,0.0251584455073628,0.0795004202012015,-0.0215322400694538,0,0.0997906394188698,0,0,0
XLM,0.284385204510658,0.851168651123137,0,0.0320857564550294,0,0,-0.0570755009357714,-0.0586939361834452,0,-0.227661975828227,0,0,0.0306186613986005
XMR,1.01341632393607,0,0.0617901426253572,0.0037008185088161,0,0,0,0.0702174558555255,0,0,0,0,0
DGB,0,0,0.0000000000000000555111512312578,-0.263262105864911,1.09176921319593,0.131401958110422,-0.0000000000000000138777878078145,0,0,0.318688148309325,0,0,-0.279922111161365
BV010082.INDEX,0,0,0.029416727462511,0.00978984902482009,0,0.00760516035163939,-0.0744022655854397,-0.000744262089119699,0,-0.0217419091379321,0,0,-0.0322560777157343
CVIX.INDEX,0,-0.18803474745282,0.0489956914267635,0.141004797856701,-0.206173242408274,0.0645954204907765,0,0.102890440271444,0,0,0,0,0.0354306859213628
DXY.INDEX,0,-0.0452833008154367,0.00732432174864065,-0.0154958234124783,0.0299450018292855,-0.00428365827767187,0.0377966866624734,0.0000397303277694654,0.117506005471048,0.0103155734668275,0,0,0.0230288993117406
SPX.INDEX,0.0174629723429544,0,0,0.00684386760162011,0,0.0141314599725174,-0.0340495694039922,-0.00103093715276985,0,-0.00445607234707656,0,0,-0.111057390639961
VIX.INDEX,0,-0.122315500478403,0.0462962833286739,0.0592329830559751,0.271408524748084,-0.00000000000000000693889390390723,-0.305122495942731,0,-0.266327308764177,0,0,-5.8871686767975,0
