,BTC,ETH,XRP,LTC,EOS,BCH,BNB,XLM,TRX,ADA,BSV,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.152328592997503,0,0,0.0798014075383993,0.141617321779835,0.0204537093986908,0,0,0.078673763230874,0,0.0073678542946379,0,0.00986665436586084,0.0206338028522953,0,0,0,0,0
ETH,0,0,0,0.119192199926018,0.112961951521682,0.31045365697451,0,0,0,0.24214367281242,0,0,0,0,0.106334168497491,0,0,0,0,0
XRP,0,0,0,0.0711017527340123,0.154232447261158,0.145515769475101,0.000000000000000000867361737988404,0.0762139300369054,0.0227536245184059,0.108896988578997,0,0,0,0,0,0,0,0,0,0
LTC,0,0.28135716468635,0,0,0.236086776392383,0.218010714400863,0.00000000000000000173472347597681,0.0374233143716876,0.0977492677110845,0.115292316550228,0,0.229614036431203,0,-0.170783272930227,-0.208529357984906,0,0,0,0,0.15386470500997
EOS,0,0,0,0.24872145307749,0,0.37791603475462,0.158787194191417,0,0,0.165457614162614,0,0,0,0,0.204005845029399,0,0,0,0,-0.0135528780967394
BCH,0,0.103628679429765,0,0,0.369804626653054,0,0,0.0634922369892561,0,0,0.259080465091339,0,0,0,0,0,0,0,0,0
BNB,0,0,-0.249239667647677,0.472585629452696,0.0411318570920568,0,0,0,0.434360782014167,0,0,0,0,0,0,0,-0.0278105241178133,0,0,-0.0473477731210204
XLM,0,0,0.137132142656513,0.00922635152805741,0,0.114909557164545,0,0,0,0.304312801758604,0.0762233363480933,0,0.086678327013621,0,0,0,0,0,0,0
TRX,0,0,0,0,0,0,0.104044470321376,0.212325827178079,0,0.292476868021938,0,0,0,0,0.0191082404896592,0,0,0,0,0.183307595025236
ADA,0,0.083533466025371,0,0.127439104036543,0.102905012413246,0.250396465310241,0.0563198144213412,0,0.0349154066612727,0,0.0166984329055845,0,0.233806536020538,0,0,0,0,0,0,0
BSV,0,0.0881145263609892,0,0,0,0.470130030122671,0,0.0608905490245083,0.0218231626896474,0.0542752581295271,0,0,0,0,0.0613639847789084,0,0,0,0,0
XMR,0,0.353525368627933,0,0,0.0151281454560978,0,0,0,0,0.00936201182483297,0.0774082963968564,0,0.174399736416253,0.123739698676012,0,0,0,0,0,0
MIOTA,0,0.262605204825584,0,0,0,0.0680850699289549,0,0,0,0.350054402696325,0,0.102635810264056,0,0.0169970898908207,0,0,0,0,0,-0.0425278428353661
DASH,0,0,0,0,0,0,0,0,-0.0299672900964147,0.392092017547747,0,0.133232590152358,0.318833288593735,0,0,0,0,0,0,0
MKR,0,0.51747893989018,-0.420787513975483,0,0,0,0,0,0,0,0.373584153177358,0.37207914737408,0,0,0,0,0,0,0,0
BV010082.INDEX,-0.289692638456509,0,0.161177279537098,0,-0.0655834718421611,-0.128394510357469,0,0,0.0935782770458625,0,0.0337621397639996,0,0,0.0725360389029093,0.103239137084321,0,-0.275122506100671,0,0,0.0517008030971762
CVIX.INDEX,0,0,0.146916077564617,0.0202564175823124,0.00690770991036393,0,0,0.140548404087497,-0.318682214216243,0,-0.0627586122146165,0,0,0,0,-0.0323866064435606,0,0,0,-0.0948284143773048
DXY.INDEX,0,0,0.00503349941211541,0,0,-0.00967588256236575,0,0,0,-0.0237016691906449,0.0131365892923966,0.0187456463408638,0,0.034174741956234,0.00138186918631877,0.0401147354641936,0.0349106538212288,0,0,0.0151090983880901
SPX.INDEX,0,0,0,0,0,-0.0205283719765366,0.00865592405367307,0,0.0218925521783415,-0.0097340125537767,-0.00146779563395296,0,0,0,0,0,0,0,0,-0.0705943242767311
VIX.INDEX,0,0,0.558737649292985,-0.336399574081145,0,0,0.202905349136056,0.262651652988142,0,0.0366266308483415,-0.255880578793716,0.03029872911608,0.169305191677214,-0.619523691696658,-0.0234192213010949,0,0,0,-4.04951958528119,0
