,BTC,ETH,XRP,BCH,EOS,XLM,LTC,BSV,TRX,ADA,MIOTA,XMR,BNB,DASH,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.000000000000000000433680868994202,0,0.142353984190779,0,0.00737917054632747,0,0,0.0629261421652356,0.340117152014375,0.123521481686661,0.0430749332174228,0,0,0,0,0,0
ETH,0,0,0,0.100178283365059,0,0.0503988262503333,0,0,0,0.0917761976997468,0,0.395134439558953,0.0993863619366166,0.0858089433375196,0,0,0,0,0,0
XRP,0,0.218824935696767,0,0.0316542361538664,0.0244155674011124,0,0.199466853575545,-0.0111669173500803,0,0,0,0,0.0614352362160418,0.0463376628374249,0.0968976315360308,0,0,0,0,0.0143364086711085
BCH,0,0,0,0,0.297261070044424,0,0.202924714873484,0.124176433946234,0,0.523978330724111,0.0766239705737897,-0.346048810002337,0.352743731250853,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,-0.0991285999149797,0.688080189284094,0,0,0.0618353968643557,0.11025066827301,0,0,0,0,0,0
XLM,0,0.150455345103859,0,0.117005073548096,0.0469430675504549,0,0,0,0,0.0350071284632991,0.047737310156682,0.210121325788981,0.119211155098944,0,0,0,0,0,0,0
LTC,0,0,0,0.0443412822996816,0.191720128374121,0,0,0.0246078603428252,0,0,0.0540546455087112,0.219185757537499,0.0918232774006145,0.0461843442023119,0,0,0,0,0,0
BSV,1.02779285724481,0.144996349648421,-1.74594038377354,0.481174847899572,0.171731860528715,-0.305837199749194,-0.0482429246609391,0,0.46404645408296,0,0.371809519754834,0,0.443540974420789,0.112449232640638,-0.35902982908906,0,0,0,0,0
TRX,0.15241844970948,0,0,0.0311713281049624,0,0,0,0.0193298364744881,0,0.310511333032668,0,0.260370791189739,0.0674345770148761,0,0.0294850564549002,0,0,0,0,0
ADA,0,0,0,0.119477688417819,0.199775479505751,0,0,0.0041267430348376,0.197906332985001,0,0.151851990850235,0.190806484867242,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0.063602068162019,0,0.334275088250734,0.272693981395644,0.0421891244833294,0,0,0,0.0388479308510431,0.102502562769256,0,0.021886530517415,0,0,0,0,0
XMR,0.147292658669496,0.256330111569228,0,0.0204432594258637,0,0.115777059413151,0,0.0106174547857007,0.04421760135563,0.235051609627466,0.0530066369504748,0,0,0.0810039346414715,0,0,0,0,0,0
BNB,0,0,0,-0.066365641029887,0.112201901567617,0.0388834880044429,0.328214056391415,0,0,0.534258329492887,0,0,0,0,0,0,0,0,0,0.0558180534048988
DASH,0,0.323046072428274,0,0,0.233059987120951,0.0890639479195044,0,0.0116548035587562,0,0,0,0.211875353278801,0.076940196935442,0,0,0,0,0,0,0
XEM,0,0,0,0.170157476099225,0,0.3285725247044,0,-0.000000000000000000216840434497101,0.0274624217486794,0.151829132841675,0,0.0000000000000000138777878078145,0,0,0,0,0,0,0,0
BV010082.INDEX,0,-0.111016960112857,-0.252294199467406,-0.016773867110962,0,0,0,0.018732816080183,-0.0614427779005977,0,0,0.083041139703681,0.136746623844385,0.0359769212110418,0.113421395562273,0,0,0,0,-0.0499763924500956
CVIX.INDEX,0,0,-0.132255868769361,0.0566636314891992,-0.0382698181524551,0.156394035035481,-0.113649405822572,0.0209877659965428,0,0,0.0967650281902947,-0.106118812042804,-0.072624517027989,-0.010699250381425,0.0804096536046484,0,0,0,0,0.0840749379448877
DXY.INDEX,0.0224243057932563,0.00455537120650739,0.0115818689263749,0.00395488787732708,-0.00200044429045947,-0.0189530726488394,0,0.0050784392522424,-0.0320811801148757,0,0.000645382344786828,0,0,0.00262216832747114,0,0.0781334862412745,0,0,0,0.0055451500066936
SPX.INDEX,-0.0096634828963529,0,0,-0.0075310852338652,-0.00538151291910142,0,0,0.0126475538132121,-0.00133346834263639,0,-0.0357333286499676,0,0,-0.0155259098430141,0.0469835264615572,0.117753865312668,0.0448085807581385,0,0,-0.133349122197212
VIX.INDEX,0,-0.240205894776775,0.355511540628111,-0.0179802433935619,0,0.00000000000000000346944695195361,0,-0.0502170664092806,0,0,0,-0.201755034493458,0.129780011802274,0,0.235213969375826,0,1.422991188836,0,-4.26488276613826,0
