,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0417991949912357,0,0.358466334637666,0.157734939195168,0.256067395706136,0,0,0,0,0,0.029843158479065,0.0738303555345688,0,0,0,0,0
ETH,0,0,0,0,0.114753393297683,0.257229350474587,0.0640638140627748,0,0,-0.0086094712586629,0.00764087348284787,0.223358367373294,0,0,0,0,0,0
XRP,0,0.0831798526328089,0,-0.0720405520298695,0.0176471047128607,0,0,0.0650029740324413,0.474962257660892,0.066897768722937,0,-0.000748955195674501,0.0209530730362219,0,0,0,0,0.0938714256991962
LTC,0.648818205136477,0,0,0,0,-0.128584429006022,0.0956656974741556,0.107450300609336,0,0.0893093120408367,0.110362574353945,0.0058053989091266,0,0,0,0,0,0
XMR,0.417739347950189,0.223623983178363,-0.288531322410122,0.27550431765967,0,0.230946208835072,-0.159165324572716,-0.113058616179608,0,-0.0771662902064699,0.170506575628617,-0.00000000000000000346944695195361,-0.0691967466192887,0,0,0,0,-0.0790475512974973
DASH,0.300253639845467,0.082983206794657,0,0,0.212339947507784,0,0.181780605878595,0.156257449038548,0,0,0,0,0,0,0,0,0,0
ETC,0.280912451679458,0.331403142828778,0,0,0,0.0364596310017777,0,0,0,0.0879170230722589,0.296493582028001,0.0648899281378334,0.117495200104493,0,0,0,0,0
XEM,0,0,0,0.190871829117799,-0.0858562252070889,0.0651417136963353,0,0,-0.553272631681067,0.297950993676523,0.310942765963964,0.0331748651605253,-0.0932099617136646,0,0,0,0,0.371971400233526
DOGE,0,0,0,0.226033822390247,0,0,0.0226828572789759,0,0,0,0.186147606420953,0,0.0503304152512978,0,0,0,0,0
ZEC,0.368477953248786,0,0,0.304558346313078,0,0.0816938863833016,0,0,0,0,0,-0.0824344749370042,0.224736960789507,0,0,0,0,0
XLM,0,0,0,0.0541282517652521,0,0,0.217397244277243,0.0821067852222548,0,0.0872026100785052,0,0.096288681983702,0,0,0,0,0,0
NEO,0.246385016881931,0,0.523937914679776,-0.232915541633585,0,-0.323072814583905,0.00920390693523779,0,0,-0.0480899062074773,0.723167110338917,0,0.0253526368330028,0,0,0,0,-0.343513655850865
DGB,1.34557371764246,-0.0739875959337519,-0.0379102957227439,-0.909108707604557,-0.314511165771409,0,0.253654122061052,0.0603420322377558,0,0,0,0.162592727074474,0,0,0,0,0,0.0695006169330297
BV010082.INDEX,0,0,0,0,0.0795712066218521,0,-0.00897834160147889,-0.017116454364625,0,0,0,0,0,0,0,0,0,0
CVIX.INDEX,0,0.120283796358547,0,0.122784515811591,0.0399062708771416,-0.0360138288914332,0.0339042620603047,-0.104165369034991,0,-0.0309047771925142,0,-0.0172541025406878,0,0,0,0,0,0.0603641097136382
DXY.INDEX,0,0.00434286567287595,-0.0313472227720818,0.0124209963843669,0,0.0107565362675513,0,-0.00274054005973131,0,0.00380989462174736,0,-0.00711488249342346,-0.00649147390380472,0.153803598314079,0.0248810015657582,0,0,-0.0103667492269035
SPX.INDEX,0,0,-0.0074914459693045,0,0,0.00689881192569692,-0.00393276649979754,0.00152302515168641,0,-0.00625112655008147,0,0.00454628699322293,0.000410948769249488,0.0724135901495958,0,0,0,-0.0573232236480153
VIX.INDEX,0,-0.178198084513046,0.403643919354757,0.117750111761429,0.205124470928815,0.06930969968798,-0.295918900534802,-0.1399770091657,0,-0.126097809874117,0.158407948475284,0.0952017721511866,0.0401041153547445,0,0.145985545128838,0,-3.59846096864526,0
