,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.219180657308533,0,0.0416032067796998,0,0,0,0.111080958622005,0.0737311886522153,0.0321292185884778,0,0,0,0.0000000000000000138777878078145,0.116144118502499,0,0,0,0,0
ETH,0,0,0.143779145374222,0.123450398360222,0,0.409186589432677,0,0,0,0,0,0,0,0.177679616022072,0,0,0,0,0,0
XRP,0,0.296182987301824,0,0,0.0595566635923679,0,0.0256133590772891,0.0576284351154241,0.00657624837452636,0,0.127894921558274,0,0.228081686222051,0,0.0394071846835144,0,0,0,0,-0.0228800571267369
BCH,0,0,0.0480615022128112,0,0,0,0.0545202435976023,0.11002438909305,0.204357494210614,0,0,0,0,0.160579790372562,0,0,0,0,0,0
EOS,0,-0.0172499692368698,0,0.190187859747576,0,0,0.10667519217526,-0.00000000000000000346944695195361,0,0,0.0204265141353624,-0.363854271879653,0.633294296799732,0,0,0,0,0,0,-0.123914851829622
LTC,0,0.425783808811159,0,0.106006273281412,0,0,0,0.111269795790366,0,0,0.114144356003917,0.0781297339995279,0,0,0,0,0,0,0,0
ADA,0,0,0,0,0.0736358274366962,0,0,0.020601252771629,0.067769915227135,0,0.277091115580342,0,0,0.344974513310327,0.0267446632989622,0,0,0,0,0
XLM,0,0.0557361473608743,0.150758947532122,0.0697396408358504,0.00314052526193689,0,0.100034296383823,0,0.0535704408941934,0.0168337822574771,0.124320338238155,0,0.191103012019345,0.0672287884968234,0.085478269218711,0,0,0,0,0
MIOTA,0,0,0.293364683354476,0,0,0,0.0653717060325699,0.124136038064334,0,0,0.0847492597339516,0,0,0,0.27382945370147,0,0,0,0,0.0319543168714936
TRX,0,-0.256788550340814,0,0.33979320708752,0,0,0,0.385761768698614,0.118519878376373,0,0,0.377550476715681,0,-0.27438951300073,0.0139639554319824,0,0,0,0,0
NEO,0,0,0,0,0.074450742487101,0,0.0322231740802463,0.13755243701472,0.114986813965085,0,0,0.085168624897686,0.0885336269183554,0.102767508394532,0.213986896597502,0,0,0,0,0
DASH,0,0.225047650131637,0,0,0,0,0.0458450766005769,0.0916542981314926,0.12938739450861,0.00838043208974348,0.0776742172780572,0,0.0851719091677339,0.046470356083024,0.0679501390838552,0,0,0,0,0.086448458609403
XMR,0,0,0,0.109735906855613,0,0,0,0.079626744726421,0.114985134577623,0.0676202499755482,0,0.126249353916726,0,0.114210757578676,0.126900231364498,0,0,0,0,0
XEM,0,0.555662764874568,0,-0.04198711031655,-0.0187072925351357,0,0.0832023380944151,0.461000702264815,-0.12300738362877,0.0882471603287345,0.0648074130309123,0,0,0,0.0518278427255744,0,0,0,0,-0.048931951565387
ETC,0,0,0.209648020477511,0,0.0848084661236242,0,0.134121756872123,0.18028788422244,0.0128771824014779,0,0.0308192988941354,0.271853049862146,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0147883827395034,0,0.00271509227767015,0,0.0199124488439302,0.0217460877442977,-0.00903947442551943,-0.00592850937671423,0,0.0957154156901706,-0.0279826787729126,-0.1185047702625,0,0,0,0,0,-0.0557249568889713
CVIX.INDEX,0.0883186107055401,-0.0781054410929879,0,0.0690031919669337,0.0263700685580835,0.110892240212302,-0.0929318673978942,-0.0678319602073276,0.0663443018457139,-0.0144799444715858,0,-0.19057008258344,0,0.0807062721891914,0,0.335757505343125,0,0,0,0.0703010026177258
DXY.INDEX,0,0.0388627229161755,0.00830164480797966,0,0.000584646689990356,0,0.0172075198044278,-0.00611432704286401,-0.0147292939847699,0,0,0,0,-0.0343694233606172,0,0,0.0432846973204683,0,0,-0.00401835552867458
SPX.INDEX,0,0,0,0,0.0032613617379849,0.00184742174341922,0,0,0,-0.0277506803424929,0,0,0,0.00336524549758861,0,0,0,0,0,-0.130954551486511
VIX.INDEX,0.24754772940409,0,0,0,0,0.0555366895409859,0,0,0,0.0112167023275737,0.15113150851269,0,0,-0.12220991624386,0,0,0,0,-1.52596528108378,0
