,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0908430831052266,0.00883684402760026,0.22236056042964,0.0027958508851675,0,0.111081607912179,0.084286904111339,0.0948855133234506,0,0,0,0,0.0196739911586713
XRP,0.0181621076405699,0,0.0602212814374827,-0.0493844535287378,0.0156365007590635,0.00581636101508427,0.289983790716261,-0.0967618944109437,0.0737533736341862,0.0893002064824829,0,-0.583294001405696,0,0,0
LTC,1.25968565734639,0,0,-0.0492734495634887,-2.02772009025671,0.973144416147436,0,0.295853032836698,-0.501022098473168,0.361113125698838,0,0,0,0,0.0771196824620473
ETH,0,0,0.143367167364064,0,0,0,0,0,0,0.195852433880575,0,0,0,0,-0.0160473874680245
DASH,0,0,0.112320628129986,0,0,0.196520032151201,0,0.132253502998394,-0.0565944261057834,0.186884703522879,0,0,0,0,0.00369130762740859
DOGE,0.0305781079996503,0.186356519498077,0.147626423570984,0.00760700366684877,0.339228915525114,0,0.164011202924821,0,-0.0496278150158126,0,0,0,0,0,-0.0344534618618679
XLM,0.387373943135641,0,-0.0527504184117979,-0.0609756490382192,0.00746602641768931,0.310725910546904,0,0,-0.101423615828605,0.123182261191474,0,0,0,0,-0.11488289573976
XMR,1.13408655118409,0,0,-0.0174929109161294,0.0670553907861531,0,0.304774048960768,0,0,-0.0961140946232974,0,0,0,0,0.0473606783379039
XEM,0.507276935540072,0.355970095372235,-0.0655167610846369,-0.00000000000000000173472347597681,0,0.311335587100155,0,0,0,0.102022898698735,0,0,0,0,-0.0430571907847108
DGB,0.0282713749469685,0.291027792663958,0,0.000000000000000000433680868994202,0.155887990627962,-0.0383013509712118,0.317049979268708,0.15550530290299,0.0679356124470071,0,0.295288803789797,0,0,0,0.0635675541995782
BV010082.INDEX,0,0.0628740771882812,0.00781491520099901,-0.0224014227061362,0,0,-0.0526428940447815,-0.00977953002820216,-0.0310739671216788,0.0448649366917599,0,0.0986916578348006,0,0,-0.085562033767337
CVIX.INDEX,-0.123097839138599,-0.155565457343787,0.0622799090873451,-0.00333273872713979,0,0,0,-0.0333875912466154,-0.0102383887548797,0.113106150521784,0,0,0,0,0.0379637718051313
DXY.INDEX,-0.0727492636939641,0.0654748494891125,-0.00000000000000000010842021724855,0.00525471189174049,0,-0.0170591148785766,0.00115658893029426,0.0104909506595552,-0.000000000000000000867361737988404,0,0,0,0,0,-0.0218360972007652
SPX.INDEX,0,0,0.00107016315367665,0.00316708452338807,-0.0165707405491336,0,0.0314466272642201,-0.00769446522188642,0,0,0,0,0,0,-0.0822607351779652
VIX.INDEX,0,0,0,-0.0158447430456135,0,0,0,0,-0.0269485849948301,0.166249352038713,-0.865256036545813,0.44152219103986,0,-7.80273666618781,0
