,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,DGB,XLM,DOGE,ZEC,BAT,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0,0.0949242292290217,0,0.146681592674162,0.0216322183480014,0.0119012668583568,0,0,0,0,0,0,0,0,0
ETH,0,0,0.0358956736723301,-0.0579622506126845,0.18471724900734,0,0,0,0.00618088897948932,-0.00293929107984404,0.129200612137963,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.160778814704033,0,0.336146864286147,0,0,0,0,0,0,0,0,0
XEM,0,-0.119444349400475,0,0,-0.445079579176242,0.124017566282894,0,0.1413987448655,-0.0181707899082012,0.0242331978936613,0.0798614550371841,0,0,0.392382716361047,0,0,0,0,0
ETC,0,0.378800478640639,-0.112933951527594,0,0,0.0457677568469257,0,0,-0.0400662844867966,0,0.00449682655479392,0.0502604568164649,0,0.154325457378342,0,0,0,0,0.173700447876329
LTC,0.492867910492277,-0.0395394179891716,0,0.141104334207458,0,0,0.278455415829834,0.157612367612175,0.0437351844741247,0,0.0974317363203029,-0.109127874872494,0,0.231970891160393,0,0,0,0,0.151132273302011
DASH,0,0,0.0764169424193326,0.0577585501592917,0.148091125055065,0.0480149128603805,0,0.27344798408433,0.00497643015958945,0.0870975336077114,0,0.155201837116542,0,0,0,0,0,0,0
XMR,0,0,0,0.189950068419316,-0.11918442839077,0,0.447192553967623,0,0,0.0892525601424585,0,0,0,-0.129168442016775,0,0,0,0,0
DGB,0.353046601915496,0,0.22618526386037,-0.113670360853014,-0.334375180214441,0,-0.261701908751812,0.109707327030477,0,0,0.450480851979113,-0.158278190338961,0,0.231731214022761,0,0,0,0,0
XLM,0,0,0.447179421913363,0.0601629029128783,0.198602993058947,0,0,0.301078919942841,0.105800014236501,0,0,-0.138989823468456,0,0.0343265928451148,0,0,0,0,0
DOGE,0,0.00457011591790986,0,0.0103661162341749,0,0.297789439055149,0,0,0.0135655931842817,0.253892099205146,0,0.299825223409207,0,0.107091792864667,0,0,0,0,0.461049809989697
ZEC,0,0,0.0631237757786522,0.0434083548706079,0,-0.00212873303009391,0,0.0587942911737232,0.010910616710175,-0.0624820378782897,0.215117537399645,0,0,0.0823891858549721,0,0,0,0,0
BAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.0810734093125531,0.152030440760541,0.415101284775878,0,0.0851888550331209,0.117873272318817,-0.0388505235329984,0,0.363484635537618,0,0,0,0,0,0,0
BV010082.INDEX,0,-0.00223551901440626,-0.00771417373110443,0,0.0305947823425584,0,-0.000000000000000000867361737988404,0,0.0116197817218023,0.0189613332815125,-0.0163715734560537,0,0,0.00420613330203153,0,0,0,0,-0.0633944629374254
CVIX.INDEX,0,0,0,0,0,-0.015234455918748,0,0.0386302899824061,0.0256461814482008,0,-0.00000000000000000173472347597681,0.0463858537367874,0.0355853724731366,0,0,0,0,0,0.127352296104662
DXY.INDEX,0,0.00332617998468501,0,-0.0133362916198282,0.0155141929701831,-0.00383845449704851,0,0,-0.00274577770295735,0.00652768999497219,-0.00970764809908773,0.00132362458741122,0,0,0,-0.00456801660920192,0,0,0.0122384427837128
SPX.INDEX,0,0.00904287902343817,0,-0.00637591205879364,0,0,-0.00375309585742963,0.00443438752097498,0.00445109106072398,0.00452848355477346,-0.00223896649041705,-0.00677162864275788,0,-0.00199814783602125,0.0180473609677548,0,0,0,-0.0309847543658894
VIX.INDEX,-0.132320475849097,-0.0854776500573962,0.0062915629019914,-0.0167505361910874,0.0371170012989015,-0.0426292642983696,0.28158785702606,-0.130477355718859,-0.088955170715181,0.0493280733955017,0,0,0,0,-1.26461238667715,0,0,0,0
