,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0434876064740585,0.142013517533694,0.315954478049951,0,-0.0554935727007602,-0.0318836534706908,-0.0106984659084209,0,0.0238637806705582,-0.0690670046420509,0,0,0,0.0523330581164681
ETH,-0.791507887894246,0,0.354603556121262,0,0.270092656988413,-0.161200607810015,0.0359638939912248,0.221526809834504,-0.318905032218126,-0.0414377164712305,1.34104653794588,-0.662797179578677,0,0,-0.248985439894399
XRP,0.5206604202495,0.105967627426842,0,0.032059263250944,0.156275182183663,0.198417034634197,0.0580342137783957,0.0672087909588957,0.163557362299702,-0.108540751801131,-0.453174878708112,-0.219127941418818,0,0,0.0535685878271315
LTC,0.688533963662929,0,0,0,-0.0127629073317028,0,0,0,0,0.00826196407347133,0,0,0,0,0.0246624166889743
DASH,-0.131641716704792,0.000000000000000000433680868994202,-0.116675653046419,-0.278854962857449,0,0,-0.0918896410616614,0.097957611245645,0.0249906754475477,0,0.300356961993652,0,0,0,0.0647936122513766
DOGE,0,0,0.102578804487945,0.337309402428529,0,0,0,-0.13798437520919,0.23929414894679,0.0723125845602222,0.181728888497506,0.083602603154528,0,0,0.0673129502348291
XEM,0,0,0,0,-0.0763790570982108,0,0,0,0,0.14451935207743,0,0,0,0,0
XMR,1.59133012316638,0.440092532586945,0.0680161159826908,0.084021731965168,0.530762410688706,0,0.100146060903336,0,0,-0.0781444802243602,-0.283905198931859,-0.454097047648476,0,0,-0.358115389324741
XLM,0.0164675913209288,-0.136196900831386,0.374963880629526,0.563799338689901,0,0.274889818695513,0.165255852955954,-0.0925197454604339,0,0.106673226388634,0,0.341909252737108,0,0,0.0133027855586581
DGB,3.43142706460369,0.491437130669361,-2.04364341560969,-1.09325130169838,0,0.618504170200051,0.0679295084437059,0.0446139943462943,0.415015077907724,0,-0.699161189786208,-0.6503682281204,5.33184693146818,0,-0.197581886347091
BV010082.INDEX,0,0.0899487976787561,0,0,0.0462412410708887,0.13714373319497,0.0546243156308298,-0.00000000000000000173472347597681,0,-0.101675738674984,0,0.176665202799616,0.285435605650905,0,-0.106218512726021
CVIX.INDEX,0,0.00837400284379349,0,-0.204153867928126,0,0.0617099116263906,-0.0553100892743377,0.0299365282857981,-0.0404175647572994,-0.0110208298980654,0,0,0,0,0.21049842279414
DXY.INDEX,0,0.00757160341765461,-0.0558397487154598,0.0648942493473154,0,0.00788379447538922,0.0103313876892324,0.0217404532538203,0.000955347103346076,0.00275189284253501,0.0171949380181326,0.0650987448938026,0,0,0.0102130890123144
SPX.INDEX,0,-0.00979842877983497,0,0,0,-0.00930889359484239,0.00345313514479755,0.00403206047011049,0,-0.00997564807937081,0,-0.0231134715769176,0,0,-0.081804618546303
VIX.INDEX,0,0,0.124563711111966,0,0.219963554248993,0.10286546099367,0.0193533750983355,-0.090569487880885,-0.011060354063698,-0.0654723064258758,0,0,0,-4.69488192761158,0
