,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0382771754237434,0.159534831227427,0.329231318570067,0,-0.0525875226004769,-0.0213521621476458,-0.00994774314405435,0,0.0236771788978935,-0.077402726692968,0.0213157982212047,0,0,0.0516277617615788
ETH,-0.781132019237856,0,0.354140182206727,0,0.267081437001768,-0.165179997300533,0.0346300639217757,0.220576445100724,-0.317499253153665,-0.0407404990720841,1.34275996560885,-0.660496047156567,0,0,-0.246555042947841
XRP,0.155502489012944,0.077765740001199,0,0.224513336517532,0.134652456409467,0.171706386326098,0.0366979903764071,0.0623800369166905,0.156238019043044,-0.0992586696162486,-0.414697524622854,0,0,0,0
LTC,0.658758026804265,0,0,0,-0.0266693610086312,0.0620723320310817,0,0.0128874927663505,0,0.0156433105564771,0,0,0,0,0.0521542117098561
DASH,-0.288421470999239,0,-0.0699929518837368,-0.226128503835191,0,0,-0.0950976083319179,0.0627450262407135,0.0821345512780572,0.014939870349387,0.37063133676851,0,0,0,0.0369155961445222
DOGE,0,-0.0626187392799987,0.147619688872236,0.392656053619563,-0.0804797734664646,0,0,-0.00670232379960799,0.184200767380188,0.0461001022603489,0.389041150468735,0.105393230876503,0,0,0.0292453730386167
XEM,0,0,0,0,-0.0763790570982108,0,0,0,0,0.14451935207743,0,0,0,0,0
XMR,1.81662226559934,0.456164639297408,0,0.0350622938674656,0.527065608632475,0,0.143232362745992,0,-0.0833816861769184,-0.0745323531824771,-0.261101807645255,-0.414921922410698,0,0,-0.374940271891539
XLM,0,-0.136225422749912,0.376557885282419,0.565313381147079,0,0.272495960485612,0.162874058570069,-0.0924673609415658,0,0.10644022281248,0,0.338824845354958,0,0,0.0121730068574897
DGB,3.39291271659078,0.487864606262129,-2.03392057613064,-1.11387019033115,0,0.596628563066561,0.0533362211792126,0.0356449858095177,0.432943650378866,0,-0.662310735526904,-0.682830134788757,5.48508564705662,0,-0.193827371571872
BV010082.INDEX,0,0.0780756935353422,0,0,0.05827895697281,0.125851245015167,0.0674450017513092,0.0113245992957964,0,-0.0994832961809109,0,0.0641504772426784,0,0,0
CVIX.INDEX,0,0.00826092007831417,0,-0.204080983744866,0,0.0576330119095579,-0.0546272973232427,0.0298441685973888,-0.0429643550284457,-0.0105680310372355,0,0,0,0,0.214765607038239
DXY.INDEX,0.0198230011152885,0.00394377816249076,-0.057606050565,0.0311480880605638,0,0.00102992411490005,0.00872241041539218,0.00956574397959154,0.000489365027553726,0.00355774645230715,0,0.0704331372353658,0,0,0.0228876988132764
SPX.INDEX,0,-0.00682004644624241,0,0,0,-0.0207061367403651,0.00431302700981373,0.00226002009645911,0,-0.00765146760446133,0.0159834904419472,-0.0094458560619394,0,0,-0.0855950202519311
VIX.INDEX,0,-0.116703651919886,0.159932557781675,0,0.144068530886049,0.189736276371493,0.0274382831689247,-0.0463566375916642,0,-0.105024498625314,0,0,0,-3.60765976226282,0
