,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0129966519426013,-0.0186441939784854,0,0.277547579345542,-0.0160908240499477,0.0927947838591364,0,0.0130929774617501,0,0,0,0,0,0,-0.0777860920655287,-0.00314985559858768,0,0,-0.00337120986427714
ETH,0,0,0,0.042341603289795,0.326957906795553,0,0,0.280397962034604,0.05190385475286,0.0724749808305019,0.0361306864098644,0,0,0.147166410466578,0,0,0,0,0,0
XRP,0,0,0,0.160522753402953,0,0.109988771055398,0,0.0846545033724285,0,0,0.455805588314229,0,0,0,0,0,0,0,0,-0.0353299287529438
BCH,0,0.296441308729114,0.0689780125689246,0,0,0.00993754112709119,0,0.152599660307619,0,0.26917421513067,0,0,0,0,0,0,0,0,0,0
EOS,0,0.592443264696199,0,0,0,0.0280009503982914,0,0.164369502464515,0,0,0,0.145361973556373,0,0.0700447580019165,0,0,0,0,0,-0.00196513845137922
XLM,0,0.179550110386242,0.155512060683636,0,0,0,0,0.136437666692447,0,0.162213427817089,0.0485325435278113,0,0,0,0,0,0,0,0,-0.025807454400637
LTC,0,0.254988210376668,0,0.113460079453197,0.088047601749043,0.0781837800731646,0,0,0,0.10791542701148,0,0,0,0.088396831082483,0,0,0,0,0,0
ADA,0,0.103272865734345,0.0924997030547773,0.0642556705237963,0,0.0584854333481677,0,0,0.00000000000000000346944695195361,0.177124727463995,-0.0424645925023864,-0.0418174437446789,0.250209811349393,0.0971140311319525,0.336752436321981,0,0,0,0,0.0439410535134174
XMR,0,0.253257314433479,0,0.0667170553294299,0.207231628509195,0,0,0,0,0,0,0,0,0.270610516720972,0,0,0,0,0,0
TRX,0,0.238266850791367,0,0,0,0,0,0.50897475210176,0,0,0.0192230610683616,0.184854382065924,0,0,0,0,0,0,0,-0.0436184024336048
MIOTA,0,0.00000000000000000346944695195361,0.0851839717694251,0.0269015880581196,0.223257754748,0,0,0,0,0.11686831335294,0,0,0,0.418149228281658,0,0,0,0,0,-0.0663804314497668
DASH,0,0.182252255346754,0,0,0.175175878694372,-0.0162054959760128,0,0.110163470640412,0,0,0.191419701918477,0,0,0.299079508403005,0,0,0,0,0,0.0329647783452026
BNB,0,0.231850961870891,0,0.049386619469336,0.0669981710309605,0,0,0,0,0,0,0,0,0.0651703690619794,0.155228218106174,0,0,0,0,-0.00215744819348443
NEO,0,0.0421301587483418,0,0,0.114208066766004,0,0,0.3052996695727,0,0,0.448049026439427,0,0,0,0,0,0,0,0,0
ETC,0,0.202207039727114,-0.0448142102911481,0.0718026546079856,0,0,0.0988120529841403,0.181427880015968,0,0,0.17099411863718,0,0,0.0786807639810147,0,0,0,0,0,-0.0591488881804051
BV010082.INDEX,0,0,0.0347467614337427,-0.0878775371392896,0,0,0,0,0.0479754604653441,0.0132290725346761,0.00000000000000000346944695195361,0.0407516170999239,0.0365330686932817,-0.0918938830617465,0,0,-0.0670255410987028,0,0.381573441559004,0
CVIX.INDEX,0,-0.137127591559503,0.0759638536071215,0.0216023887392043,0,-0.0854781816381997,-0.324617215551471,-0.117955281351436,0,0.112084620528664,0.21528780045776,0,0.139740009362344,0,0.218899051411213,0,0,0,0,0.0482474912437731
DXY.INDEX,0.0656069304513367,0,-0.00628345432619201,-0.0524005927601802,0,-0.0130147249587349,-0.0144176588533447,0.0203287541634134,-0.0108404694078011,0,0,0.025875570041922,-0.00831544480308884,0,0,0.0739769429207051,0.0672806060862851,0,0,-0.00564052313029137
SPX.INDEX,0,0,-0.0358686117026966,0,0,0,0,0,0,0,0,0.00216854125356591,0,0,0,0.0718672583406323,0,0,0,-0.120484584242139
VIX.INDEX,0,0,-0.0299950197958192,0.22629025661591,0,-0.23375441247797,0,0,0,0,0,0,0,-0.403868406611779,0.180408520535256,0,0,0,-5.92876158129491,0
