,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0165144741238674,0.0489703325534542,0.0994399658964567,0.114652549296525,0,0.0139276173609139,0,0.084985063656739,0,0,0,0,-0.00905231534923153
XRP,0,0,-0.0450553121854219,0,0.133986871465842,0.616224174387233,0,0,0.0680837691247659,0,0.32482693518826,0,0,-0.0576394597036309
LTC,0.954135067031926,-0.155771084551924,0,-1.55158616282836,0,0,0.416877909337558,-0.130452483332737,0.634661634317248,0,1.17073780199327,0,0,0.0888133078004905
DASH,0,0.1907477195238,0.190061120165917,0,-0.0763725747190496,-0.000000000000000000867361737988404,0.188841388047203,-0.056265107784711,0.186298149490332,0,0,0,0,-0.00000000000000000173472347597681
DOGE,0.411908313876917,-0.108176044999132,0,0,0,0.535753413144212,0,0,0.24324512871173,0,-0.000489208985514208,0,0,-0.162392468053842
XLM,0.607560548004417,0.224457465463627,0.00817900903103189,0,0.427921921948787,0,0,0,0.0918321615189172,0,-0.250993481880799,0,0,-0.0836583064558351
XMR,0,0,0.044132162394637,0.434706337649466,0,-0.138682923252991,0,0.152550988952331,0,0,0,0,0,-0.121432518070732
XEM,0,0,0,0,0.103855095207239,0,0,0,0,0,0,0,0,-0.273943451206744
DGB,0,0.322204526652086,0.0792679755442726,-0.210373603598253,0,0.198537945182959,0.606902078523337,0.187758487022014,0,0.573178599188981,0.288162257260578,0.334191852751139,0,0.130843053921448
BV010082.INDEX,0,-0.0417367010982442,-0.0038207645087482,0,0,0,0.0147524638922967,-0.0404242207649261,0,0,0.15637670421562,0,0,-0.106658067154354
CVIX.INDEX,0,0,0.0512565706566607,-0.0765668900914159,0.0709931069652543,0,0,-0.0982522539599099,0,0.986509192173761,0,0,0,0.113852983669102
DXY.INDEX,0,0.0125166080308688,-0.0227064747526102,0,0.0513130198610911,0.0295472778170005,0.0211103350064328,-0.0101552545038976,-0.0348704263940052,0,0.100367274936703,0,0,0
SPX.INDEX,0,0,-0.00372597872777546,0.00556508393750583,0.0210106061220072,-0.000000000000000000867361737988404,-0.00219981385268316,-0.00143092308946768,0.00234425340364808,0,0,0,0,-0.0736864832986663
VIX.INDEX,0,0,-0.0752953085684613,0,0.114460316426748,0,-0.138324940484657,0,0.35697759583781,-0.936012576650354,0.453086624990514,0,-6.26724222091022,0
