,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.439315524285931,-0.0443528177332444,-0.0000000000000000000271050543121376,-0.0163949080258635,0.0170228819182386,0,-0.00052033257616702,0.00196529267971893,0.00729037284545479,0,0,0.037423028862251,0,0,0.000000000000000000216840434497101
ETH,0,0,0.107470918598999,0.376433297774257,0.226308966440653,0,-0.0374620237264155,0.0738667286444255,0.0700316815519817,0.138191708725166,0.0141346044388842,0.0239704747221035,0,-0.447021028889753,0,0,0,-0.188751236834855
XRP,0.14542325760486,0.0640621621183808,0,0,0.0162312116969282,0.00322837784713701,-0.0476877677252979,0.0300800793248522,0,0.108925798933364,-0.0366054532978724,-0.120768874396412,0.195040687829253,-0.28803429534406,0.181817225388073,0,0,-0.0647716585678406
LTC,0.704199176868271,0,0,0,-0.00868988230564142,0,0.0293138393316273,0,0,0,-0.00306755582204606,-0.00394148013779913,0,0,0,0,0,-0.0202798080532172
XMR,-1.10278022431754,0,0,-0.334983866083407,0,0.0628230498055578,0.434468682143049,0.0887574289833606,0,-0.0177648554152156,-0.0308308564287005,-0.0480037215633569,0,0,0,0,0,0
ETC,0,0.0913545609258748,0,0,0.0179103943094384,0,-0.145890776249536,0.193444818743657,-0.240426385759345,-0.00701312964019259,0.0190603865052777,-0.0556424741605523,0.481112787572076,0,0,0,0,0.101219454713952
DASH,0,-0.065726098855513,-0.0885679235460206,0.278655813673139,0.135956132929042,0.1131378276239,0,0,0,0.026817025012099,-0.0937463378550312,-0.0885065353047161,-0.0795571268475455,0,0,0,0,-0.0445594226007074
XEM,-0.12622214546545,0.160579547507905,0.183595627937545,0.356790995612405,0,0.158826667346529,0.140473251535815,0,0,0,0.00260861707840852,0,0.37438805311937,0,0,0,0,0
DOGE,0,0.153559139019126,0.00725322757011379,0,-0.085120815171126,0,0,0.059563878958693,0,-0.0348083531772493,-0.0121220544619911,0.0194782744078628,-0.0947390549730548,0,0.111446406037538,0,0,0.0419143854220842
XLM,0.261794679935388,0.495967413623049,-0.247119869157848,-1.02827823197605,0.0229899198356381,0,0,0,0,0,-0.0279400544774026,0.0795243853724616,0.720013118293787,0,0,0,0,0
ZEC,0,0,-0.733823236544044,0,0.251855099329666,-0.000000000000000000867361737988404,-5.08031682541995,0.102185206976704,0,0.454366066536208,0,-0.626298007455394,-1.51874611354397,0,0,0,0,-0.663533492680715
NEO,0.850598256095637,0.83961145830022,-1.8642574163424,0,0.244005083164466,0.396959164312042,-1.14416039142257,0,0,0.136962746016166,-0.20828143084944,0,0,0,0,0,0,0
DGB,0,-0.0527854948713581,0,0,0,0.0719919359624638,0,0.0504342835847597,0,-0.00474355447101442,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0557552397045183,0,0,0.06642090990362,0,0,0,0.00894974103761036,0,0.00552871292056263,0,0,-0.0789979497034716,0,0,-0.0363110583138684
CVIX.INDEX,0,0,0.147632109606941,0,-0.0131492109194631,-0.1378970839342,0.249973337745907,-0.0922559656105279,0.213004499005293,-0.0104985312601059,0.00757101368763724,0,0.0943894793386097,0,0,0,0,0.218536672387247
DXY.INDEX,-0.0126903458264337,-0.00247379260907193,-0.00982709534238837,0,-0.00484772672386288,0,0,0.0377116207851034,0,-0.0107623896337182,0.00276132622726909,0,0,0.0524843088455901,0,0,0,-0.0193704342878726
SPX.INDEX,0.0201473277005191,0,0,0,0.00527431175183261,0,0.0181318995048165,0.00319007410908456,0,-0.0086859769792501,0.000161131710608279,0.0150074557907236,0,0,0,0,0,-0.0391429772597501
VIX.INDEX,0,0,0,0,0.105571493121179,0,0,-0.381728893084941,0.383662123881523,-0.0895525162299766,0.0198359649964103,0.134341163987857,0,-0.434147783140956,0.618425772410841,0,-3.3987336322698,0
