,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0477519450603912,0.112090641183055,0.105678928258237,0.0202736083063581,0.122893048227404,0.0921701795986345,0.0322342009785841,-0.00983665042318602,0,0,0,0,-0.0154722182003419
XRP,0.38768492958361,0,0.186653777543096,0.133369160322655,0,0.206174254586367,-0.158768277345959,-0.121746978560489,0,0,0.208518611451342,0,-1.29924307609468,-0.101547724040774
LTC,0.432702157550282,0.102563981789242,0,0.132839875276338,0,0,0.0484383436247813,0.00927078999270864,0,-0.221384486601824,0,0,0,0.072216255517672
DOGE,0.37404862133132,0,0.169246846886065,0,0.091405128821964,0.0653152067245149,0.0688624175722891,0.0637998874423641,-0.0424174714824325,0,0,0,0,-0.0354514796775617
XLM,0.499084920222743,0,0.451728984620483,0,0,-0.131573487099225,-0.408579456465425,-0.05161810911823,0,0,-0.065569999940892,0,0,-0.39280598942127
DASH,0.252091724898235,0,0.363404487883065,0.0563797949084545,0,0,0,0,0,0,0,0,0,0
XMR,1.15618169875806,0,0.270639833476323,0.185525540062535,-0.297785030259848,-0.430139124488643,0,-0.0868697981815025,0,0.104521325775301,0,0,0,-0.501453879349029
XEM,0,0,0.236556361281599,0.960469604796477,0,0.351832292891171,-0.544440916805635,0,0,0,-0.220018198973296,0,0,-0.492284889736605
DGB,0,-0.097947609913165,0.222527717151137,0.474238312365359,-0.0378434697507618,0.323158613991165,0.345190858900027,0,0,1.81167974263799,-0.247775510108957,0,0,0.102122617819535
BV010082.INDEX,0.0231988046946522,0,0,-0.0358429534325737,0.0707757590986402,0.0365987879553956,0.00516653421439304,-0.033160487999622,0.050654905856424,0,0,0.559678844083612,0,0.0631180435373708
CVIX.INDEX,0,0,-0.0204184342359113,0,0,0,0,0,0,0,0,0,0,0.0784718466808245
DXY.INDEX,-0.00672266943675763,0,-0.052076484960741,0.0293194691885875,0.010053089669919,0.0220092372250636,-0.00999350040648243,-0.00463950384922324,-0.0179284181585151,0.195505279346984,0.0870537395071343,0,0,-0.00371481185496965
SPX.INDEX,0,0,-0.0104334474287204,0.0119088219285547,0.0122612521331586,0,-0.0114393633912189,-0.00517228193456977,-0.00181557778229103,0,0.0105461233775693,0,0,-0.094655353992435
VIX.INDEX,0,0,-0.109696474997495,0.148821431067484,0,-0.0129184095241306,-0.291718615831727,0,-0.0251917905313145,0,0.0603668658625365,0,-3.77392469184123,0
