,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ZEC,ADA,EOS,XLM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0.271344104036447,0,0,0.0519349487473813,0.0859169802433722,0.0590361813633984,0,0,0,0.0895699108312356,0,0,0,0,0,0
ETH,0,0,0,0.149982393376621,0.185714386698492,0.0792163862643994,0.0489296903724467,0,0.12968602745921,0.113542719793045,0.08489270102529,0,0.0745422428372647,0.0289924782878601,0,0,0,0,0,0
BCH,0,0,0,0,0,-0.0708499921263559,0.0601717018269275,0,0.439601271236397,0.366576888469485,0,-0.120523375919735,-0.0127155910854811,0.102911740723887,0.0431226804942787,0,0.422596469521976,0,0,0
XRP,0,0.321979572803251,0,0,0,0.106382226745599,0,0,0.204364161409722,0,0,0,-0.00832989999044166,0.0320057317956231,0,0,0,0,0,0
LTC,0.471715426566127,0,0,0.24993173164387,0,0,0,0.23536142721508,0,0.177895332978779,0,0.0348764663017993,0,0.0287662877411221,0,0,0,0,0,0
DASH,0,0,0.0928095176072292,0,0.0933755502492024,0,0.0506075420430091,0.0685243292012926,0,0.220105507528034,0.05921857663368,0,0,0.00000000000000000693889390390723,0.00197638159257671,0,0,0,0,0
NEO,0,0.448495016613388,0.0767743344317087,0,0,0,0,0,0.454958765609175,0,-0.329794018420343,0.659406129937734,0,0.0868180999516404,0.168080369804062,0,0,0,0,-0.293422207598755
XEM,0,0,0,0,0.1133584007162,0,0.0785625880639957,0,0.265772002712386,0.253144544457605,0.00734481595101625,0,0,0,0.151014068529882,0,0,0,0,0
XMR,0,0.0282263810121102,0,0.136675167477106,0.21336912374277,0,0.104019059966488,0.0183362330154579,0,0.201346237903257,0.000000000000000000867361737988404,0.095415861793357,0,0.00000000000000000173472347597681,0.0191694902130332,0,0,0,0,-0.0737467562044947
ETC,0,0,0.0546696066067631,0,0.551663767388856,0,0,0.165788169098895,0,0,0.145949057391904,0,0,0,0.0247429467706837,0,0,0,0,0
MIOTA,-0.512754787304192,0,0,0,0,0,-0.210822386623104,0.575146104400711,-0.0247085580342413,0.101266067834783,0,0.407403052572994,0.0910834978818458,0.413824506098579,0.0673363561564214,0,0,0,0,0
ZEC,0,0,0,0,0,0,0.0785535418511674,0,0,0.250038976370992,0.0599925351766676,0,0.0620284958455312,0.115085965608773,0.0410864299171451,0,0,0,0,0.0651807429417864
ADA,0,0,-0.138152901662213,0.39841407230125,0,0,0.151563379779589,0.112966575263084,0,0,0.517081271258994,0,0,-0.48276837516502,-0.246541651463161,0,0,0,0,0
EOS,0,0,0.0639330547450497,0,0,0,0.139810083428324,0,0,0,0.232051101394339,0.368423773508039,0,0,0.0434726163912102,0,0,0,0,0
XLM,0,0.0304172554567267,0.0397146653334358,0.174582536174938,0.0000000000000000138777878078145,0,0.182730378446127,0,0,0,0.806370791443094,0,-0.155629303629506,-0.056588883754047,0,0,0,0,0,0
BV010082.INDEX,0.0390659153317971,0,-0.0367815183235517,0,-0.0126121008319053,-0.0235767071677511,0.0293791866940298,0,-0.102268979021949,0.0354060739359917,0,0,-0.0139708063833859,0.0432340051035353,0.00744345056141979,0,0,0,0,-0.070371238401693
CVIX.INDEX,-0.0544651907017151,0,0.043944716405837,-0.01239007584544,0,-0.119277386249455,-0.0208731178077705,0.0448588120628617,0,0,0,-0.00534086411774616,0.0425495347195479,-0.0133407727644487,0.0193988997659114,0,0,0,0,0.10700166335964
DXY.INDEX,0,0,0.00275544634865929,-0.0036443703405131,0,-0.0302114336103147,0.0071285212929616,-0.000000000000000000433680868994202,-0.00356779525265121,0.0091758733503108,0,0.010927927105639,-0.00844473359055109,-0.00412208733169594,0.00165907397450935,0.0621068160661984,0,0,0,-0.00212648983956161
SPX.INDEX,0,0,0.00407838702020166,-0.002172625657556,0,0,0.00160534021553252,0.00400467731355585,0,0.000659378670637156,0.00516490509141,-0.0215861311003574,0.000422974849732646,-0.000680202787324534,0.000727317085777841,0.02602106537198,0,0,0,-0.0316304137688618
VIX.INDEX,0,0,-0.00000000000000000173472347597681,0,0.0846556180152588,0,0,-0.279706517529995,-0.0359888095211225,0,0.102745406554182,0.368118850746802,0.094952489716429,-0.258325149942864,0.0793909059592437,-0.10194998286478,0.803380879293185,0,0,0
