,BTC,ETH,XRP,BCH,BSV,LTC,EOS,BNB,XTZ,LINK,ADA,XLM,XMR,TRX,HT,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0824059341019716,0,0.0883517139650104,0.120521234896644,0,0.00454741818962868,0.0712565426016612,0.0128530169039202,0.046796079616788,0.0475427885468708,0,0,0,0,0,0,0
ETH,0,0,0.202551714992176,0.0150203225548625,0,0.0911312742472899,0.114766638721686,0,0.0301340530665796,0.0303984558179646,0.054612539070909,0,0.0658711367214598,0.229504917999311,0,0,0,0,0,0
XRP,0,0.112593507705962,0,0.029873011876393,0.0117129991144564,0,0.0845677257718196,0,0.0423542612876882,0,0.0149908438607798,0,0.0799759056317689,0.212767504640107,0,0,0,0,0,0
BCH,0,0,0,0,0.23331570615166,0.195365793889607,0.000000000000000000433680868994202,0.0314703440131789,0,0,0,0.216012765619487,0.128573781714057,0.14827815883321,0,0,0,0,0,0
BSV,0,0,0.421872806719963,0.890554074155739,0,0,0.986827026249264,0,0,0.258348392386336,0,-1.51057017627634,-0.638810505080367,0,0,0,0.768345724156054,0,0,-0.219721309560277
LTC,0,0,0,0.302471649400516,0.0527857527450284,0,0.157637458966651,0,0,0.180051183768702,0,0,0.0380094887681845,0,0,0,0,0,0,0
EOS,0,0,0,0.0796024148766941,0.136058307235229,0,0,0.312494771686509,-0.0581934337169894,0,0.120889394895795,0,0.324412102337798,0.212997843566574,0,0,0,0,0,-0.0316737956606745
BNB,0,0,0,0.201991878615888,0,0,0.00000000000000000693889390390723,0,0.00713458934386053,0,0.133299321811102,0.0700523090326405,0.00614889911090327,0.223746343322702,0,0,0,0,0,0
XTZ,0,0,0,0,0,0,0.193417343822926,0.134942771990565,0,0.338763111810085,0,0,0,0,0,0,0,0,0,0
LINK,0,0,0,0.143854059687762,0,0.172458457841385,0,0.0349370404419034,0.0254479438054433,0,0,0,0.0892162522715454,0.253980161426495,0.0631303144149856,0,0,0,0,0.0328686126191093
ADA,0,0.227659026490145,0,0,0,0,0.206029346987789,0,0.00151077695845288,0.0679687622947888,0,0,0.213425312421472,0.204499321462379,0,0,0,0,0,0
XLM,0,0.134278418002782,0.64644408518671,0.165402287672403,-0.044850445009013,-0.212175647733278,0,0.0614678794967684,0.013986599911067,0.0700069987592872,0,0,0,0.0581251424467056,0,0,0,0,0,0
XMR,0,0,0,0,-0.0141292973937597,0.168390065594151,0,0,0,0,0.269385252351792,0,0,0.165890909294239,0.0431287035362438,0,0,0,0,0
TRX,0,0.146598095279041,0.223578363401426,0.0356615343805295,0.0143479197632341,0.144816495077058,0.12898178790196,0,0,0,0.210383236195084,0,0.0669060507607868,0,0,0,0,0,0,0
HT,0,0,0,0.033916359547857,0,0,0,0,0,0,0,0,0,0.205253890083115,0,0,0,0,0,0.0370231269144643
BV010082.INDEX,0,0,0,0,-0.0102365800951357,-0.0404904497224268,0,0,0.00526198149618493,-0.041794074836268,0,0.108274682646395,-0.105727679210186,0.070042460866634,0.0375997574592176,0,0,0,0,-0.144432576407041
CVIX.INDEX,0,0,0,0,0.0711178061173825,-0.0195659583340346,-0.153592237138556,-0.0670548894895058,-0.0226717920520876,-0.0736955094832147,0.333248234898162,0,0.203778534551638,-0.394283143166731,0,0,0,0,0,0
DXY.INDEX,0,0,0,0.00511309897802894,0.00250686622340878,-0.0179316673096476,0,0,-0.00378442615792428,0,0,0,0,0,0,0,-0.0236432028424725,0,0,-0.0092293403638114
SPX.INDEX,0,0.00609664355915784,0,0.0112665770037751,0,-0.00222311946533024,0,0.0285474945839384,-0.00714407479735412,-0.00341992257790923,0,0,-0.00994641476933203,0,0,0,0,0,0,-0.0818346537688995
VIX.INDEX,0,0,0,-0.170454360580993,-0.0364488908474085,-0.0324327905502007,0,0.261048929548862,0.200770687881025,0,0,-0.535509131025003,-0.207092123706625,0.437352849753626,-0.0602437162591111,-0.268124994117798,0,0,-6.18149496817239,0
