,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.216593901961125,0.094366857600721,0.360764267799684,0.187091087408155,0,0,0,0.0744924316257137,0,0,0.0653065209268211,0,0,0,0,0
ETH,0.0660563227617439,0,0.0444359399762857,0,0,0.204425845524059,0.106891319748697,0,0.141636754785363,0,0,0,0.127252412167104,0,0.0928196793738313,0,0,0
DASH,0.595083085151768,0,0,-0.0335265961607997,0,0.48619104821876,0,0.119266220013835,0.00000000000000000693889390390723,0,0,0.17276254851053,0,0,0,0,0,0.0379524065603101
XRP,0.0540353667256107,0,0,0,0,0.0561558545368636,-0.0631462057253462,0.0628761338731447,0,0.470809396791218,0,0,0.048952182540505,0,0,0,0,0.0805961087193302
LTC,0.665307350615466,0,0,0,0,-0.00000000000000000010842021724855,0,0,0,0,0.116786101945051,0.11566387268091,0,0,0,0,0,0.00513727113895576
XMR,0.42265667071755,0.0762537488258029,0.292070955800793,-0.118944947294591,0,0,0.101201847815669,-0.0636368417954311,-0.285373647238535,0,0.214941333523466,-0.0288414976375189,0,0,0.524481644859794,0,0,0
ETC,0.0655106800766706,0.388750941583927,0.271686214355749,0,0.236200819914897,-0.0596124173221841,0,-0.074176455294502,0,0.168810295089157,0.116642282608009,0.236455076752401,0,0,0,0,0,0
XEM,0,0.132195754911187,0.0121965664779466,0.19432344214148,0,-0.0696915073545784,0.101045316074434,0,0.316249612198566,-0.688107480220454,0.288961546439927,0.284863251954754,-0.189116590713979,1.33031370913797,-0.363157244490077,0,0,0
ZEC,0.0547968585895398,0.165349503497813,0.249739946132372,0,0,0.0359915450947275,0.167729267522331,-0.11573144462816,0,0.235056361139482,0,-0.0104320105958676,0,0,0,0,0,0.17098152289771
DOGE,0.266566445682459,0,0,0.129987483242935,0,0.0225155685721148,0.000000000000000000867361737988404,0,0.129463409355211,0,0.0961091699583725,-0.0261031777878304,0.0256800556387497,0,0,0,0,0
XLM,0,0,-0.101442343121621,0,0.400709927983103,0.165578505620975,-0.00000000000000000173472347597681,-0.0129740941127674,-0.108666506705781,0,0,0.0916468083387942,0.0425197269131372,-0.151890737675402,-0.0415987449830804,0,0,-0.104254992715292
NEO,0,-0.404851141811502,0,-0.223472027303658,0.14366119441401,0,0.297143772693835,0,0.197361381565403,0,0,0,0.282714139358055,0,0,0,0,0
DGB,1.0303910031499,0,-0.358927694245339,-0.045014007480341,-0.987018544983947,0,0.195728429636105,0,0.252441243030279,0,0,0.44247056396595,0,0,0,0,0,-0.0608283781601962
BV010082.INDEX,-0.169088947180614,0,0.057760763846058,-0.00862073697493202,0,0.0734771648045054,-0.0307392486589558,0,0.0162071839490112,0.201699205188236,0.035331512025111,-0.0232401817963997,-0.00940522896522634,0,-0.0302447331287541,0,0,-0.0206401454961551
CVIX.INDEX,0,0.113371054955549,0,0.136973454125053,0.100302381145492,0.0244895082606064,0.098140586090479,-0.108039525437807,-0.132343323439685,0,0,-0.0283834803727855,0,0,0,0,0,0.0740265321613465
DXY.INDEX,0,0.00871376914125157,0.0107329153068916,0,0.0272840356389084,0,0,-0.0037219413026693,0,0,0.00382671494101702,-0.0127621769332079,-0.00552453517239956,0.0914589781738994,0.0212674597168606,0,0,-0.00564106618785787
SPX.INDEX,0,0.00298602397476183,0.00573203245805863,0,-0.00582253481717202,0,-0.00464275161469198,0.00402669217756474,0,0,0.00299224039261686,-0.00263974317700391,0,0.029972210447931,0,0,0,-0.0508848374112292
VIX.INDEX,0,-0.111366550439318,0.0426162382126243,0.241872247983155,0.28320446489443,0.1581599399259,-0.48372771195385,-0.27154235595013,0.140039141271769,0,0,0.162101770977339,0.00000000000000000173472347597681,0,0.0963032118414806,0,-2.01941838121307,0
