,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.221945116282736,0,-0.0435658705490444,0.133404531416999,0.262715874665799,0.10808407136122,0.246871255127663,-0.225559344985519,0,0.193044391681036,-0.224901689652381,0.0929908161519855,0.0630956096660966,0,0,0,-0.0409233001917544
ETH,0,0,0,0,0,0.108360539872625,0,0.632096786149094,-0.154284131276052,0,0.0873860994938247,0,0,0,0,0,0,0
XRP,0,0.0750047896909875,0,-0.0290317304500113,-0.183288393925326,0,0,0,0,0,0.861135415408701,0.115426600549805,-0.324929144950504,0,0,0,0,0
LTC,0,0,-0.0310283306027697,0,0,0.0703047534214619,0,0.08375213624102,-0.162697252558128,0.338061883875403,0.170552096406254,0,-0.000000000000000000867361737988404,0.557600808427343,0,0,0,-0.14076470183663
DASH,-0.141798833601089,0.00000000000000000173472347597681,-0.0345055199716801,0.028376220874483,0,0.131032202321505,0.0850544881705263,0,0.0851729280089426,0,-0.147912783053288,0,0.0630631615763799,0,0.472205995158486,0,0,-0.0796170355165353
ETC,0,0.288124311389731,-0.0426604431088985,0.189788531423282,0,0,0.0349160645186905,0,0.138536340059368,0.0195695066877293,0,-0.140592586120905,0.0420818661131287,-0.328335620255696,0,0,0,0.0969082870972806
XEM,0,0,0.0312848767880982,0,0.0615790801768557,-0.00166162720389657,0,0.333869243626317,-0.231523588867829,-0.128888563130943,0.0532769433209415,0.287782326505977,0.382167639363731,0,0,0,0,-0.571137892916354
XMR,0.687305121709496,0.425224110374252,0.0406325663728512,0,0.0562060540695631,0,-0.0194524584923624,0,0.320910436933181,-0.117244058439269,-0.233680132225685,0.054787447232556,0,0,0.0334361136623483,0,0,0
ZEC,-0.151327828768677,-0.000000000000000000433680868994202,0,-0.0532158480005127,0.153183018890188,0.00935919216175178,-0.0904716817228108,0.280172256838815,0,0.233277723930047,0,0,0,0,0.162316338789841,0,0,-0.20834925190242
DOGE,0,0.125807934132802,0.0217455912082008,0.275330707570813,0.133169867183296,0,0,0,0.133275552336189,0,0.227305003996915,0.218582343029878,0.0102206537392392,0,0,0,0,0.365727142257955
XLM,0,0.0112368865039668,0.362590230628349,0.195032541869516,0,0.13337778629437,0,0,0,0,0,0.0956325321439336,0,0,0,0,0,-0.15399106742889
NEO,0,-0.122358600690825,-0.0186878902648602,0,0.25576507176131,-0.105801717675244,-0.0380679678162203,0,0.294091051986062,0.248554581392196,0,0,0.054209401943507,0,0,0,0,0
DGB,0.30841601847467,0.00564149106882371,-0.0734812894545972,-0.121147051020949,0,0.0498516677027406,0.0244029446686145,0,0,-0.102682907034,0.245390471460072,0.172427614057186,0,0,0,0,0,0
BV010082.INDEX,0.0974918992874176,0.0114427583264872,0.00158884816583513,-0.0109848570718661,0.00666402563218961,-0.068674954836379,-0.00394485062050762,-0.0411225038289247,0,0,0,-0.0346562198281431,0.0194226015411235,0,0.0714679998322151,0,0,-0.109019378366348
CVIX.INDEX,0.143153831610204,0,0,0.0893955615902707,-0.0479536936009607,-0.135200621682863,-0.188311008094676,0.068343946110008,0.222175052167655,0.0028079691440699,0,0,0.0438545492186313,0,0,0,0,0.224217887016344
DXY.INDEX,0.03290685102019,0.00844782468444048,0,0.00294702021210804,-0.00739680392245768,0,-0.00823427450429937,0.00152436467727733,0,-0.00477309918378541,0.00542769753251125,0,-0.00203377580533141,0.0996250214838959,0,0,0,0.0298022093961528
SPX.INDEX,0.00224692646805802,0.00998376274622966,0,0.00444257016861561,-0.00741595293593538,-0.00229204058240454,-0.00265053397418799,0.0120504485184588,-0.0155490319331454,0,0.00208682255162008,0,0,0,0,0,0,-0.0399872517250741
VIX.INDEX,0,0,0,0,0,0,-0.0500077806304747,0,0,0.121194767674638,0,0,0,0,0,0,0,0
