,BTC,ETH,BCH,XRP,LTC,DASH,NEO,MIOTA,XMR,XEM,ETC,EOS,ZEC,ADA,XLM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.226980434483341,0,0,0.519790548649028,-0.070367256827849,0.0241630770942406,-0.27640321054244,0,0,0,0.0694207022871361,0.0499630855584218,-0.0315921238702556,-0.0303048233719148,0,0,0,0,-0.0391919666717127
ETH,0,0,0,0.0414958994861116,0.0762627048011627,0,0.0654852525170512,0.000788911950341704,0.115690800160296,0.11598750928568,0.0246274991954078,0.0306806112704322,0,0.0521176057099957,0,0,0,0,0,0
BCH,0,0,0,-0.218879320916552,0,0,0.279484774433999,0.0773506696297017,0,0.465311823324999,0.382676347061838,0,0,-0.288402648351988,-0.0877486063362518,0,0,0,0,-0.982906394381175
XRP,0,0.386721538007457,0,0,0,-0.0206791390703273,0.100866189978683,0.147897678477963,0,0,0.00462609064010191,0.0064971034931891,0,-0.00719463494341499,0,0,0,0,0,0
LTC,0.294866022308921,0,-0.0208929444595328,0.263084719956366,0,0,0,0.0452120456751182,0,0.115851372694216,0.195581202070598,0,0,0,-0.000804160939241555,0,0,0,0,0.0815657009801618
DASH,0,0,0.0648153727127142,0,0,0,0.0777852194998354,0,0,0,0,0,0.137547236036492,0,0,0,0,0,0,0
NEO,0,0.408451473493573,0.0659194724255271,0,0,0.0336138706051209,0,0,0.136700257921526,0,0,0,0.13259973887162,0.0762316229665257,0.134385037479362,0,0,0,0,0
MIOTA,0,0,0,0.152648419381658,0,0.0681836802257292,0.067170225056139,0,0,0.458173123409764,-0.172330112210079,0.17467316054488,0,0.0451315319277166,0.0729687317945882,0,0,0,0,0.0592290204877346
XMR,0.0604751157553629,0.301555918561797,0,0.0950673279390997,0.000000000000000000433680868994202,-0.0399822687191054,0.0981643634319783,0,0,0.0634498355391997,0,-0.0490354211553349,0.255382094140136,0.20318953312474,0.00593921000124129,0,0,0,0,0
XEM,0,0,-0.0226063715715802,0,0,0,0.129217730596154,0.146335935323083,0.0786326535417507,0,0,0.0159085503176593,0.0468471545202408,0.153778955889301,0.07207053517975,0,0,0,0,0
ETC,0,0.312682815511818,0.126490515701842,0,0.203894296496385,-0.394937243819645,0.104177537805001,0.0603675283635094,0,0,0,0.0401711279126952,0,0.0555490009003858,0.0264484128145483,0,0,0,0,0
EOS,0.338615200434429,0.226161876065269,0.0232615371615332,0,0.120442502712069,0,0.0814353042283868,0,-0.185054419253465,0,0,0,0.433821120117196,0,0.0684799008551573,0,0,0,0,0.125087815583066
ZEC,0,0,-0.030961511712423,-0.0627147542698209,0.0570454530890645,0.341277278469124,-0.0780530034168482,0,0.127731489446736,0.206615160019337,0.0771345493618237,0.116479764291163,0,0.00000000000000000173472347597681,0.046461404817105,0,0,0,0,0.0970971391182264
ADA,-0.260039352552086,0.221571558917081,-0.215917788645095,0,0,-0.166809229739686,0.22019221470834,0.356442058097447,0.120900993083033,0.251853160170343,0,-0.297287362872671,0,0,-0.109352680893184,0,0,0,0,0.319686404147563
XLM,0,0.474423499841273,-0.0155296137371126,0.217101365724882,0,0,0.190149349188802,0.374950971498779,-0.250468845589574,0.39063215853792,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.00988761228453333,0,0,0.00545653973408203,0,0,0,0,0
CVIX.INDEX,0,0,0.0314007282804052,0,-0.0556095455253428,-0.0247567545252565,-0.0303287483506941,0,-0.0146952151716653,0.105810151378961,0,0,-0.0304094599003573,0.0480564042380105,0.0137160336362214,0,0,0,0,0.0784142337762918
DXY.INDEX,-0.00637013608751197,0.0109289000126536,0.0000000000000000000271050543121376,0,0,0,0.00386467234881088,-0.0148193234722399,0.0167339043491803,0.00737937964960123,0,0,0,-0.00938533530487384,0.00249244233250104,0,0,0,0,-0.00208131997996862
SPX.INDEX,0,0,-0.00160778602468134,0,0.00439084140154729,0.0089303516080731,0.00000000000000000010842021724855,0.00125455871851428,0,0.00401212424531919,0.0021575127000696,0.00302668297672384,-0.0226547946938949,0,0.00129210891655257,0,0,0,0,-0.0416868030706609
VIX.INDEX,0,0,-0.234774663180595,0.18744111111529,0.0610044156183169,0,0,0.0998760530216102,0,0,0.0320982636693273,0,0,0.0590260217579534,0.0346737925612955,0,0,0,0,0
