,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.117010254713451,0.472911445355079,0.0847486242292067,0,0,0.0293200084329825,0.0235601187832028,0.0296006952840859,0.00809106184349866,0,0,0,0,0
XRP,-0.0364438779859259,0,0,0,0.175862918388978,0,0.868268521451571,-0.196527569099945,0.0226297450118402,0,-0.297795137708833,0,0,0,0
LTC,0.781764484035111,0.00192125380331257,0,0.0526932234473758,0,0.170264881192305,0,-0.163751157964435,0,0,0,0,0,0,-0.0146612210253429
ETH,0,0,0,0,0.600100648804484,0,0,0,0.0822454633192474,0.307758887754761,0,0,0,0,0.142169564624956
DASH,0,0.0947871309642316,0.39849904815715,0.052428661935878,0,0.339796668387423,-0.275604749010644,-0.0936081458483739,0,-0.0128011033641246,0,0,0,0,0.0162714104243568
DOGE,0.294078013100399,0,0.180373195901545,0,0.157164341462184,0,0,0,0.0657514910543073,0.0148258337991007,0,0,0,0,0
XLM,-0.376231609261225,0,0.875306629438489,-0.215058782834939,0.172038044116151,-0.584863605695983,0,-0.244259730394787,0.084776217600036,0.149439853365152,-0.567054437857794,-0.423469271954321,-0.844536887859439,0,-0.0603282157646062
XMR,0.152941273435845,0.192335898798113,0,0,0.0137477811114713,0.460239692742863,0.177150443129914,0,-0.0574660225843038,-0.0404241905707235,0,0,0,0,-0.0813122917465974
XEM,-0.52960865662462,0.393978936128118,1.19708609210666,-0.0974627164657707,0,0,0.0449207596013682,0.168202271143428,0,0.374343441999363,1.5171897697944,-1.86197626511348,0,0,0.412539071000873
DGB,0,0,-0.406738772839127,0.283088433409978,-0.938623265332257,1.13547575697928,0.48527737624136,0.247567139755818,0.304385439587723,0,0,1.300102280282,0,0,0.214421576994703
BV010082.INDEX,0,-0.0444920875264367,0.0567695125892149,0.00170596932293996,0,0,0.0745273634915478,0.0260969427826458,0.0247707594788706,-0.0108744462322509,0,-0.103329066144335,0,0,-0.0575010787088579
CVIX.INDEX,0,-0.121468412027117,0.20281371076567,0.0327876079859652,0.0703870436634454,-0.264003130564183,-0.119156489360703,-0.117481663412323,-0.0283029229977219,0.0430155203728595,0,0,0,0,0.0293308041718129
DXY.INDEX,0,0,-0.00482552069009805,0.0154563485315984,0,0,-0.0574909046238714,0.0144879410298996,0.00719984914587474,0,0,0.163555724812233,0,0,-0.0385703862329938
SPX.INDEX,-0.012309521999301,0.00902167372271322,0,0.0177077448224401,-0.0170135289128448,0,-0.0131214271584107,0,0.0167607518563939,0,0,0,0,0,-0.0886510613917208
VIX.INDEX,0,0,0,0.164538197533271,0.046857508517272,-0.0346043139153986,0,-0.210296351821587,-0.0275827081138715,0.040430056264965,0,0,0,-5.88148846770967,0
