,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0299253193583734,-0.020942087067538,0.0588399562149349,0.195481394810611,0,0,0,0.0175431975407151,0.0424770163021909,0.0329652011412503,0,0,0.017554613977439,0,0,0,0,0,0
ETH,0,0,0,0,0.27125016016208,0,0,0.4854020608994,0,0.0928048840755171,0.0160729369146742,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.271697109096111,0,0,0.289251563018643,0,0,0,0.311440821082951,0,0,0,0,-0.0116569945648206
BCH,0,0.281742876220936,0.066022114816016,0,0,0,0,0.184508557022427,0,0.264240788049075,0.00233225269238687,0,0,0,0,0,0,0,0,0
EOS,0,0.52648145587227,0,0,0,0,0,0.209885361885686,0,0,0.0375310631681667,0.0496523373199666,0,0.166990869804221,0,0,0,0,0,0
XLM,0,0,0.194722828217052,0,0,0,0,0.0754093887968919,0,0.310242050475727,0,0,0,0,0,0,0,0,0,-0.0442737944117511
LTC,0,0.189348447465277,0,0.0856235625967896,0.164136632984963,0,0,0.0641045640077528,0,0.0921436009941776,0.100488076059503,0,0,0,0,0,0,0,0,0
ADA,0,0.126242529349897,0.0850442258267238,0.101459752458169,0,0.179587983074198,0,0,0.0993951249101395,0.105680955159541,0,0,0.179913292714439,0.157553363809704,0,0,0,0,0,0
XMR,0,0.422149950494222,0,0.137683785798383,0.0510752493830212,0,0,0,0,0,0.0845687471525736,0.1166483161295,0,0,0,0,0,0,0,0
TRX,0,0.233915677978558,0,0,0,0,0,0.112029335399642,0,0,0.286950004786228,0.11806993376525,0,0,0,0,0,0,0,-0.0746743408344501
MIOTA,0,0,0.0642055322861071,0,0.0247684451854137,0.0743658528504148,0,0,-0.00745786990009267,0.26485850471296,0,0,0.279072104773415,0.335084667417836,0.0458670079048485,0,0,0,0,-0.0355096363075028
DASH,0,0.177841426763996,0,0,0.192671243381456,0,0,0.0822790180654213,0,0,0.133234490359508,0,0,0.332222374089384,0,0,0,0,0,0.0233439001562993
BNB,0,0,0.00629503242818141,0,0,0,0.144986360474134,0.13210187918179,0,0.0204232007463746,0.0908217730569545,0.125196477880873,0,0.131306004446904,0.00372780290853755,0,0,0,0,0
NEO,0,0,0,0.133506022793468,0,0.0388023934988401,0,0.142364016836735,0.361990218472964,0.00000000000000000346944695195361,0.237325579456574,0.0929276279447121,0,0,0,0,0,0,0,0
ETC,0,0.185967397937257,-0.0813936797404006,0.0934545884267734,0.123574902592028,0,0.207700476268878,0.377868065937866,0,-0.0263959027363338,0.0249296097871385,-0.118701915237555,0,0,0,0,0.153273236595306,0,0,-0.0388169083801232
BV010082.INDEX,0,0,0,0,0,0,-0.0260552628980409,0,-0.0495267963638015,0,0.0388518134562548,0,0,0,0,0,0,0,0,-0.0233379564553095
CVIX.INDEX,-0.122147310784539,-0.173004338829171,0.0549456949413488,0,-0.0499929581650319,0,-0.264254122865858,0,-0.0411821648794186,0.108380356702958,0.0504290784400595,-0.0148987018312335,0.306321349610965,0,0.321134147930673,0,0,0,0,0.0817384965005114
DXY.INDEX,0.0299514051202148,0,-0.0142394788540708,0,0.00355666378673568,0,0,0,0,-0.033978755822053,0,0,0.009075299104202,0.0237520664266126,0,0,0.0611843436541208,0,0,-0.0000738649924385856
SPX.INDEX,0,0,-0.00583870332403506,0,0,-0.0251259482205207,0,0,0,0,0.0160125440950471,0,0.0264865973526834,-0.0247925082903949,0,0,0,0,0,-0.0931875552295683
VIX.INDEX,0,0,-0.191651517303398,0,0.0409838498524809,-0.196870040527024,0,0.130669044027492,0.0225456857694226,-0.0280737914268951,0.187959756450695,0,0,-0.257583620882253,0,0,0.580380654227863,0,-6.16438257085875,0
