,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0732926805832096,-0.0470484564682513,0.0485036469790356,0.0409259123697231,0,0,0.0967586035069263,0,0,0,0.0258067775330735,0.0400030350835034,0,0,0,0,-0.0656613180326111
ETH,-0.269925881326245,0,0.00323545212500038,-0.136622368714539,0,0.0277946801550414,0.0378988073686594,0.204998682527217,0,-0.00629811987106189,-0.0785006533919771,-0.00692798059081585,0,0,0,0,0,-0.0630218202017767
XRP,-0.834959724234267,-0.06166532663575,0,-0.00619979436114896,0,0,-0.575810847024307,0.365902996119224,0.499764654667321,0,0.192583715937131,-0.173115982090856,0,0,0,0,0,0
XEM,0,0,-0.0703602007392901,0,0,0,0,0,0.12398148327778,-0.0301497979660016,0.144327240146407,-0.0185637155271419,0.145441241882302,0,0,0,0,0
LTC,0.430174790917825,0,0,0,0,0,0.0785506041876531,0.268513317465061,0.0938382891802916,0.0704655950647752,0,0.000000000000000000867361737988404,0,0,0,0,0,0
ETC,-0.0865351942434218,0.169167552575432,-0.0235666607268048,0.056594611940332,0.154184299756344,0,0.168021698564106,0,-0.0103124988726572,0,0.0896828923655959,-0.0227447581758331,0,0,0,0,0,0.0873029512424476
DASH,0,0.128040382605519,-0.101427728003042,0,0,0,0,0.0461151345147887,0,-0.0308740504320891,0.395743279149174,0.027895850003448,0.0288110407647791,0,0,0,0,0
XMR,0,0.0863302361815926,-0.036202693920508,0.028511629212523,0,0,0.108652824790225,0,0.0970975528271558,-0.0326446783704769,0,-0.0110612979571515,0.079609120966009,0,0,0,0,0
XLM,-0.0624735407269147,-0.21125139313394,0.31324864024093,-0.172961572884789,0,0.58585111062593,0,0.213626777055709,0,0.277081082671058,-0.1278522682365,0.122718553048128,0,0,1.28221013616148,0,0,-0.0363246444245628
DOGE,0,0.124996962891523,-0.0209981386537435,0,0.262079839895012,0,0,0,0.267157836807963,0,0.363229856999127,0.0140496601049955,0.0392767343866657,0,0,0,0,0.448296162068843
ZEC,0,0,0,0,-0.158834884063492,0.0445822394726065,0.266033113907238,0,-0.0323298316836743,0.1903535342885,0,0.0243231189290105,0.0190218135938378,0,0,0,0,0
DGB,-0.602738177439149,-0.135867344737049,0,-0.0842504523306624,-0.331535182213075,-0.257551048622195,0.077602026443215,0,0.00986361147192806,0.293793753292378,-0.254735205859876,0,0.539391317137738,0,0,0,0,0
NEO,-0.453046782758949,0,-0.0490799004772859,-0.116716634799659,0.0653345612639658,-0.23501607475464,-0.429842011594732,0.43606267672455,-0.0166176602859839,0.119241624881427,0.426566290336637,0.0494889239534533,0,-0.22084426077053,0,0,0,0.116826162431784
BV010082.INDEX,0,0,-0.00812370928112395,0,-0.0292318084670947,0,-0.0183602653696922,0,0.0224173451593274,0,0,0.0101316179955705,0,0,0,0,0,-0.0485124579411806
CVIX.INDEX,0,-0.036112318658874,0.0155114731840689,0,0,0,0,0,0,0,0,0.0253699638747447,0,0,0,0,0,0.0467357971627787
DXY.INDEX,0,0.00394192756515235,0,-0.0165497658011834,0,0.0190964114614413,-0.00438232604929591,0,0.00539333600113504,-0.00186934091654125,0,-0.00210872092449906,-0.0115683078773584,0,-0.00761870180672187,0,0,0.00883664764590092
SPX.INDEX,0,0.00534333412710237,0,-0.00254857815220882,0,0,0,0,0.00425123750846058,0,-0.00634573213094395,0.00227298821382802,0,0,0,0,0,-0.0378649230863042
VIX.INDEX,-0.345049726445547,-0.19016735870996,0.0421684840759737,0,-0.0847187829921364,0.167840563777072,0.157611819994213,-0.152553364928136,0.0447522828918234,0.049528852160381,0,-0.227109116971235,0.182569502832728,0,0,0,0,0
