,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.209472525923718,0.0152273452542868,0.104477913796822,0,0.081297069557526,0.118147941027565,0.0122125791215913,0.0213061774899034,0,0,0,0,0
XRP,0.412977614913008,0,0.107667723653786,-0.0308793574506443,-0.257603489293128,0.0585346752719027,0.0404374975401963,-0.131148589937032,0.0496081911743452,0.00000000000000000346944695195361,0.0633319784445276,0,0,0,0.00669838553073672
LTC,0.194211596833615,0.164285816944167,0,0,0.118123055931673,0.476842035331186,0,0,0,0.252746844024384,0,0,0,0,0
ETH,0,0,0,0,0,0,0,-0.00000000000000000346944695195361,0,0.511296821035843,0,0,0,0,0.0532145233940756
DASH,0.132949043056821,0,0.097612962376398,0,0,0.353905945525335,0.167315934241536,0.105813699024706,-0.0310878993015999,0.016821572981098,0,0.292625889144475,0,0,-0.0464386456112008
DOGE,-0.00000000000000000693889390390723,0,0.414380169324391,0,0,0,0.148872567582249,0.106501736884587,0,-0.0552070410872758,0,0,0,0,-0.0628754384310424
XLM,0.714225497837021,0,0,-0.0613841491751117,0,0,0,0.0387340586912683,-0.103946952493813,-0.148454400898389,0,0,0,0,-0.121065910656801
XMR,1.37577555623255,0,0,-0.0258107234350984,0.0000000000000000138777878078145,0,0.294462135002205,0,-0.0536065554801686,-0.0836906058822679,0,0,0,0,0.0662326127678782
XEM,1.72100190207279,-0.28774338026907,0,-0.0550908498423979,-0.952530474400768,0,-0.46368807057756,0.0795511005329889,0,0.0358783088713173,0,-0.464481679264716,0,0,-0.137456121456132
DGB,0.0682854755768537,-0.18116647536852,0.313471807868537,0,0,0,0.31225137611586,0.288987292615393,0,0,0,0,0,0,-0.227749211464312
BV010082.INDEX,0,0,0.0234258339761839,-0.027270473151373,0,0,0,-0.0459946724004671,0,0,0,0,0,0,-0.0110616091554862
CVIX.INDEX,-0.113867185855422,-0.0380327408406317,0,0.00818354370987317,0.260936911644512,-0.0376197370816991,0,0,0.0107954571083642,-0.0649054026503371,0,0,0,-0.992353035247469,0.0222811635056436
DXY.INDEX,0,-0.0305769961971188,0,0,-0.0439416475950239,-0.0249888823925565,0.0307543483332438,0,0.0192948650815623,0,0.00507851363623277,0,0,0,-0.023657407377985
SPX.INDEX,0,-0.0317921467440547,0,0.000482779147863588,0,-0.00217083690622081,-0.0852359655037073,0.0148234403872295,0,0,0,-0.13440922025101,0,0,-0.0896339697311586
VIX.INDEX,0,-0.190744543038671,0.817233443298423,-0.0242246366451656,-0.969577221138696,0,-0.233369487707748,0.192253519919518,-0.168205365289807,-0.162529629776888,0,0,0,-2.70944079996937,0
