,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0205032062573057,0.256476008993675,-0.0250828829664025,0.0395729165426845,0.136167383582601,0,-0.0949537329681515,0,0.0130799579998107,-0.186017816619533,0,0,0,-0.0680211024193701
ETH,0,0,0,0,1.43155167563281,0.285517726591819,-0.432867161987815,-0.605006768355482,-0.23094954887452,0.269830135583276,0,0.102945925303073,0,0,0.688805596195804
LTC,0.615943385371284,-0.00236571392580976,0,0,-0.190318926268879,-0.173464366402826,0,0,0,-0.0304231433108548,0,0,0,0,0
XRP,0.274365371619769,0.0412705820479973,-0.214494157348796,0,-0.349286031573228,0.000000000000000000867361737988404,-0.0341476169815744,-0.0355188197946346,0.235847817173055,-0.128783981057176,0.00616882416531936,0.0823547996808736,0,0,0
DASH,-0.163923815865948,0.0521571369200595,0,-0.0835838853070449,0,0,0,0,0.0946183565165492,0.107882086825815,0,0,0,0,0.122158023484473
DOGE,0.306505039215859,0.0879899503501119,0,-0.00490231311744225,-0.0305101820676295,0,-0.110476945545199,0,0,0,-0.0764746173863303,-0.30369733609397,0,0,0
XEM,0.74894218178904,0.0813416758893044,0,0.475515717956064,0,-0.486132652339151,0,0.26195243248201,0,0.171520730573049,-0.216508789582611,0,-0.148390548850378,0,0.148541708143785
XMR,0.120686968106136,0.371174953384299,0.179627655343951,0.151384020530895,0,0.204448264831872,0.0994906506594178,0,0.469811855398323,0.0613550972556468,-0.450529886451411,0.287584317935207,0,0,-0.153112592092642
XLM,0,0.0395267681587137,0.132490771291531,0.209694121278145,0,-0.173334621314262,0.0257167775942741,0.111295411483961,0,-0.0259318015574894,0,0.300941783896477,0,0,-0.0700662944601146
DGB,-0.748187743542837,0.22136721546719,0.389358933350061,-0.27248521948625,0.376045271960343,0,0.483287053739418,0.47323709649759,-0.458900121903428,0,-0.601880064996136,0,0,0,0.158010408086251
BV010082.INDEX,-0.115133632205289,0.0389485224556694,0,0.11403301590699,-0.208515761275763,0,0,-0.00659702627273125,0.0440405405761648,-0.00000000000000000346944695195361,0,0.16060687997788,0,0,-0.123105676179374
CVIX.INDEX,0,0.032460712096576,-0.228747212674425,0.0339366764307798,-0.217723050784679,0,-0.0520449475479891,0.0427967051101096,0.279073256385125,0,0.0549467142925606,0,0,0,0.0537270479639304
DXY.INDEX,0,-0.000557423437710487,0.0840482273792006,0.0315596745339364,0.0305652925235658,0,0,0.0263094179462784,-0.0409088925135902,0.0188883842296302,0.134699792644187,0.0392701404944578,0,0,0
SPX.INDEX,0,0.00137672754210677,-0.00956183168765983,0,0,0,0.0282470455663099,-0.0366423002948606,0,0.00647147318776279,0.0067244539787709,0,0,0,-0.0887708836297351
VIX.INDEX,-0.249187830424996,0.0332725531117041,-0.286914084260907,0.193162245788465,0,0.28005288545609,0.168840883762235,-0.0341798471590773,0.103081821770678,-0.10598188966714,-0.134545408330848,0.442381254305389,0,-4.01537845816897,0
