,BTC,XRP,ETH,EOS,BCH,LTC,TRX,XLM,BSV,ADA,BNB,XMR,MIOTA,DASH,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.10183860944365,0,0.0866407323723089,0.0291782876159487,0.0775253396035566,0,0,0,0,0.097734481755135,0.140421692461297,0,0.147678395739668,0,0,0,0,0,-0.0137235397202617
XRP,0,0,0.146920071437953,0.111705580412143,0.0455207391484551,0.112121747596775,0,0,0,0,0,0,0.0264913223940835,0.0574752234390572,0.0790632069409129,0,0,0,0,0
ETH,0,0.0692531825763372,0,0.295512547011893,0.173010755560056,0,0,0,0.0896063755382077,0,0,0,0,0.0690267974740265,0.138435437306219,0,0,0,0,0
EOS,0,0,0,0,0.0366130619708027,0.215551145407849,-0.0677320742718911,0,-0.0755451387876166,0.612725264285203,0.085590442241122,0,0.0352361748387331,0.082162538811096,-0.0000000000000000277555756156289,0,0,0,0,0
BCH,0,-0.36310173489242,0,0.417821530269041,0,0,0,0.0755291058319743,0.238227740076427,0.401576720313539,0.228711097638599,0,0.100359533400055,0.000000000000000000433680868994202,0,0,0,0,0,0
LTC,0,0,0.10845966866368,0.337121804386045,0,0,0,0,0.111562818486115,0,0,0.202010882631364,0,0,0,0,0,0,0,-0.0435537276848855
TRX,0,0,0,0,0.1190978726413,0,0,0,0,0.475431752436507,0.144384430346967,0,0,0,0.000000000000000000216840434497101,0,0,0,0,0.0560304464405005
XLM,0,0,0,0.0372329544440054,0.19089347922541,0,0,0,0.0289283525057047,0,0.147155967267259,0.00748330823465996,0.070540808506218,0,0.210363725533472,0,0,0,0,-0.00408202720568698
BSV,0,0,0,0,0.333588431098581,0.106066549480032,0,0.265710918408008,0,0,0.00984076058057197,0.202843269686333,0.0509690255679617,-0.237190783954312,0,0,0.0147338820447007,0,0,-0.0587027867779753
ADA,0,0,0.264140522934377,0.289361793440018,0.0633238201907756,0.0498474547469136,0.107320138457622,0,0.0861364560850842,0,0,0.0000000000000000000135525271560688,0.076744862346457,0,0,0,0,0,0,-0.0270179403473235
BNB,0,0,0,0,0.0234696042824326,0.249007971031285,0.0965666940722087,0.544223898455325,-0.212289261909188,0.239576663061042,0,0,-0.0769278985032171,0,0,0,-0.292354594108476,0,0,0
XMR,0,0,0,0.00407799888556746,0.106288508270875,0,0,0,0,0.154087897824621,0,0,0.0222931061064938,0.185722251043644,0.312895802863829,0,0,0,0,0
MIOTA,0,0,0.250712447405205,0.340216684244664,0.027929016628184,0,0,0,0.170025981142552,0,0,0.0339009305186791,0,0.0516734737641132,0,0,0,0,0,0
DASH,0,0,-0.00000000000000000010842021724855,0.16274558398514,0.0451698642784825,0.0960033346363648,-0.124100546101875,0.358517037377327,-0.0439265965621844,0,0,0.408124534219372,0,0,0.0911214171440251,0,0,0,0,-0.0645715080805682
NEO,0,0,0,0.330722752247424,0.0302588760083066,0.315264209016912,0.133444385802239,0,0,0,0.0801516072455457,0,0,0.0444505272869767,0,0,0,0,0,0
BV010082.INDEX,0,0.158389048792564,-0.350923673969962,0.0114736439946266,-0.0189282046968406,-0.0597758061258243,0.00000000000000000173472347597681,-0.181446288814529,0.110309251816745,0,0,-0.153367615873575,0.0240964926810636,0.102716395248706,0.382537519572643,0,-0.109052444914139,0,0,-0.0213848128647265
CVIX.INDEX,0,0,0.334418248987248,0,0.0390101425271071,0,-0.216712169301137,0,0.0189137530275958,0,0,0,0.117214743579001,0,-0.417352095034041,0,0,0,0,-0.0646711118691628
DXY.INDEX,0,0,0,0,-0.011692886085804,0,-0.0416439391060056,0,0.0118978448250308,0.0194371356187222,-0.00407241349144374,0.0177328487584181,0,0.00837654780116493,0,0.0833278524679521,0,0,0,0.0169334220378706
SPX.INDEX,0,0.0552513929329703,0,-0.0315635743091013,0.027591113343701,0,-0.00751894675955867,0,-0.00637156229129848,-0.0331479464417108,-0.00915651487485197,0.0237957872009709,0,-0.058688160019776,0,0.0951148795879874,-0.0909143429829394,0,0,-0.126045346356361
VIX.INDEX,0,0,0,0.329234343582884,0,-0.273000878073662,0,0,-0.176205072887536,0,0,0,0.0500951640791922,0,0,-0.208446968093028,0,0,-2.37748954181812,0
