,BTC,ETH,XRP,LTC,ETC,DASH,XMR,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0767816128299651,0,0.395549074739434,-0.0175017383383374,0,0.0208602744783296,0.0897855935200625,0.152753557615073,0,0,0,-0.0409548186227604,0,0,-0.0823533593833105
ETH,0,0,0.0794301212799185,0,-0.235871422470843,0.275450744168624,0.087588436946963,0.0691489479500327,0.0911155757416058,0,0.219137711168341,0,-0.662102293208943,0,0,0
XRP,0,0.0441092409049431,0,0,0.00814107203722538,0,0.0358127725295034,-0.00645288009497694,0,0.0795821421181209,0.061241475921351,-0.316808435035818,0.128080303205808,0,0,-0.11803457582548
LTC,0.60115878118867,0.0131843734425753,0,0,0,0,0.0438369285437138,0,0.0964970488472726,0,0,0,0,0,0,0
ETC,0,-0.643378615483074,0,0,0,0.425849711582859,0,0,-0.967115832761954,0.103828722609594,0,0,0,0,0,-0.416484195574557
DASH,0,0.138296478275066,0,0,0.0397092818192124,0,0,0.0434251251655553,0,0.167487467155644,-0.0607695209596622,0,0,0,0,-0.262363510055204
XMR,0.764186010726433,-0.130771756962769,-0.408470266323826,0.425132733562322,-0.043763392212919,0.217922432004045,0,-0.100627766794,0,0.138059249328313,0.124054849470335,0,0,0,0,0
XEM,1.2405485454349,0.100158335739636,0,0,0.0706749282097136,0.370241879100875,0,0,0,0.614319955107103,0.105581427992818,0,0,0,0,0.217180962552309
DOGE,0.402647991160702,0,0.294345149064304,0.273737424438844,0,0.0296168657870489,0.000321129034984665,-0.0221041787019839,0,0.103837708794555,-0.0692790885096597,0,0,0,0,0
XLM,0.778406370098421,0,0,0.173990564909707,-0.0569766895963543,0,0,0.0158495866259972,-0.116538099503362,0,-0.188021879055253,0.474191221111705,0,0,0,0.185448333488454
DGB,0.200841083086009,0.706733192968918,0,0,0.124369222541229,0,-0.0125448339542623,-0.156254636606486,0,0.508936575562053,0,0,0.853767115829144,0,0,0
BV010082.INDEX,0,-0.0127831438333958,-0.468326951214574,0,0.0128494920734768,0,-0.00814642546784115,0.0592076025480745,-0.0287998723414543,-0.0568014824011036,0.0552806540035278,0,0.172456060027366,0,1.3363853620682,-0.00378976754630388
CVIX.INDEX,-0.413233560523424,-0.12744077515567,0.123903337212033,0.0673804598293294,-0.00000000000000000010842021724855,0,0.0870224059830267,0.0731355144037446,0,0.0235181582600549,0.0761511426662735,0.336171802246396,0,0,0,0.143065756940214
DXY.INDEX,0,-0.00203005528450862,0,0,0.0022070508400822,0.0314401320625342,0,-0.0177332289627125,0.00854621701584018,0.0201441867566683,-0.0257833360854476,0.0578408008240325,0.0249567283668108,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,-0.00802197123494325,0,0.0120941842427109,0,0.0176052767728372,0,0,0,-0.0817228790638339
VIX.INDEX,0,0.232484317237707,-0.436200388836514,0,0,0,0.0534567907654319,-0.120312681749439,-0.450663118756485,0.455855736385624,0,0.0408841478049667,0.835279922541884,0,-0.74969843009707,0
