,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,BNB,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.145338547213297,0,0.04377066071555,0,0,0.0580751894366317,0,0.165271638624384,0,0,0,0,0,0.0687310402198226,0,0,0,0,0
ETH,0,0,0.229712497893255,0.0846500798785958,0,0,0,0.106845319585332,0.146559863702748,0.0716641874964204,0.055304419617708,0.00908566252855941,0,0.0825407350667976,0.0825853686906906,0,0,0,0,0
XRP,0,0.15784939403343,0,0.0684209051398728,0,0.100590874183951,0.0572954115716758,0.113136369217976,0.0869701592709587,0.0820653962209307,0.0529371181995405,0.107116454125787,0,0,0,0,0,0,0,0
BCH,0,0.258121223020699,0,0,0.0510592733606635,0,0,0.12216069970454,0.0650722484137766,0,0.29180401301625,0,0,0.0285747101848698,0.0719047961631517,0,0,0,0,0
EOS,0,-0.00989286628999156,0.00803209534387347,0.214126243066817,0,0,0,0.505145694030958,-0.111330065686642,0.00597955468837134,0.280994748091977,0.752390315011057,-0.833461963504581,0.201997616455958,0.166713179868181,0.165897159587501,0,0,0,0
LTC,0,0,0.281995472804813,0.171669669489714,0,0,0.102529396972876,0,0.00000000000000000693889390390723,0,0.0378353402879518,0,0.148904178462165,0.0482635482084838,0.0463561472603053,0,0,0,0,0
XLM,0,0.0316458306529145,0,0,0.0963242457344172,0,0,0.36121602068857,0.0646406976026187,0.00621145551790874,0.169495852263502,0,0,0,0,0,0,0,0,-0.00734922926920692
ADA,0,0,0,0.0474361887012626,0.08130977744236,0,0.310530974895113,0,0.181079110236343,0.125122696970038,0,0,0,0.0689429212062177,0.0455915889893563,0,0,0,0,0
MIOTA,0,0,0,0,0,0.152534106530333,0.174959349534003,0.314998660233884,0,0.14838267927035,0.109323733245986,0.100035358255695,0,0,0.00948902922187199,0,0,0,0,0
TRX,0,0,0.276660124541434,0.174694785934804,0.311711917844107,0,0,0,0,0,0,0,0,0,0.0627653423933671,0,0,0,0,0
NEO,0,0,0,0,0.00505880744311954,0,0.137891949356617,0.150914605013056,0.209992453581333,0,0,0,0.0887668757579542,0.152947335534123,0.00436734461429114,0,0,0,0,0
XMR,0,0,0.354226155867693,0.0857929904560246,0,0,0.0409287956586461,0.179028206224661,0.0463822672272777,0,0.0185452103156054,0,0,0,0,0,0,0,0,0
DASH,0,0.306419813858836,0,0.0330382299320412,0,0,0,0,0.0522604815078673,0,0.201433917539441,0,0,0,0.000000000000000000867361737988404,0,0,0,0,-0.0142352142926903
BNB,0,0.229681873259645,0,0,0,0,0.0757616913637139,0.262540447308986,0.0798503435019755,-0.0723439619855352,0.0788618171989822,0,0,0,0.0297491213545873,0,0,0,0,0
ETC,0.299432008315309,0,0.313734270169541,0.0108627501990754,0,0.141291881412709,-0.00000000000000000693889390390723,0,0.093754519767225,0.255026804607636,0,0,0,0.0556482086287182,0,0,0,0,0,-0.158467974070667
BV010082.INDEX,0,0.0209722954885671,-0.207480670380248,0,-0.0142835900254826,0.168276133065092,-0.0656738587329956,0,0,0.097319256508184,0,0.111774492338779,0.055445778759782,-0.0452684918587142,-0.110802868119346,0,0,0,0,-0.203087564707071
CVIX.INDEX,0,0.171501456124569,0,0.177344259561855,0.0297089090465532,0.0185506372133598,-0.0441548113708612,-0.0868073695525798,0.0813530767512722,0.0146871138197398,0,-0.0863338903582898,-0.285404344316109,-0.0294804492502659,0.0555590503291367,0.2629956533605,0,0,0,0.142226718511181
DXY.INDEX,0,-0.00260908532258292,0,0.000293498452343405,0.00516385098858306,0,0,0,-0.0126597052215509,0.00997138090167055,0,0,0,-0.00455006337689458,0.0167205024657331,-0.0704542395822134,0.022449946356232,0,0,0.00158836548654319
SPX.INDEX,0,0,0,0,0,0,0.00823697038671599,-0.00537702250732676,-0.0166522359196853,0,0,0.00984291376943448,0,0,0.020252555573158,0,0,0,0,-0.0797789929964714
VIX.INDEX,0,0,0,-0.179150920943245,-0.311783738845571,0.45211683431597,-0.282517504354581,0.143797816103067,0,0,0.570024479281646,0,0,-0.254368816290692,0,-0.981006347637163,0,0,-0.593308458035271,0
