,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0215754901455221,0.00799313567930691,0.0172152876100971,0,0.0814319741896409,0.118487357211627,0.0201319479704381,0,0,0,0.154817147101633,0.0590071746816703,0,0,0,0,0
ETH,0,0,0,0.0812421615080451,0.0961427449205092,0,0.0225253706493886,0,0.124853931636622,0,0,0,0,0.332079891521008,0,0,0,0,0,0
XRP,0,0.368809841878615,0,0,0.0224407957387176,0,0.142736073170968,0.087622627425332,0,0,0.0954125857596264,0.10319461120311,0.0518522953768268,0.0426509538730641,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0.206317122614676,0,0.195047311680702,-0.000000000000000000216840434497101,0,0,0,0.248007537742292,0,0,0,0,0,0
EOS,0,-0.456909145673763,0,0.229264496572236,0,0,0.0771580862243355,0,-0.0298015903846036,0,0.599955434690352,0.0735174888640101,0,-0.130246903115525,0.446387721096477,0,0,0,0,0
LTC,0,0,0.107416020353189,0.0705902800303452,0,0,0.0797963740959897,0,0.0561418752512901,0,0.135238780111262,0.0910372179258433,0.000000000000000000433680868994202,0.111102052190624,0,0,0,0,0,0
ADA,0,0.0214401776664485,0.0701914059398984,0.120695155327141,0.0409589905442609,0,0,0.230982131825102,0.0761467069197635,0.000000000000000000867361737988404,0.166672866394343,0.145380673357943,0,0,0,0,0,0,0,0.171858549101062
XLM,0,0.0299093039034964,0.294121494319457,0,0.026265012384644,0,0.230544949290984,0,0.0361020979440116,0,0.00000000000000000346944695195361,0,0.159707781528645,0,0.163853252256034,0,0,0,0,-0.038977603584353
MIOTA,0,0,0.344148058637767,0,0,0,0.240780260968908,0.214894505644196,0,0,0.149464790673219,0,0,0,0,0,0,0,0,0
TRX,0,0,0,0.306444616914108,-0.0207834207898556,0,0,0.373681793392339,-0.104563235274984,0,0,0.283305980644278,0,0,0,0,0,0,0,0.0372036257015751
NEO,0,0,0,0,0.0192540947938918,0,0.0249891416793163,0.243411142249619,0.228370768831242,0.0315401577990189,0,0.0816334742020608,0.142201787919504,0,0,0,0,0,0,0
XMR,0,0,0.377627530905212,0,0,0,0.124480945654918,0,0,0.0316168797283145,0,0,0.212554909759567,0,0,0,0,0,0,0
DASH,0,0,0,0.0290035108332592,0,0.10668359088205,0,0.179182252783879,0.134164117778253,0.0272642199189347,0.085689433521207,0.0398421802043719,0,0.171157530882456,0,0,0,0,0,0
XEM,0,0,0.182919610257763,0.0589075813630138,0,0,0.0180237273252372,0.366464439759052,0,0.126245498443811,0.0519621010006157,0,0,0,0,0,0,0,0,0
BNB,0,0.228821438365965,0.104001870853604,0,0.0725098150902611,0.197862897925161,0,0,0,0,0.00319239266209616,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0.0651658905772324,0,0,0,-0.0329292804492358,0.0806256006654989,0,-0.0472240278169945,0,-0.0118624748618608,0,0.0333248325890822,0,0,0,0,0,0,0,-0.237301078765669
CVIX.INDEX,0.113582998409741,0,0.0216055757523304,0.0291495556507349,0,0.0810160505468551,-0.0905378124181309,-0.0213539329998096,0.127122530391998,0.0113752468964205,0.123965086757499,0,-0.436629130439806,0,0,0.324253991696358,0,0,0,0.0538531589402063
DXY.INDEX,0,-0.0105415747490965,0.0358269830221819,0,-0.00290251162992795,0,0.00578377313351558,-0.0242226369302521,-0.0083565069116283,0.00832473817747838,0,0,0,0.00362348516592314,0,-0.054612158301823,0.0720249400870139,0,0,-0.00424213020253096
SPX.INDEX,-0.00835211258722005,0,0.0169167116972499,0,-0.000795436493080901,0,-0.0211331392837445,0,0,0.00886731920533088,0,0,0,0,-0.000000000000000000433680868994202,0,0,0,0,-0.106072152358681
VIX.INDEX,0,0.149624631972221,0,-0.096179929176388,-0.25303350620272,0.386794783411819,0,-0.0630506972698222,0,0.101532608589783,0,0,0,0,0,-1.21408475891317,0,0,0,0
