,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0380140970198555,0.281033714555366,-0.0101953317238181,0,0,0,-0.0138290969649872,0,0,-0.179400312473798,0,0,0,-0.0519052408597923
ETH,0,0,-0.0490637623525057,0.0594668454647498,0.47420084804154,0.167572956787125,0,0.423591342225897,0,0.0158240042855607,1.36909973450577,0,0,0,0.225352389183034
LTC,0.600114232137064,-0.0287930739539619,0,-0.0134454815073758,-0.179162367698944,-0.146445723350254,0,0,0,-0.0340084821999128,0.0100626993121828,0,0,0,0
XRP,0.0931672715874659,0.0763174913919534,-0.16923042001621,0,0,0.170512659670908,-0.0588767130328699,-0.0940752550365394,0.0482204143856745,-0.18451357760124,0,0.212719991689543,0,0,-0.0741948631191613
DASH,-0.236255036456257,0.0281497785445798,0,-0.20858825220723,0,0,0.0956133108158878,0.130939026125372,0,0.118854773193536,-0.145720895680203,-0.265102803523257,0,0,0.19307360584629
DOGE,0.256659624066,0,-0.00980606654838316,0.05743148568689,0,0,-0.108366345625244,0.0817190148301167,0,0,-0.00000000000000000010842021724855,-0.308167310163314,0,0,0.0346710033566387
XEM,0.538371667309289,0.136354474442213,0,0,0.569600681366365,0,0,0.117486094678336,0,0.143962528361034,0,0,0,0,0.254566147150397
XMR,0,0.331243556297465,0,0,0,0.324872562058985,0.135221850547519,0,0.568074324174006,0.0191014875148082,0,0.412004040652848,0,0,-0.0702551782052676
XLM,0,-0.0376160041216325,0,0.166523314491107,0.0716459155407916,-0.116615915417839,0,0.154108727684458,0,-0.0598483556259904,-0.0320146651500733,0.33359527205869,0,0,-0.0970006189455568
DGB,-0.74724885573575,0.102719578012075,0.224801213464397,-0.200244345966852,0.337558088542619,-0.366668068609444,0.388583781074527,0.583172942012507,-0.44683208418071,0,-0.313722290270806,-0.17911976002061,0,0,0.222570037514486
BV010082.INDEX,-0.132682774549234,0.0792996127273301,0,0.135861543962522,-0.186307278901258,0.00894482471797691,0,0,0,-0.0636932359197671,0,0.122599579485305,0,0,-0.135263164157823
CVIX.INDEX,0,0.0611862038758956,-0.221732066172522,0.0728254907126941,-0.227321814722016,-0.0200403464450444,-0.0552831987620357,0,0.264212913088627,0.022184696432831,0.0115923170671255,0,0,0,0.0380382077932952
DXY.INDEX,-0.014894093846478,-0.00773957408523091,0.0911409635264578,0.0391801310540726,0.0301564243366938,0,0.0505915031986391,0,-0.0322402514803121,0.0190468085932815,0.151588185734193,0.0873414079466635,0,0,-0.0257009786060751
SPX.INDEX,0,0.000997299633692612,-0.00979930552937004,0,0,0,0.0283196259924757,-0.0362905689077869,0,0.00665239293017485,0.00721023465137974,0,0,0,-0.0886017708383801
VIX.INDEX,0,0.127786970429743,-0.27440881795465,0.0573935056496097,0,0.128814697544777,0.116743904982148,-0.207085609886898,0,-0.138559112841548,-0.250746933977125,0.46753274444369,0,-3.6562487871089,0
