,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.428803796128679,0.00189888308491228,0.106472744640758,0.288242929301382,0.0726911996856187,0,0.030392100301805,0,0,0,0,0
XRP,0,0,0,0.222566139624656,0.239204672491104,0.404406045548806,-0.235850269910841,-0.101027041375261,0,0,0,0,0,0
LTC,0.690179134024592,0,0,0,0.0183892588433235,0,0.0185203912752638,0.053056619237199,0,0,0,0,0,0
DASH,0.730344388999831,0.211483795538015,-0.872147048202594,0,0.0000000000000000138777878078145,0.912047214449042,-0.157432678466166,0.104076510379426,-0.0325986147776581,0.375316629329161,0.270988473913722,0,0,0.051471394878277
XLM,0.51646479503946,0.523169293819136,0,0.195156817525033,0,0,-0.0778243180796039,-0.211128556226284,-0.0647826301082457,0,0,0,0,0
DOGE,0.505424369420984,0.0215379001156094,0,0.046134226418236,0,0,0,0,-0.000000000000000000867361737988404,0,0,0,0,0
XMR,1.17067132079444,0,0,0,0.00428578713498349,0.243456295490235,0,-0.144137629105032,-0.108173070925134,0,-0.01408823350988,0,0,-0.58521598610149
XEM,0,-0.537240992518397,0,0.512809380276079,-0.394824496065996,1.17467658605185,0,0,0.340177961658545,0,-0.408802693437778,0,0,0.175387377729149
DGB,0,0,0,-0.16577156206333,0,0,0.404979191930282,0,0,0,0,0,0,0
BV010082.INDEX,0,-0.0174636877144108,-0.104051400077924,0,-0.0448897089239818,-0.0637873421087079,-0.000911415880263238,0.0110199169363202,0.00861849876595024,0,0.059265748545841,0.865458775916802,0,0
CVIX.INDEX,0.273888319952207,0,0,0.00126166324067968,-0.214166664445908,-0.53829070873037,-0.000000000000000000433680868994202,0,0.0080614818408521,0,0,0,0,0.0691287489506869
DXY.INDEX,0.0788992860882132,-0.00720944239103032,0,-0.00947996239557209,0.0114025559601147,0,0.0120943325824682,0,-0.0149639723667505,0.149982654067601,0.119639857531777,0,0,0.0375617458104671
SPX.INDEX,0,0.00244153318943522,0,-0.0123693859605521,0.0191029159220788,-0.0297873315532843,0.00346254872054881,0.00215864159882786,0.0119003993423903,0,-0.0207974689156398,0,0,-0.108718052743092
VIX.INDEX,0,0.192829104707424,0.134909197003302,0,0,0,-0.136201114225191,0.00222048301618099,-0.0952594779952952,0.476621845407927,0,0,-4.29314812498202,0
