,BTC,ETH,XRP,BCH,EOS,LTC,BNB,XLM,ADA,TRX,XMR,DASH,BSV,XTZ,MIOTA,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.207266318483529,0,0.0866090264535203,0.0584774781626765,0.0363672911039455,0,0.042039839523596,0,0,0,0,0.0449661174137041,0.00373635046220399,0.0454173416112442,0,0,0,0,0
ETH,0,0,0.195639789570861,0,0.203107312046821,0,0.0941995790845141,0.0377253766471197,0.0204483102543074,0.0839781926866033,0.0322155662306393,0,0.0593952562508758,0.00440038940556403,0,0,0,0,0,0
XRP,0,0.201071296409733,0,0.00356329108192841,0.0972331768191163,0,0.0386698363479845,0.104991041726718,0.022037786469921,0.0872793351825918,0.0844084202912288,0,0.0000000000000000000271050543121376,0.0504142724152454,0,0,0,0,0,0
BCH,0,0.092531470796691,0,0,0.125965915889847,0.236697193089079,-0.00626272887484003,0.132081312403403,0.291787092273283,0,0,0,0,0.00307509482984421,0,0,0,0,0,0
EOS,0,0.214621560727418,0,0.236092385715103,0,0.123387089786833,0,0.0576444016464595,0,0,0.343168940958482,0,-0.0727981249958565,0.0707122724500146,0.217748356295914,0,0,0,0,0
LTC,0,0.0633883379720304,0,0.161551600451677,0.247826823608085,0,0.11682154038058,0,0.10252699412606,0,0,0,0.216700526048438,0.0565664008056218,0,0,0.0444546078903417,0,0,0.0335824749403652
BNB,0,0,0,0,0,0,0,0,0.0126558406860043,0,0.298641108628845,0.300487376035721,-0.102286320372159,0,0.085067871758226,0,0,0,0,-0.129653315438686
XLM,0,0.103839383125306,0.227879257348304,0.0719773766195957,0.0942845934794614,0,0,0,0,0.0129288581371494,0,0.227744074191875,0,0,0.0588618091189808,0,0,0,0,0
ADA,0,0,0.0460309367463693,0.298506088537549,0,0.136299514918348,0,0.0691245950919697,0,0,0,0,0.0627608950773992,0,0.188666590662633,0,0,0,0,0
TRX,0,0.0533509660331338,0,0,0.158555119834299,0.000000000000000000433680868994202,0,0.183873200158324,0,0,0.254025959881258,0.152013200002002,0.0899930969238364,0.0820972338338681,0,0,0,0,0,0.0734984442548686
XMR,0,0.214529342512351,0,-0.0784062624291649,0,0,0.0846489311235436,0.188531556329351,0.0150778046987322,0.173696623037289,0,0.250909438722034,0.000000000000000000867361737988404,0,0.0751273251250925,0,0,0,0,0
DASH,0,0.231490605036874,0,0,0,0.10589153227501,0.0732520684626378,0.128056754996602,0,0,0,0,0,0,0,0,0,0,0,0
BSV,0,0,0,0,0,0.470382226530193,0,0.103504465910841,0.197017468873147,0.120730751809957,0,0,0,0,0,0,0,0,0,-0.0133720849048505
XTZ,0,0,0.569593951777645,-0.184531662475529,0.0841558459313053,0,-0.0204977951404582,0.958635165934446,0.248618439679676,0,-0.408038617576388,0,-0.139456351260481,0,0,0,-0.602970145767875,0,0,0
MIOTA,0,0.307623717976311,0.129437414052195,0,0,0,0.0455578007358644,0.0083438063610384,0.0888772510833493,0,0.16309269813782,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0.0277001945740144,0.00000000000000000346944695195361,-0.0373283669515855,0.200301992263375,0,0,0,0,-0.208532605631369,0,0,0,0,-0.164644436483783
CVIX.INDEX,0,0,0,0,0,0,0,0.301039011094178,0,0,0,0,-0.0590049001376578,-0.228816776003145,0,-0.242388331134146,0,0,0,0
DXY.INDEX,-0.0131522271448749,0.0211397402748098,0,0.00656068559768177,-0.011752684531114,0,-0.00472629112883012,0,0.00461592340340398,0,0.0179196607960399,0.0203626132739883,0.0111966626510266,0.0019698621467814,-0.0724323240507845,0,0.0071608175139373,0,0,0
SPX.INDEX,0,0.0174183930315608,0,0.0260269155210368,0,0,0,0,-0.0278249523381189,0,0.0360185883357258,-0.00848569019449442,0,0.00614798604410867,-0.0084845390414357,0,0.00433108081294386,0,0,-0.0805552208646018
VIX.INDEX,0,0,0,0,-0.446580926744564,0,0.0186175023135903,0,0.104092559813273,0.405606416313469,0,-0.431582332453913,0.349596105318139,0.0123368439599799,0,-1.00318169345247,0,0,-1.85106182311843,0
