,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00425736233406699,0,0.224589509925832,0,0.0401899741729492,-0.0252713267294513,0,0,0,0.00716532359596229,0.00787069570479531,0,0,0,0,0,-0.0000000000000000000542101086242752
ETH,0,0,0,-0.278828108974077,0.0139532610572761,0.110194417527377,0.263879598804505,0,0.214924480669751,0.111440962141165,0.0304068751303633,0,-0.00609379740333502,0.457744282342626,0,0,0,0.0710915032851846
XRP,0,-0.449957943965027,0,0,0,0.0501472288243463,0.196906725874086,0.124733352950791,0.292339475434713,0.370845429467658,-0.114471639758616,0,0,0,0,0,0,0.0562452708400829
LTC,0.389490903764871,-0.0679710479049405,-0.00695976817466914,0,0.104732946402881,0.0191175235133545,0,-0.00000000000000000010842021724855,0.214415861373983,0,0.0101199241380158,0.00327154665024256,0.0588030854253121,0,0,0,0,0.0431195886539284
ETC,0,0,0.117022707232223,0,0,0.0306907947007328,0,0,0,0,-0.0473747268753416,0,0,0,0,0,0,-0.0401259526614084
XMR,0.887554478817522,0.687230647083705,-0.0477863716254071,0.616881093754445,-0.0506407190085917,0,0,0,-0.514669094408688,0.0556618719979177,-0.222003328535233,0,0,-0.400900878755107,0,0,0,-0.163366463640557
DASH,0,0,0,0,0,0.105674450076424,0,0,0,0,-0.0627801879856226,0,0,0,0,0,0,0
XEM,0,0.217486863624071,0.28476968465456,0.190087910205211,0.0544872308035219,0.176254282133216,-0.406182551976644,0,0,0,-0.00000000000000000693889390390723,0,-0.128862160808675,0,-1.04828447454693,0,0,0.00898169272767767
DOGE,0,0.0651830005850399,0.0514697217649652,0,-0.00923162472130046,-0.12478953041728,0,0,0,0.0283288646914796,0.0267359354693722,-0.0129422674742152,0,-0.302440227949393,0,0,0,0.0213015386503867
XLM,0,0,0.544934133365283,0,0.138029731384936,0,0,-0.151920063034179,0,0,0.0306864545164791,0,0.121456249238592,0,0.514143478722782,0,0,0.0261133636112103
NEO,0,1.1830267024003,0,0,0,-0.891502506792117,-0.930296615116649,0.37937537418696,0.76122818669656,0,0,0,0,0,1.00512331997335,0,0,-0.298440665408142
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,-0.627962944206248,0.187676056469913,0,-0.214334040179373,0,0.0783552795485513,0.174279226461452,0.196233508246156,0.00000000000000000173472347597681,-0.0404261753272896,-0.118729463608229,0,0.806959439409255,0.773904099297428,0,0,0.0234933662203568
BV010082.INDEX,0,0.110430380273414,-0.0921429247870024,0,0,-0.0923396121425102,-0.0180976719470136,0,-0.40079737272357,0.0655649829956883,0.0186630625499465,-0.00728036860917669,0.0114013350477166,0,0,0,0,0
CVIX.INDEX,-0.417769792332014,0.0102751151700294,0,0.309915354077751,0,0.0170797431955933,0,-0.0865585014263808,0,0.0834790861284812,0.009981047482953,-0.00268361972511732,0.0218954564845399,0.0663817809976852,0,0,0,0.110542870081801
DXY.INDEX,0,0,0.00497084959396633,0,0.0027664233456218,0,0.00833644098442901,0.0000588444542349203,0,0.0037151225208258,-0.00088822235382402,0,0,0.104493720311899,0.0128110767214318,0,0,0.0017712764187499
SPX.INDEX,0,0.027071354514144,0.00400474703736039,0,0,-0.0114170705683746,0,0,0.0320172772217486,-0.0072096521467822,-0.00497784496465152,0,0.00576734609069257,-0.042784167412654,0,0,0,-0.0707686363369532
VIX.INDEX,0,0.229348313241058,0.0834097836851672,0,0,-0.335384661712132,-0.133791300832135,0.0588493460192295,-0.227189784358904,-0.13765193876558,-0.061132529914424,0,0,0,0.776843027124188,0,-5.07952095619791,0
