,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.208752114777827,0,0.397461843761326,0.00742792942880242,0.180429345360851,0.0106694184463409,0,0,0,0,0
XRP,0,0,0.0246293304875139,0.0942635421919461,0,0.267974761346063,-0.205752869886842,0.0601421799609872,0,0,0,0,-0.22108780415972
LTC,0,-0.0330923900582018,0,-0.00000000000000000173472347597681,0.589105883037,0.196964482163084,0.127245375362556,0.069761507380181,0,0.202863061086825,0,0,-0.0732047009094976
DASH,0.496029547952356,-0.0964005111086974,-0.767141995008085,0,0.795674718316784,0.462813411321651,-0.284969119371271,0.0525631513338743,1.16003272771972,0.327443212590161,0,0,-0.216471344576677
DOGE,0.313291844802608,0.0985099775111043,0.0946841745860706,0.0537357542804262,0,0,0,-0.00000000000000000173472347597681,0.0391813458000181,0,0,0,-0.0603769805379329
XLM,0.691416690109217,0.516000247929897,0,0.116547440206805,0,0,-0.122251711227127,-0.0660878532197871,0,0,0,0,0.0136502890518919
XMR,0.180080292061298,-0.129772232403341,0.423636715730333,0.000000000000000000867361737988404,0,0.406371714285402,0,-0.0145384815515098,0,-0.464860941015704,0,0,-0.0968196513320247
DGB,-0.991739716151982,0.0765867990225623,1.17462843046334,-0.444832595360659,1.09462096291095,0.5297705403169,0.219270605824903,0,0,0,-5.75705605676926,0,0.295621550388809
BV010082.INDEX,0.124458673426428,0.0349643655283564,0,-0.0087159875701498,-0.030768098453204,-0.0744541865993898,-0.0488605095963842,-0.0129947371053493,0,0.0518786645471026,0,0.511569422395304,0.0486640576266223
CVIX.INDEX,0.315220262723876,0.108365665269526,0.0531916286127694,0.019032585686354,-0.694859472376595,-0.100004885314061,0.0149529260815744,0.0589427280476146,0,0,0.849279686651213,-0.499082755324344,0
DXY.INDEX,0,0,0,-0.0225020614814408,0.0684010041991927,0,0.0114826061327148,0.00266070337760521,0,0.0716244320808435,0,0,0.0188435951965364
SPX.INDEX,0,0.0282465537871267,0,0.0196134953246987,-0.0137691483528408,-0.0197162033544693,0,0.00769930689968677,0,-0.0417369943966457,0,0,-0.110548834243956
VIX.INDEX,0,-0.0500187047928845,0,0,0,-0.116446096854661,-0.120670712023627,0.015354885629791,0,0,0,-4.63251568472605,0
