,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.207990726619463,0,0.00522831177700024,0,0,0.101448049700737,0,0.07855430115364,0,0,0.0976528400690344,0,0.0240154269808328,0.0570218981799649,0,0,0,0,0
ETH,0,0,0.382593136425702,0.0624588284819097,0.0336351126079367,0,0.110620351480845,0,0.0979092510511514,0.0431964918573092,0,0.0391321107434847,0,0.0296512121677495,0.0885439892655802,0,0,0,0,0
XRP,0,0.0738428410804117,0,0.0428108427799487,0.0287279486834444,0.187426339877235,0,0.092083906757438,0.0685307593486971,0.191731999502154,0,0,0,0.110782749294036,0,0,0.0565467752420392,0,0,0.0380734744455067
BCH,0,0.417094031249909,0,0,0.0905291223934382,0,0.0837733334733842,0,0.0392199418818273,0,0.18015706943649,0,0,0.0221089282508775,0.0570241787239429,0,0,0,0,-0.0572841839794512
EOS,0,0,0,0,0,0,0.464065004416068,0,0,0.23061981668056,0,0.493882546330099,-0.499022484950016,0.234248924020437,0.133118249520407,0,0,0,0,0
LTC,0,0.174187094696801,0,0,0.186560846689845,0,0,0,0,0,0,0.126072166374786,0,0.205634172878994,0.020402473309334,0,0,0,0,0.000000000000000000867361737988404
ADA,0,0,0,0.0597500828633347,0.126966054276261,0,0,0.151032146060116,0.0993887111482361,0.280971169186047,0,0,0,0.151742729175799,0,0,0,0,0,0.00512133342590836
XLM,0,0.0762652289116394,0,0.0621609900626154,0.196391046264255,0,0.29898841314441,0,0.0241538266869121,0.0249518553905913,0.0479198740093793,0,0,0,0,0,0,0,0,0
MIOTA,0.253904675495406,0.0154451806971579,0,-0.0975870525043589,0,0,0.320357562650189,0.363855810802606,0,0,0.344401314338451,0,0,0,0,0,0,0,0,0.0202432505291989
TRX,0,0,0.166124894932267,0.204785868756043,0.333415956387589,0,0,0,0,0,0,0,0,0,0.0666342551114922,0,0,0,0,0
NEO,0,0,0,0,0.0184304687980316,0,0,0,0.101616043608631,0.209458689219895,0,0,0,0.435583043786616,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0.272932814560001,0,0,0.0876059859523622,0.374138751007247,0,0,0,0,0,0,0,0,0
DASH,0,0.111918258111874,0,0,0,0,0,0,0.0850721263769439,0,0,0,0,0.312591277457042,0,0,0,0,0,-0.0442937594923995
XEM,0,0.170021311648045,0.0296435576351471,0.0000129288313462789,0.0356037751135394,0,-0.00000000000000000346944695195361,0,0,0.129404604611719,0.462040249305204,0,0,0,0.162686415768629,0,0,0,0,0
ETC,0.325727026964691,0,0.207242687679973,0.0538413143739375,0.0629589782832453,0.196567649314323,0,0,0.110617086166649,0.137272586058084,0,0,0,0.0807380605950558,0,0,0,0,0,-0.0783688926944272
BV010082.INDEX,0.039075770896631,0,-0.123551394014997,0,-0.177449827143207,0.0921807231145513,0,-0.0679986603647151,0,0.121231455617668,0,0.124599271278792,0,0,0,0,0.0554456037944613,0,0,-0.167150347282533
CVIX.INDEX,0,0,0.306882805855441,0,-0.00134042303998568,0.00662456788244844,0,-0.0284168484152474,0.00892753007229116,0,0,-0.0757583621013343,-0.108953114965954,-0.0370844312811008,0,0.259999661019109,0,0.684395146891862,0,0.109402493931374
DXY.INDEX,0,0,0,0,0.0155379080187235,0.0343071642965128,-0.0327442192198588,0,0.000000000000000000216840434497101,0.0170688339252221,0.0176090414676213,0,0,-0.0598960882173024,0.0150589599527458,-0.0444118977036903,0.0301291810908803,0,0,0.00763842163183634
SPX.INDEX,0,0,-0.00910415595546729,0.0166041414964444,0.00395535904432288,-0.01309017245651,0.0189540239447024,0.00779809548339712,-0.0159908188516559,0.00484511243152236,0,0,0,-0.0265489206816338,0.0116459578596735,0,0,0,0,-0.053919902878967
VIX.INDEX,0,0,0.542442993630433,0,-0.547525431689115,0,0,-0.361708882445142,-0.126734540321624,0.329974250963408,0.045371987965052,-0.346422283141908,0,0.487591952578641,0,-0.668348141058048,0.312774511650467,0,-0.611624934690079,0
