,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0312976279838773,0.546028051627278,0.0146301810277696,0.070619098473884,0.315685832040108,0.0594506627943604,-0.0389575136401062,0,0,0.033091338197573,0,0,0
XRP,0.0406899865497193,0,0,0.139336702209173,0.271830114288363,0.3323219124117,-0.170069633000784,-0.160658848970523,-0.015851571569471,-0.475283745492508,0,0,-2.80357258515301,-0.258205552903263
LTC,0.452949565018787,-0.0515349903480823,0,-0.00605285645529408,0.127118468900998,0.191684101434866,0.0493741574218313,0.0190969951726255,0.0327896254584906,-0.158170764583521,0,0,0,0.135819261364434
DASH,0.44555584963804,0.102332257651075,0,0,0,1.09252333321606,-0.155647210679363,0.085908643394565,0,0,0.276140850738025,0,0,-0.0764175114503322
XLM,0.359884692464332,0.309277352426523,0.438089684763778,0,0,0,0,-0.0855243542659491,-0.190966355528716,0,0,0,0,0
DOGE,0.496863361874142,0.0472727373157046,0,0.0681468616043438,0,0,-0.0224351398045207,0,0.0177170765513755,0,0,0,0,0
XMR,1.29126768776215,0,0,-0.140919749591446,0,0,0,-0.0869700342228754,0,0,-0.110713932950267,0,0,-0.367571567869018
XEM,-0.937560229052333,-0.623878757305619,1.20567717846221,0.530789787084774,-0.263801567523735,1.54214159387698,-0.134178713681924,0,0.453736448134739,0,-0.154008894087635,0,0,-0.323640531448568
DGB,0,0,0.432561740646657,-0.223084508826749,0,0,0.185121675625083,-0.152769710247523,0,0,0,0,0,0
BV010082.INDEX,-0.11166295364989,-0.0128557102274967,-0.0792568357551224,0.025305150199162,0,-0.0375775747328275,0,0.0103672849597475,0.00547306892595212,0,0.0601618999915105,0.830165160465988,0,0
CVIX.INDEX,0.410449060108857,0,0,0.0145517367243996,-0.222202124185054,0,-0.000765833749404659,0,0,0.21062318674028,0,0,0,0
DXY.INDEX,0.10324837489013,-0.00134772437491193,0,-0.00845013548762618,0.00197968946836232,0.0130603802260203,0.00903047675954131,0.00362214812758221,-0.0291266846936638,0.180540162412226,0.104421579547803,0,0,0.0405557998448773
SPX.INDEX,0,0,0,-0.0102570254736353,0.0200725078768674,-0.0209805657742987,0,0,0.0141023473930947,0,-0.0253588306456332,0,0,-0.112165812249276
VIX.INDEX,0,0.361459461518276,0,0,0,0,0,0.0863055830955288,-0.223313131237693,0.778854800072694,0.439305093867031,0,-0.96450510300097,0
