,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.13777311084845,0.014407909170452,0.221540686204986,0.0178686894976153,-0.0650614121707189,0,0.0544086870818461,0.0747480691448592,0.0196065110423867,0.0376936799563313,0,-0.0503960163734477,0,0,-0.0771062957286531
ETH,0.803426815346772,0,0,0,-0.00993111648873805,-0.103654348166287,0.0645872111372926,0.185578929877652,0.121541469635656,0,0,0,0,0,0,0
XRP,0,-0.0518632940036714,0,0,0.0295327575909501,-0.00640468028753299,0,0.0420502064460529,0,0.14112281399428,0.0536033160931517,0,0,0,0,0.0751922811941492
LTC,0.305834918868549,0.0797280962651799,0,0,0.00971765871517786,0,0.016038263884887,0,0.125104646464834,0.0075483847803723,0.000000000000000000433680868994202,0,0,0,0,0
XMR,0,0.807553205409979,-0.202891036862435,0,0,0,0.405383987356475,0,0,0.395121313493407,-0.211949895529345,0,0,0,0,0
ETC,-1.58112482092883,-0.207823797878561,0.0297700198198181,0.982757586092925,-0.0767536281640185,0,0.465888003071786,-0.085208473439254,-0.937863557490866,0.319362445786507,0,0,-0.167008819380299,0,0,-0.226725949211843
DASH,0,0,0,0,0.044402533296939,0,0,0.164265574177569,0,0.0983904961431896,-0.134772438668349,0,0,0,0,-0.202599981403842
XEM,0.145968315452284,0.462169798043151,0.0973523128053961,-0.351680857132057,0.0636531780441713,0,0.343145024771337,0,0,0.022566713244152,0.151592266024361,-0.0613851143729561,0,0,0,-0.220495964933316
DOGE,0,0.184068199410326,0.186148547344627,0,0,0,0,0,0,0,0.00201168406716923,0,0,0,0,0
XLM,0,0.0276780782111021,0.521997804183515,0,0.0271110642588211,-0.0422256538334974,0.0855557006354527,-0.100688532802429,0,0,0.132651000633382,0.39789181313357,0.115187981496741,0,0,0
DGB,0,0.582126364084814,0.269660767951876,0,-0.0162681761492413,-0.123602466936008,0,0,0,0.0673398506320798,0,0,0,0,0,0
BV010082.INDEX,0,0.0318049523427475,-0.0212694371854625,-0.15186123404723,0.0384793822226722,0,-0.0591135038174144,-0.0755554305745662,-0.143376962069692,-0.0204443711361983,0,0,0.0880105284502535,0.298840929581557,0,0.0424623913237434
CVIX.INDEX,-0.352547842154967,0.117891479674131,-0.00564806961942438,0.156145302732185,-0.0112579624146469,-0.0628281343861385,0.086404418859395,0.053631671566056,0,0.0856796202515611,0.0734175680093413,-0.26608121731092,0,0,0,0.12363395836607
DXY.INDEX,0,0,0.022280127011237,0,0.00231211073359433,0.00151917353765276,0.0358514683701681,-0.0154036609102039,0,0.0112292824199733,-0.0234620441212385,0.141073874750486,0,0,0,0
SPX.INDEX,-0.0332960066126986,0.0151690272365122,0,0,0.00146509768185493,0,0.0132529421438709,0,0.000931942389535935,-0.0194759573750873,0,0,0,0,0,-0.0693820101880986
VIX.INDEX,-0.187573267394685,-0.0306765555510146,0.084727850533714,0,0.0577355679868444,0.20067665229815,0,0,0.369776257230292,-0.249202226613611,0.178098472913554,0,1.41434231961269,0,-6.6069823954794,0
