,BTC,ETH,XRP,BCH,LTC,EOS,BNB,BSV,XTZ,XLM,TRX,ADA,LEO,ATOM,XMR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0293958559211324,0.0926361268999018,0,0.0689163397560114,0.0581086275406719,0.0771517875011693,0,0,0,0,0,0.29775908030054,0,0,0,0,0
ETH,0,0,0,0.0552841014864051,0.426457402708003,0.0386999192845575,0.278958899075213,0,0,0,0,0,0,0.0406920049120218,0,0,0,0,0,0
XRP,0,0,0,0.310596047774787,0,0,0.175449303617777,0,0.106364357670843,0.101694920183483,0,0,0,0,0,0,0,0,0,0.117870565726093
BCH,0,0,0.145668045630611,0,0,0,0.140927880943645,0.106250923084811,0,0,0.255241761564464,0,0,0.0888658121677902,0.138360452422599,0,0,0,0,0
LTC,0.15925496722623,0.0649241040755259,0.11675936709325,0.0564281530766081,0,0.418819683184169,0,0,-0.00710844336302115,0,0,0.0669588997141378,0,0.12639157570727,0,0,0,0,0,0
EOS,0,0.0169072061206299,0,0,0.741994561443775,0,0,0.0747242154899948,0,0.0523080497074819,0.11907496214193,0,0,0.000000000000000000433680868994202,0.00521384599984592,0,0,0,0,0
BNB,0.137777562851068,0.0537723807897865,0.0163946950376729,0.113123703997042,0.257758275089866,0.0467201015754366,0,0,0.0875281732499732,0,0,0.0513335154341763,0,0.039187873716813,0.113218724660157,0,0,0,0,-0.00760802469359668
BSV,0,0,0,0.464118004909073,0,0.0329363505922127,0,0,0,0.114336407104692,0.041316462707291,0.289285419321792,0,0.029269464766396,-0.0606709050754529,0,0.482147752875942,0,0,-0.0794946750209948
XTZ,0.175603096516076,0,0.440741105286383,0,-0.322459153150795,0,0.517630303039143,0.049088267949255,0,0,-0.12098105582691,0.238079713146518,0.439527020462519,-0.0588905654802028,-0.165163182791696,0,0,0,0,-0.0132501871870232
XLM,0,0,0.267498111273496,0,0,0.162517318781192,0,0.108812782215109,0,0,0,0,0,0.144546209124946,0,0,0,0,0,0
TRX,-0.302301716163914,0,0.288632037235926,0.428103379188194,0,0,0,0,-0.0405569329193693,0,0,0.412200404420356,0,0.0860527669813245,0.104172731615943,0,-0.282805299102722,0,0,0
ADA,0,0,0,0,0.15873364688437,0.265308465200372,0.0592788030053926,0.0322089988464808,0.000496152630867382,0,0.0309682636673076,0,0,0.122465399072922,0,0,0,0,0,0
LEO,0.311279657965154,0.0448478230242599,0,0,0.0926884684364277,-0.227125909750018,0,0,0.0834805830166029,0.0442437408437756,-0.0562618513369561,0.262847092927028,0,-0.0878638160415451,-0.171822031814232,-0.185898438534919,0,0,0,0.0473005085655432
ATOM,0,0,0,0,0,0.180368226850093,0.0769747382594699,-0.00000000000000000346944695195361,0.0179969136280978,0.367241445830991,0,0.382783272820925,0,0,0,0,0,0,0,0.0196922226568704
XMR,0,0,0,0.254275180411456,0,0.273917560698806,0,-0.00000000000000000693889390390723,0.125465295048027,0.0260684061264094,0.00000000000000000693889390390723,0,-0.151986553889663,0.0489343027692015,0,0,0.00650410706923107,0,0,0
BV010082.INDEX,-0.0552934183553814,0,0.322779467327671,0.104768854416044,0,0,0,-0.074443193966671,0.10893474246231,-0.219275150285004,0.169279366435571,0,-0.0170333655447076,-0.138295917021022,-0.156376402325173,0,0,0,0.463620921181875,-0.0673424786454682
CVIX.INDEX,0.0457752804720871,0,-0.170231999946047,0.131685789032668,0,0,0,0.0427768444131818,0.0239072435739064,0.0778480477807063,-0.183434374771175,-0.238018237541337,0.355863118925787,0,0.283825425317705,0,0,0,0,0.0693528057931498
DXY.INDEX,0,0,-0.0221375786618284,0,0.0470402082005837,-0.0235883686972254,0,0.00445563213823218,-0.00437397937123043,0.0315482010869707,-0.00374043067214371,-0.00610531420096955,-0.0505318248743293,-0.0264778016508287,0.0156964175438752,0.0318691117546139,0,0,0,-0.00601624902135963
SPX.INDEX,0,0,0,0,0,0.00130877226537046,0,0,0,0.015949669786602,0.000115723330755852,0,0,-0.00891926896224768,0.0145568366620909,0.0610126099027966,0,0,0,-0.0400050962749342
VIX.INDEX,-0.141897926072491,0,-0.435780744569745,0.0739549909561921,0,0,0,0,0.0106153396258014,-0.00000000000000000693889390390723,0,0.593374868957653,-0.261501626630485,-0.274014264582508,0.0188478168816864,0,0.799111017242341,0,-4.73747905835067,0
