,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.051487416011639,0.0723703443910463,0.326588607430874,0.0382381801933679,-0.0094190466478708,0,0.0821325189619523,0.076426250019944,0.0443539712539809,0.0561096496857468,0,-0.100913822085913,0,0,-0.119804153503308
ETH,0.321568643059822,0,0.404339103644435,0,0.00150212362422762,-0.050918512105376,0,0.294902888465098,0.421361179621389,-0.143348201381228,0.158325417734505,0,0,0,0,0.129206285352894
XRP,0.203549120206071,0.0308638616789311,0,-0.613082644414292,0.0425124176569845,0,-0.000708065661447383,-0.0307600682409932,-0.00101841931496583,0.129384920232961,0.0464201907357289,-0.081503828045447,0.330881015771363,0,0,-0.0880970606677648
LTC,0.380555734792721,0,0,0,0.0196148490534174,0,0.0506839149701061,0,0,0,-0.00225606890351259,0,0,0,0,0
XMR,0,0.256550432256555,-0.865880235618937,1.20445401991968,0,0.00789700506890157,0.655502387963563,-0.144573855608179,0,0.395717225311477,0.16491703404204,0.111877837378806,0,0,0,0.0644189789656278
ETC,0,-0.436690507755737,0,0,0,0,0,0,-0.892828397115893,0.442120298029307,0,0,0,0,0,0
DASH,0,0.16530518172215,-0.51062384683485,0.11710568007271,0.0522711869769806,0.0400591590674469,0,0,0.0783029067802097,0.200896268704857,-0.119726197038342,-0.209420809768147,0,0,0,-0.316760618127484
XEM,1.44135394581271,0.0779557448373256,0,-0.520084200523445,0.0659189632679437,0.0230254811763879,0.146191480387376,0,0.0565232170655233,0.179764911958478,0,0,0,0,0,0
DOGE,0,0.175515869715281,0,0,0.0337571793288614,0,0,-0.000000000000000000867361737988404,0,0,0,0,0,0,0,0
XLM,0.825870725622051,-0.208896136289584,0.182856444338255,0.119853821761305,-0.0156201781469792,-0.066758645184156,0.0467081435839184,0.0427571749781481,-0.138644092667237,0,-0.0577258454652134,0,0,0,0,0.131275556971125
DGB,0,0.629945010223591,0,0,0.00464445696550504,0.120436429863206,0,0,0,0.414684643173553,0,0,0.710765174422723,0,0,-0.057534423425106
BV010082.INDEX,0,-0.0379506055663224,0.0927447222107609,-0.0686298563980958,0.0174081663458846,0,-0.00556368470258582,-0.0106956691168934,-0.106869825265548,-0.0972688736972685,0,0,0.140502917421902,1.08162462113513,0,0.0367534713564489
CVIX.INDEX,-0.0988624407548088,-0.0968985516827605,0,0,-0.0335709493473307,-0.00706709281032983,0.0607488078007074,-0.00378700531997439,0,0,0.09589938158976,0,0,0,0,0.156224226827545
DXY.INDEX,0,0.00830085430167039,0,0,0.0047011809343007,0.000583656845770804,0.0229687261487979,-0.0110480041157315,0,0,-0.0269965018556076,0.164260895349265,-0.00596147072186642,0,0,0
SPX.INDEX,0,-0.00391644626873133,0,0,0,-0.0000000000000000000135525271560688,0,0,0,0,-0.00261693137058832,0,0,0,0,-0.0527790234106449
VIX.INDEX,-0.958814942737173,0.139226563945338,0,0,0.111357236776932,0.0172445790760726,-0.0100227542474182,-0.175945723844897,-0.240250222384475,0.159188585686127,0.0548191052365762,0,0.871204784264888,0,0,0
