,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.157167231548843,0,0,0.119031884048408,0.0569280988765046,0.036226224641425,0.0833734870645682,0.0911333969407259,0,0,0.0937629779829528,0.0359448625972742,0,0,0,0,0.0196824967031857
ETH,0,0,0.378055739634834,0.131255359871121,0,0,0,0,0.0536713001984145,0.105082378566626,0.0735021516785984,0.0657118090042519,0,0.0908806224800308,0.0242124121058941,0,0,0,0,0.00322506980156863
XRP,0,0.188275952128836,0,0.0436634227592076,0.0135110429867168,0.000000000000000000867361737988404,0,0,0.160244104112196,0.088499816004921,0,0.120465505053117,0,0.047714000218397,0,0,0,0,0,0
BCH,0.272159986230052,0,0,0,0.114936546180185,0,0.0612964015495036,0.0153145602037865,0.0890505898020109,0.261381664603458,0.115536408469037,0.0428905733927399,0,0.0521036926956906,0,0,0,0,0,0
EOS,0.595342644201678,0,0,0.067020981098782,0,0.0142452725328611,0,0,0,0.25802885196728,0,0,0,0.0231687849442628,0.470550532938423,0,0,0,0,0
XLM,0,0,0,0,0.0000000000000000277555756156289,0,0,0.495784135000712,0,0.0952939626507193,0.141127619781969,0.0952122237162625,0.116282958635407,0,0,0,0,0,0,-0.0106569174980776
LTC,0,0,0.069381558877124,0.375193259725367,0.00700974247679406,0,0,0.00922905740616078,0,0.0305698426991798,0,0.0553522753699567,0,0.124509721632111,0.206868385360966,0,0,0,0,0
ADA,0,0,0,0,0.0743782253415486,0.253522728651219,0,0,0.105527494303769,0.166400619044885,0,0,0,0,0.168558810066749,0,0,0,0,0
MIOTA,0.199589689214319,0,0,0,0,0,0,0,0,0.274936659908257,0,0.636882656210871,0,0,0,0,0,0,0,0.00444457373330045
TRX,0,0,0,0.0329607162543539,0.372469503851159,0.156225871485232,0,0.0655639448863911,0.061187427335623,0,0,0.00987807693773156,0,0.0784542303330817,0,0,0,0,0,0
XMR,0,0.141928964922185,0,0.150683356738351,0.1766597948145,0.00562263514157181,0,0.141474568687135,0,0,0,0.163287132893696,0,0.0161825262179844,0,0,0,0,0,0
NEO,0,0,0,0,0.0555557681206263,0,0,0,0.516564843191085,0,0,0,0,0,0.364345634905435,0,0,0,0,0.0721285446655092
DASH,0,0,0,0.163362216433703,0.00000000000000000346944695195361,0,0,0,0.0537367258640399,0.0385507288259874,0,0.239952024912468,0,0.000000000000000000867361737988404,0.0751341115191127,0,0,0,0,-0.0457657756455157
ETC,0.061708822533774,0.386817771081702,0.0844210794078191,0,0.213833793713208,0,0,0,0.168452657935276,0,0,0,0,0,0.084942029599838,0,0,0,0,0
XEM,0,0.130952697439971,0,0,0,0.372976336690699,0,0,0,0,0,0.2144155491643,0,0.113045094601337,0,0,0,0,0,0.0170125572121005
BV010082.INDEX,0,0,-0.0761257004219376,0,0,0.0661592263040527,0,0,0,0.0677288956733436,0.0289795922898605,0,0.00000000000000000346944695195361,-0.0755832001865729,-0.000000000000000000433680868994202,0,-0.181339084910416,0,0,-0.0439922158810012
CVIX.INDEX,0,0.192706338396325,0,0,-0.143825169134392,0.0676844520392945,0.179157709801061,-0.0596551351066647,-0.225370664112488,0.000000000000000000433680868994202,0.231691368394331,0.294736916283495,-0.416740778665987,0.00746371759421897,-0.0615073386421373,0.0311702460695376,0,0,0,0.069968100345666
DXY.INDEX,0,0,0,-0.00398558026865416,0,0,0,0,-0.0374189254920065,0.0109599842740117,0.0223083510731097,-0.000000000000000000433680868994202,0,0.0219500011118646,0,0,0.0801329093259232,0,0,0.00438824698796245
SPX.INDEX,0,0,0,-0.000000000000000000433680868994202,0,0.00647843523017055,0,0.0107890569302505,-0.0304370347340664,0,0.00672940627708047,0.00282781231029334,0,0,0,0,0,0,0,-0.0580844837753861
VIX.INDEX,0.366062363064728,0,0,0,-0.178166888308388,-0.12651397714484,0,0,-0.257379280876439,0,0,0,0,0,0.201744548451945,0,0.263703113961265,0,-7.11812627973625,0
