,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.0929809363552315,0.471348087151253,0.0431731705251763,0.0219720334447785,-0.223227802966361,0,0,0.060988853064169,0.0133060164570416,0.0042009079820852,-0.0444305383407389,0,0,0,0,-0.0150794128142421
ETH,0.311686568326235,0,-0.00000000000000000173472347597681,0,0.137135500034999,0.212431284959935,0.396659838455252,-0.0413664466603497,0.161357259013899,0.0499947352566439,0.0132487951837925,0.0458461762950451,0.0626550579158869,0.729536438071086,-0.111523243500427,0,0,0.147601982867263
XRP,0,0,0,0.157730093529465,0,-0.00612139768178257,0,0,0,0.303937263323578,-0.113868223435508,-0.0379007014336776,-0.276329109734073,-0.022861633788414,0,0,0,0.026527457823448
LTC,0.717714888649905,0,0,0,-0.0192931195678628,0.0177745472618639,0.102271008124945,-0.0178728479529247,0,-0.0609168762815957,0,-0.00180648962234098,0,0,0,0,0,-0.0198092710855773
XMR,-0.501803757234784,0.370977942492903,0.176437359758291,-0.822518926816795,0,0.155324021494055,0,0.10351245869154,0,0,-0.111117470998176,-0.0558869596040564,-0.0828627681097421,0,0,0,0,0
ETC,0,0,0.117774155062127,0,0,0,0,-0.0189500544683975,0,0,-0.0481291348628372,0.0246175338869837,0,0,0,0,0,-0.087463964902652
DASH,0,0,0.0315266778164028,0,0.0334192755505555,0.0718799005249588,0,0,0,0,-0.0795700632322152,-0.0951248947400584,-0.0143339734836904,0,0,0,0,-0.0934304331835151
XEM,0,0.0923749728102699,0.32139741754265,0,0.284979274212813,0.226261493787288,-1.01029067335378,0,0,0,-0.0325399574601544,-0.126905662511695,-0.0709489915579909,0,-0.532506176368091,0,0,-0.0496327641971432
DOGE,0,0.0933108725997797,0,0,-0.101109413477852,0,0,-0.00000000000000000346944695195361,0,0.071507133089702,0.0243008387434502,-0.0124427623247074,-0.0783402414388462,-0.213464975619297,0.00708810580518918,0,0,0.0110875831202262
XLM,0,0,0.450449543896578,0,0.0744342315854681,0.215673487406586,-0.117719230087596,-0.209963037533804,0,0,0.0330528966850641,-0.0492574083715532,0,0,0.318282042756322,0,0,-0.00000000000000000346944695195361
NEO,0.340207668777976,1.25058202432739,-0.937895717898269,0,-0.0215806125565522,0,-1.05592721990108,-0.292895534026743,2.3982376311954,0,0,-0.10026690798401,-0.357546452090947,0,0,0,0,0.192068408836661
ZEC,-0.709536256345509,-0.518065170581029,0,0,0.165191707411908,0,-5.84247380436638,-0.164006718745772,0,0,-0.650499657875529,0,-1.79718297458655,0,0,0,0,-0.409674312626038
DGB,0,0,-0.182480098212791,0,-0.130621143218094,-0.238037050542411,0.170085019553881,0.0637709953548456,0,0.248239044013411,-0.109645318193509,0.0140658857190098,0,0,0,0,0,0
BV010082.INDEX,-0.113470122805418,0.123526477400004,-0.127721157383042,0,-0.00679151898071815,0,0.0865240654081901,-0.0465545811811607,0,0,0.0343860637950066,0.00658260110051657,0.00820738351695273,0,0.162380428781367,0.47277498347263,0,-0.0896257055147151
CVIX.INDEX,-0.0435776456843545,0,-0.190460095138839,0,0,-0.258626527015933,0.184794823553627,-0.11394564111361,0,0.109323187689524,-0.0318746169914162,-0.0131608756707569,0.0436623386032961,0,0,0,0,0.17856394359171
DXY.INDEX,0,0,0.0138862412762482,0.0171151651069351,0.000228448213640067,0.0119114666606761,0,0.00994324302982777,0,0,0.00398624413518421,0.00193347548091681,0.0271794184848129,0.143777235811042,0,0,0,-0.00178448477126834
SPX.INDEX,0.00819476857472515,-0.0277128064393264,0.000000000000000000867361737988404,0.0285746838626899,0.000218479037384034,0,0.000000000000000000433680868994202,0.00327043942731302,0,0.0212885526015333,-0.00184123901745286,-0.00387731387470338,-0.0166244543820743,0,-0.0322029625645194,0,0,-0.0403471321754821
VIX.INDEX,0,0.39097451657689,-0.453498036706476,0,-0.00385988184564898,0,0,0.200587294606123,0,0,-0.000000000000000000867361737988404,-0.00926114938946694,0,-0.590332777500825,0.996365835231012,0,-2.3705345986507,0
