,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ADA,ZEC,XLM,EOS,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.130832458625859,-0.010882327480914,0,0.358007802204516,0,0,0,0.0466692529105345,0.0324837796366019,-0.24462487938901,-0.0516082448110367,0,0,0.213009570778056,0,0,0,0,0
ETH,0.0570705031519251,0,0,0.0366217789932907,0.146333624992965,0,0.0327303675182194,0.234123436166566,0.153805055433149,0.0428147990449771,0,0.0254716833075281,0,-0.00848094217648361,0.0583359050694762,0,0,0,0,0
BCH,0.178329906559335,0,0,0,0,0,0.0959291003210735,0,0,0.419162167825359,0,0,-0.0481444115099535,0.064713206741914,0.153402672145904,0,0.373859503646949,0,0,0
XRP,-0.0577194052710506,0.37386512924864,0,0,0,0.0478964410492385,0.0144168584055457,0,0.176648300779974,0.00000000000000000693889390390723,0.110592610644034,-0.0656334468650548,0,-0.00768339465869219,0,0,0,0,0,0
LTC,0.525173651885019,0,0,0.271983346473589,0,0,0,0.188146302688932,0.0608085988562679,0.186118569956285,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0.09452628144846,0,0.0932256752511402,0,0.0502866516607119,0.0687058884801802,0,0.219204778726412,0.0592696984684303,0,0,0.00188243207839025,0,0,0,0,0,0
NEO,0,0.0930014001609788,0.0454198682735222,-0.0372752967955624,0,0.390200036759776,0,0,0.078044772575938,0,-0.0645312731866112,0.128614586791277,0.467902505117807,0.145332760595768,-0.09914388879601,0,0,0,0,0
XEM,0,0.178880397242082,0,0,0.0931977982271219,0.0820057904164129,0.0699202082436209,0,0.251837417806284,0.14071756561453,0.0423386193358338,0.0489621367228791,0.0705433768637754,0.107147650894055,-0.0401989125109013,0,0,0,0,0
XMR,0,0,-0.0264347371388663,0.0560679069149615,0.0582020970305059,0,0.0523416763386658,0.223233862010892,0,0.248464565145589,0,0.207939201588213,0.0801555547770426,0.0519331254145796,0,0,0,0,0,0
ETC,0,0.178370014092504,0.18915523150409,0,0.485685134065265,0,0,0.0175997118811903,0.0461288754999782,0,0.0204787546142359,0,0,0.0496462742062261,0,0,0,0,0,0
MIOTA,-0.0325987385942592,0,0,0,-0.209968847288572,0,0,0.468541219589579,0,0,0,0.165285927276898,0.0721542923265876,0.064693433958226,0.289107440436367,0,0,0,0,0.0469471861756446
ADA,0,0,-0.27874586933612,0.46097239501337,-0.122188706119823,0,0.138316675592596,0.116742343622191,0,0,0.560182849836436,0,0.073769202895591,-0.220794611491028,-0.385898412432926,0,0,0,0,0
ZEC,0,0,0,0,0.0373644643906345,0,0,0.00338179679176696,0.279050484369532,0.0930118208585611,0.0654458532339244,0.0370895251230146,0,0.0317946420923719,0.0762504158441284,0,0,0,0,0.0854036975229319
XLM,0,0.28727163040982,-0.15122646185044,0.171523457287018,0,0,0.088098368281145,0,0,0,0.842174858577839,-0.167916918701996,0.271180546454005,0,-0.243110847495955,0,0,0,0,-0.0837689219318837
EOS,0.486175608385235,0.0786757632268856,0.0422905956654298,0.0284634895079876,0,0,0,0,-0.226647023153343,0,0,0,0.670366701437572,0.0668133165216031,0,0,0,0,0,0
BV010082.INDEX,0,0,0.00693460420487388,0,-0.064344437698246,0,0.0240106121979673,0,0,0,0.0230379468453083,0,-0.00993622521445007,0.00236932383298417,0.0230174356104393,0,0,0,0,-0.0136635424604074
CVIX.INDEX,-0.0262858084909352,0,0.0886853987915761,0,-0.000000000000000000867361737988404,-0.125148797803753,-0.0312940298235027,0.0864128577403276,0,0,0,0.0623858644899765,-0.0180781679203164,0.00124236480616766,-0.0264716727487185,0,0,0,0,0.0870830262686816
DXY.INDEX,-0.00385831449499679,0,0,0,0,-0.0298355105725794,0.00725100885667022,0,0.00245944305553379,0.005863697592201,0,-0.00533042924921895,0.00569705573852894,0.0018260471904294,0,0.0501640501224529,0,0,0,-0.0125913497786264
SPX.INDEX,-0.00395340798108483,0,-0.00117642523788068,-0.00608445671467138,0,0,0,0.00714917437793618,0.00471338239536113,0,0.00522236677230789,0.0000027314964786544,-0.0203102559326362,0,0.00381452042989124,0,0,0,0,-0.0370812663925076
VIX.INDEX,0,0,-0.0483314725985511,0.177632560009185,0.0845487832425687,0,0,-0.150251870130442,0,-0.022954238586384,0.0515703281347483,0.0678967314954905,0.166657319868688,0.0362932539344512,-0.0986623281384826,0,0.66275237047556,0,0,0
