,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.207916574777615,0.0741069858896122,0.201268306949616,0.342388522939666,0,0.0198853657180833,0,0.145434441793511,-0.0107888783926236,0,0.0833042746721745,0,0,0,0,0
ETH,0,0,0.141189634017013,0,0.122906033015802,0,0.252259777239304,0,0.0310330051278167,0,0,0.0524486662510079,0.0970556689036586,0,0.0874072257743526,0,0,0.120831535823588
DASH,0.494353909689183,0,0,0,0.41310782835628,0,0.187756959157239,-0.011290100109691,0.156167840216652,0,0,0,0,0,0,0,0,0.0551244759336288
XRP,0.0753177443576883,0,0.0346328789137206,0,0,0,-0.108684034562768,0.0415257265977191,0,0.562375711173196,0.0326128968803345,0,0.0855066476403497,0.179125121185438,0,0,0,0.0508196129046787
XMR,0.35674213294769,0.229067992816908,0,0,0,0,0.212359739722269,0,-0.137864221071795,0,0.24109954403728,-0.0325539221631437,-0.128845814844435,1.04129789811883,0.511550581091861,0,0,-0.0457607366962097
LTC,0.539697580597444,0,-0.083249164488668,0,0,0,0.150130063586469,0.0898468244014817,0,0.155345854520509,0.136727571394834,0.0842049706162022,-0.0339565794179797,0,0,0,0,0.0824558138901044
ETC,0.0428104987527055,0.337415582432678,0.261579666649248,0,0,0.278705026642916,0,-0.0741182880038166,0.0194629620713291,0,0.113482221215832,0.220495328378642,0.039727258034353,-0.0234185895988583,0,0,0,0
XEM,0,0.0915633429109901,0,0.103347229308531,0,0.144642521345007,0,0,0.19800781894871,-0.245526067295956,0,0.207229731500749,-0.147351132247321,0.701094489875231,0,0,0,0
ZEC,0.166810845483303,0.0957826397718712,0.243604851683206,0,0,0,0.186119992254965,-0.0718576387495681,0,0.234348945145052,0,0,0.0365373312465579,0,0,0,0,0.108082648356505
DOGE,0.240349878558039,0,0,0.115600662891891,0.0340301389204355,0,0,0,0.116690604443453,0,0.101941401539622,0,0.0153822513280662,0,0,0,0,0
XLM,0,0,-0.117570375245679,0,0.156146201444953,0.416070335445568,0.00397771045035862,0,-0.0909449013072006,0,0,0.068046437031765,0.0203576363971571,0,0,0,0,-0.0649005674920213
NEO,0,-0.404851141811502,0,-0.223472027303657,0,0.143661194414011,0.297143772693835,0,0.197361381565404,0,0,0,0.282714139358054,0,0,0,0,0
DGB,0.972043245402903,0,-0.211627845874871,0,0,-0.898740741279636,0.288474810137684,0.0594680400599955,0,0,0,0.316546642062237,0,0,0,0,0,-0.131879822929723
BV010082.INDEX,-0.121453204043598,0,0.0514585052660473,-0.00443523817514036,0.0530533360883967,0,-0.0229994634666516,0,0,0.190942033197605,0.0382135555023005,-0.033991008148313,0,0,-0.0184466694313552,0,0,-0.00365365573213446
CVIX.INDEX,0.0533790717432702,0.173127986579182,0.0187660836656244,0.149433621273833,0.0444110771571288,0.0130007330299526,0,-0.150296347295022,-0.100387102246961,0,-0.0633013121861969,0,0,0,0,0,0,0.0291116336800858
DXY.INDEX,0,0,0.0127229648681266,0,0.00672235858976557,0.0212791770413728,0,-0.00513427854350793,0,0,0,-0.0107097624444378,-0.00625176609017974,0.0892425034385913,0.0322285773424433,0,0,-0.00775594015029451
SPX.INDEX,0,0.00165212317097738,0.00673428052017196,-0.00658449291123936,0,-0.0134170021019425,-0.0125553108270606,0.00382532346386199,0,0,0.019396941878752,0,0.00247681780144649,0,0,0,0,-0.0292981622685722
VIX.INDEX,0,0.375580226702165,0.0817533282684817,0.0274070491343024,-0.182872845936631,0.350658601931486,-0.574803079197609,-0.10488716099199,0,0,0.135448466192692,0,-0.0392708794490463,-0.256372528788037,0.322273392333271,0,-2.38523927238006,0
