,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.110540986056535,0,0.0596680565311576,0.0416080022378711,0.0572836686559567,0.0097039536670236,0.0691530991413844,0.190906129161128,0.0499317882623613,0.0192722934536644,0,0,0.0287666173561153,0,0,0,0,0,0
ETH,0.240019179356795,0,0.233069517210357,0.0910755242426082,-0.0212641188679674,0.398190472592877,0,-0.0255584909422189,0,0,0,0.0452048935644421,0,0.0375103213011008,-0.0414544431397787,0,0,0,0,-0.00287693714742816
XRP,0,0.315672841973097,0,0,0,0.0826720572160542,0,0.0714469046546564,0,0,0.00517319429496292,0,0.0477643595804938,0.0460082964575555,0.18318484603718,0,0,0,0,0
BCH,0,0.152587096688313,0,0,0.0502958993262094,0.0355934321328846,0,0,0.232833448658586,0,0,0.247784902353199,0,0,0,0,0,0,0,0
EOS,0,0,0.0092736844916048,0.432831126078293,0,0,0.191714171727152,0,-0.18598012137681,-0.00000000000000000346944695195361,0,0,0.226807137562581,0,0,0,0,0,0,-0.151346036143502
LTC,0,0.238747405615695,0,0.178690588880277,0,0,0,0.195226586030373,0.0941466101001596,0,0.0475655646533128,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0.0782855116095189,0,0.333450166659199,0,0.178844870007904,0.318390127988052,0,0,0,0,0,0
XLM,0,0,0.223753275910891,0.090433484564823,0.0270197027396492,0,0.123464607164315,0,0.0566952202853648,0.0306655590119835,0.104618727947795,0,0,0.164296237548303,0.104332436378565,0,0,0,0,0
MIOTA,0,0,0.178819196786071,0,0,0,0.068083127310653,0,0,0,0.218753394111001,0,0.116606731697259,0,0.292982707711553,0,0,0,0,0
TRX,0.486615918523744,-0.447305696048408,-0.150374836204326,0.170338424878349,0,0,0,0.237951405342699,0.081949432198235,0,-0.0754425492838444,0.670513018400919,0,0,0,0,0,0,0,-0.202005554301079
NEO,0,-0.00000000000000000173472347597681,0,0,0.0756922865956336,0.0861796279455734,0.0386928070865396,0.0953740759830882,0.103799912186589,0.0301254847077249,0,0,0.224065857211474,0.045872596912233,0.198488226748785,0,0,0,0,0.0330972505672862
DASH,0,0.320576920859473,0,0.17478111847373,0,0,0.0697523717044735,0,0.0787826288913279,0.0957819942439354,0.0849997263924638,0,0,0.0476172658164662,0,0,0,0,0,0.0208351161264907
XMR,0,0.0263223553143292,0.136286050193312,0.186464309459632,-0.0203033219702498,0,0,0.228355800603357,0.0413395865688845,0.0933364540334103,0,0.124573811614229,0,-0.0325889743642003,0,0,0,0,0,0
XEM,0,0.601717429967771,-0.0731589538165197,0,-0.117330874427085,0,0.216770805324541,0.577797935731106,-0.215170215040628,0.235544176108348,0,0,-0.158814487823627,0,0.0508187231596045,0,0,0,0,-0.0233403217038017
ETC,0,0.127467683052792,0.140158407454741,0,0.103859053370323,0,0.0904339653838344,0,0.0789115201585745,0.0428084086161923,0.0468438164912008,0.239614333237819,0,0.0780034275602461,0,0,0,0,0,0
BV010082.INDEX,0,-0.0460528786668942,0,0.0166422000620437,0.0135724328755052,0,0,0.0320721754190689,0,-0.0299641875160161,0,0.112194899114069,-0.0708660384740739,-0.0404991912820424,0,0,0,0,0,-0.0515638428173498
CVIX.INDEX,-0.0624524954903738,0,0,-0.0545750140400097,-0.0162578820151897,0,-0.0904833286574953,0,0.0774286248392011,-0.0390951148850682,0,0.163003173256649,-0.0653633734862053,-0.173308553661214,0.233511547376499,0,0,0,0,-0.012163268549027
DXY.INDEX,0,0.0124473877954992,0.00679435795399983,0.00445098429910906,-0.00246270216774516,-0.000585970266119528,0.0164804411024678,-0.0268792764247076,-0.0255178018244331,-0.00857233994410252,0,0.0354785784711899,0,0,0,0,0.0541651395401146,0,0,-0.00759928536853987
SPX.INDEX,0,0,0,0,0.00276653530185486,0,0.00348192934797709,0,0,-0.0275996646200983,0,0,0,0,0,0,0,0,0,-0.129269094263199
VIX.INDEX,0.316369393671564,0,0,0,0,0.0442091497878981,0.0286758617459966,0,0,0,0,0,0,-0.0942092287226967,0,0,0,0,-2.173477573506,0
