,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0304947572416995,-0.128411031230197,0.638851476588486,0.0762431479121393,0.0289462857873493,0,0.0885067195917978,-0.0190609273854328,-0.0724178376339481,0,0.0640696014379115,0,0,0.0459263372804296
ETH,0.140733918535942,0,0,0,0.0430319031720301,0.73249873742308,0,-1.41092630567698,0,0.362056959635191,0.557271118793032,0,0,0,0.277415046792345
XRP,0,-0.0283940877947009,0,0.0714182524414125,0,0.0176092410600559,0,0.0607211569023606,0.10292771925866,-0.12872120283185,0,0.338818599002428,0,0,-0.0662812144098434
LTC,0.55712117047836,-0.00804656382312416,0,0,0,0,0,0.109847837015418,0.0762559555602695,0,0,0,0,0,-0.118341725980361
XEM,1.00706766164484,-0.111567398927457,0,-0.0000000000000000138777878078145,0,0,0,0.0750948141939691,0.205449632845258,0.271124807060849,0,0.485586701937751,0,0,0.118345656646307
DASH,0,0.0715144091670512,0.0500789429492638,0.0723990538750923,-0.0305829534713244,0,0,0.110013929374368,0.16122501059059,0.172246090607904,-0.331619689626693,0.192274111296484,0,0,-0.072348859070089
DOGE,0.247423907900512,0.0522891253377069,0,0.284350741970126,-0.145935993155529,0.0853936680792471,0,0.15213143753105,0.331388819181286,0.0547972292019099,0,-0.313563967897956,0,0,0.101534194143234
XMR,0.867593744796071,0.143846901748406,0.442814957140432,0,-0.143130579456347,0.083592755578545,0.187248526613713,0,0,0.0538074137058072,0,0,0,0,0
XLM,0.2732116367531,0.241056800333525,-0.213557391316856,0.0476804135617367,0.198885566403154,-0.231908560155989,-0.161104831730082,0.0311265976229773,0,-0.330967223266827,0.074867556458209,-0.319508328568582,0,0,0.114051124849544
DGB,-0.309797095644266,0.302208075420678,0,0.183593326760337,0.192185876319319,0,0.00252348058023829,-0.000000000000000000433680868994202,-0.134198224443804,0,-0.464974470006113,0,0,0,0.0146302831094699
BV010082.INDEX,-0.0610107298377004,0.131414006050283,0,0,-0.00720118745750491,-0.107784070756076,-0.0338097509143904,-0.0355237501790659,0.0995560087201011,-0.0702594841064426,0,0.049723980011874,0,0,-0.144551213863016
CVIX.INDEX,0.302241804969287,-0.117397937038737,0.0972592406877299,-0.488650552313617,0.0302057777243152,0.310879230037649,0.238850090696923,0,-0.0663383301308166,-0.0671812159599943,0.0955462283971784,0,0,0,0.125085847379829
DXY.INDEX,0,-0.00432162472486074,0.000753529152760575,0.0596343725751701,0,0,0,-0.00288144491577965,0,0.0177401359034668,0.158444767676137,0.012985072089765,0,0,0.0309487609236175
SPX.INDEX,0,-0.00316949235865514,0,-0.0228151646622609,-0.00603730302920998,0.0382430537317402,-0.0110345439852394,0,0.0215646435299629,0,0.0195739894971987,-0.049436726183631,0,0,-0.0757461311051636
VIX.INDEX,0,0.308068514186834,-0.5174178706993,-0.222023545946777,-0.0505792888675506,0,0,-0.124730486887939,0.327368204919081,-0.350081644808126,0,1.40829499802945,0,0,0
