,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.023637114100911,0.12541351569556,0.0909053966328305,0,0.106953490694405,0.0837006625533042,0.0541125044887744,-0.0240945188616,0,0,0,0,-0.0171473424292385
XRP,0.504492066504333,0,0.0536896859463981,0.130461917815996,0.289150752386219,0.0227110655260917,0,-0.0698379313509673,0,0,0.268681348830203,0,0,0
LTC,0.714738995583164,0.190688875822971,0,0.106014132970681,-0.143195091120431,-0.0274239352753382,0.133965557244862,0.0887791896929409,0,0,0,0,0,0.0819760968237435
DOGE,0,0,0.196433835026394,0,0.394970995786553,0,0.211874135399779,0.246890690522221,0.0868918259030826,0,0.464233377207969,0,0,0
XLM,1.01484484719389,0.420232209684041,0.128018539172141,0.105450035743192,0,-0.121977922174163,-0.324627683232234,0.121608199201653,-0.161319396643219,-0.639078669745208,0,0,0,-0.243729241780657
DASH,0.851337318674443,-0.254149826846838,0.162885864837808,-0.17310255328257,0.483639728981892,0,-0.259978795178178,-0.0691809620444903,0.0628201074025539,2.51493803666407,0,0,0,0.00000000000000000346944695195361
XMR,0,0,0.219509119444833,0.123590544239559,0,-0.249062596800341,0,0,-0.0110366968773608,0,0,0,0,-0.337114300430433
XEM,0,0,0.313617896028101,0.171236673789616,0.0383884006668002,0,0,0,0,0,0,0,0,-0.220386999170198
DGB,0.589378748177172,-0.270274508681834,0,0.129060422436789,-0.177115427817651,0.293824566467957,0.254792304524529,0,0,2.14221141815694,-0.579413687764734,0,0,0.548334687279325
BV010082.INDEX,0,-0.0242208147385693,0.00272004127232757,-0.0811547310484068,0.0324198022481426,0.046039408214467,0.0487525664645819,0.0277709756047794,0,0,0.157384077990719,0,0,0.0456201346794275
CVIX.INDEX,-0.0992718300772135,-0.0179273587108378,-0.0229872105631241,0.015388583661717,0.138053518140655,-0.0516741539223354,-0.101235107906044,0.045073057395824,0,0,0,0.565086634498178,0,0.156218255305818
DXY.INDEX,-0.0509858974124779,0,-0.00324083339698952,0.0419461210252391,0.0343574717059928,0.035693603738004,0.0168952843055869,-0.0156830411006268,-0.031879553148261,0,0.118400732182649,0,0,0
SPX.INDEX,0.0173481016542441,0,-0.0109020891468192,0.0151587856957242,0,0.00178407266685123,-0.0015175895754324,0.00553690073176275,0,0,0,0,0,-0.0878370388808343
VIX.INDEX,0,0.0153307248029077,-0.117756991597322,0.153855607727961,0,0.00182245967106493,-0.253658990393719,0,0.187816566738767,0,-0.21652635021183,0,-9.32739166409803,0
