,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.00389212985484659,0,0.733584334861263,0,-0.0388810700093637,0.0104452013201997,-0.00486159523698134,0,0.0115841041805903,0,0.0651980790410757,0,0,0.0352148740362091
ETH,-3.30160083915814,0,0.482974199452138,1.02685451675009,0.345040865623976,0.0737845337801666,0.212344931132007,0.105452527392825,-0.352154335806973,-0.00178388866420838,0.767281416665089,-0.159477227710541,-2.45584717007318,0,0
XRP,0.384763203544878,0,0,0,0.186598408488182,0.246569266682045,0.0877337422752826,0.0472588973269842,0.0781313736061019,-0.0837721794141863,-0.197847012655843,-0.176209408085225,0,0,0.108606254311524
LTC,0.381904302224971,-0.0312292724189428,0,0,-0.0124284232111249,0.0373469664316391,0.00250579292771009,0.00908581505064045,0.0235108172941209,-0.00000000000000000010842021724855,0,0,0,0,0
DASH,0,-0.168083763107841,0.718034409932449,0,0,0.144712036551093,0.0314990208250693,0.0111903875663424,-0.389473937197098,0.0358767079172088,0.507555376385886,-0.663140278850316,0,0,0.518552241360004
DOGE,0,0.0439103710926907,0.129508353661129,0.272009702911879,0,0,-0.103426864932801,0.00499350098784006,0.212764895505034,0.0615408787940637,0.182784816299216,0,0,0,0.0415122559087825
XMR,0,0.3843184805784,0.0567480195169858,0,0,0,0,-0.314225940606664,0.811527020232275,0.089703452555642,0,0,0,0,-0.554855516922655
XEM,0,0,0,0,0,0,0,0,0,0.151749717911748,0,0,0,0,0
XLM,0,-0.0122678372296438,0.971003796169768,0,-0.580672622625622,0.246773892432482,0.105211864998539,0.223816978487948,0,0.0492986956191538,0,0,0,0,0.353306685026135
DGB,0,0.0169474804209067,-2.09307640529517,0.658494424832597,0.417283529483977,0.763595364462175,0.0278495075092527,-0.00931403283676641,0.696598544740262,0,-0.957195849082824,0,0,0,0
BV010082.INDEX,0.31878149206214,0.0739995495505378,0,0,0.0765842356394126,-0.0576636373793634,0.0084283278234503,0.0500352334450625,0.00970011865221748,-0.0885132924292999,0,0,2.33864194689834,0.561835865475394,0
CVIX.INDEX,0,0,-0.196369122470045,0,0.0290692237178314,0.120166076243122,0.0319585028303565,0.0155452301080663,0.0523013232705729,-0.0273655256221536,0,0,0,0,0.143621592392233
DXY.INDEX,0.000940023586616483,-0.00164915828406826,-0.0334776760927149,0,0,0.00375095433590238,0,0.0130960744804977,-0.0213949071947407,0.00311431579592292,0.0174573841611907,0.049694747209677,0,0,0.0113507970133306
SPX.INDEX,0,-0.0101392076807947,0,0,0,-0.0300782766523467,0,0.000281046095571314,0,-0.00563538146063495,0.00677266528139268,0,0,0,-0.0824100802427292
VIX.INDEX,0,0.0614721090424918,0,-0.495330717831942,0.11977449541676,0.138002018004494,-0.0848970268381769,0,0.140854806446932,-0.0346365120703399,0.162530926058841,-0.000000000000000111022302462516,0,-6.01892370332692,0
