,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0790538275998012,-0.0294831900346809,0.035630305355525,0.159239671521529,0,0,0,0.0503342079287143,0,0,0.0170395361393111,0,0,0.0518248944639962,0,0,0,0,0
ETH,0,0,0,0,0.218712522750867,0,0,0.390071379247535,0.0190785365513031,0,0.0171184487585407,0.0420317783680259,0,0,0.228198966206561,0,0,0,0,0
XRP,0,0,0,0.0509702194683478,0.216334352628968,0,0.29448923079772,0.191100498259144,0,0,0.106547544346917,0,0,0,0.181331211126126,0,0,0,0,-0.00122426424282365
BCH,0,0.196655119233046,0.0526489833190484,0,0.106717618164404,0,0,0.18744662876362,0,0.264056916908697,0.00656381187571683,0,0,0,0,0,0,0,0,0
EOS,0,0.458440084578186,0,0,0,0,0,0.218164156510239,0.0179142780743061,0.0849760514533347,0,0.200155490713163,0,0.0290801955400653,0,0,0,0,0,0
XLM,0,0,0.206454855108505,0,0,0,0,0.0896245464475446,0,0.291538918472876,0,0,0,0,0,0,0,0,0,-0.0533376776105126
LTC,0,0.216669091469759,0,0.134131699090297,0.00755805108229924,0.00864451631095015,0,0.0936836172839326,0.0293985276337327,0.0700857563399621,0.132607863972689,0.0442376000376922,-0.00000000000000000173472347597681,0,0,0,0,0,0,0
ADA,0,0,0.160799242197038,0.136610134941462,0,0,0,0,0.233949256479927,0.204545864944616,0,0.0710031414823826,0.147145760575991,0,0.0107923733717358,0,0,0,0,0
XMR,0,0.174196563166713,0,0.131442130680129,0.157979577311537,0,0,0.0290794154203365,0,0,0.143228025540102,0.0586555600683211,0,0,0,0,0,0,0,0
TRX,0,0.31687558354496,0,0,0.0631840839275691,0,0,0.195395150301841,0,0,0.0584818895799185,0,0.145964156624849,0.277187802924623,0,0,0,0,0,0
MIOTA,0,0.0501572238504393,0.0914707365933207,0,0,0,0,0,-0.00237329728641144,0.285304968963636,0,0,0.210336453551615,0.356392024581307,0.0405785192705305,0,0,0,0,-0.018881364904613
DASH,0,0.350085942997441,0,0,0.0000000000000000138777878078145,0,0,0.133803405814377,0,0,0.0175957367452628,0,0,0.307148598737857,0,0,0,0,0,0
BNB,0,0,-0.00000000000000000173472347597681,0,0,-0.0915932762597291,0,0.349604438850811,0,0,0.105690987485114,0.116350345198878,0,0.161357208372287,0.107311149705828,0,0,0,0,-0.00868169876157418
NEO,0,0.0162729285039434,0.0584255674278715,0.163411608409783,-0.0000000000000000138777878078145,0,0,0.0963579995089388,0,0.0133532920560432,0.406491478165827,0.0613450417278968,0.290523517665086,0,0,0,0,0,0,0
ETC,0,0.350141995015632,-0.071032511986296,0,0,0,0.00978977833815923,0.532021054273197,0,0,0,0,0,-0.113497196759222,0,0,0.114617910654238,0,0,-0.0341994306707529
BV010082.INDEX,0,0,0,0,0,0,0,0,-0.0396669340006633,0,0,0,0,0,0,0,0,0,0,-0.0312150188689301
CVIX.INDEX,0,-0.0552965082775223,0.060878696140365,0,-0.00000000000000000346944695195361,0,-0.182797117049436,-0.0538240386751137,-0.134474474618837,0,0.12217977797039,-0.0222101905742222,0.388581146949852,-0.0789799861005875,0.119704984153373,0,0,0,0,0.0250467571184176
DXY.INDEX,0.0360816300375348,0,-0.0138213835090839,0,0.000733537962884208,0.00472925699999211,0,0,0,-0.0351839684630876,0,0.0051540561210975,0,0.0196095546538434,0,0,0.0723043650342293,0,0,-0.000640377184346313
SPX.INDEX,0,0,-0.0130696914233274,0,0,-0.00220187900951169,0,0,0,-0.00690748808935108,0.0170433331977533,0,0,0,0,0,0,0,0,-0.0877528073386119
VIX.INDEX,0,0,-0.0672264107421488,0.168803287607076,0,-0.227971516077267,0,0,-0.155899601737152,-0.189765329344725,0.479902009577168,-0.272653828690111,0,-0.0640223046447094,0,0,0.235048425540382,0,-5.45449859507297,0
