,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00999944111047636,0.0341626623680374,0.122257973237655,0.103059185400732,0,0.0114001683529446,0.00688415125250041,0.0951233215200739,0,0,0,0,0
XRP,0,0,-0.0304976277343,-0.0257219227407926,0.080034736387912,0.505731733129451,-0.159559222873542,0.0794685611871695,0,0,0,0,0,-0.048542844575578
LTC,1.27633845795738,0.019481450104844,0,-0.827152511740411,0.559893559850321,0,0,0,0.399297150411188,0,1.03858918279071,0,0,0.0176581720208692
DASH,0,0.163440996476879,0.125900831173354,0,0.263126405357982,-0.25862524004203,0.0330916413603089,-0.0806645574887672,0.258006609194344,0,0,0.829946532122698,0,-0.0860537716939905
DOGE,0,0.0694076946146951,0.115983331933389,0.429136211870967,0,0.337816270805968,0.0693818513575408,0,-0.0225664515829719,0,-0.0747035522012278,0,0,-0.0575457452328475
XLM,0.786652287921622,0.12321271317833,-0.08600206557445,-0.16403994454661,0.326858797104281,0,0.145091583363726,0,0.0967216876146869,-0.528039341329358,0,0.337070585258478,0,-0.125459354152235
XMR,0,-0.0440771726048698,0,0.267754701959035,0,-0.0764254161660109,0,0.200991081727732,0,0,0,0,0,0
XEM,0,0,-0.0756606001389816,0.21864084561046,0,0,0.422583784034245,0,-0.0666894383335903,0,0,0,0,-0.108835944601683
DGB,0,0.575980562640861,0,0,-0.0421802435871489,0.252311142923007,0.335908449305028,0.0330430832890656,0,0.735668502227116,0.106995177726272,0,0,0.136486831630799
BV010082.INDEX,-0.128876384067027,0.00646528381712361,0,0.036723282831472,0.0834643334913808,0.0159420465309932,0.00186256708949371,-0.0438203815093802,0.0436458822271731,0,0.171825320279586,0.747340599556678,0,-0.0512318483938843
CVIX.INDEX,0,-0.0984904779217405,0.0522134679800223,-0.0547738768279605,-0.0301309468205496,0,0,0,0.071079240607928,0.161831810924203,0,0,0,0.0249776961471748
DXY.INDEX,0,0,0,0.0348714863504789,0,0,0.0190268647929984,0,-0.00843683859353757,0,0,0,0,-0.00618472127786356
SPX.INDEX,0,0,0.0138493974669309,0,-0.0221573868528705,0.0248729355058888,0.00197492098616813,-0.00830545355984085,0,0,0,0,0,-0.075808344151472
VIX.INDEX,0,0,-0.0215217538780235,0,0,0,0,0,0.224880530757783,-1.23718059904693,0.383515695146041,0,-6.47394080092156,0
