,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0,0.15393212073154,0.0537605430312703,0,0.0106814564276169,0,0.00868427336827783,0.118592811843156,0.309715651841879,0.0820939841075004,0,0,0,0,0,0
XRP,0,0,0.162860487521076,0.0283953889579997,0.0685332820613485,0.0964923867288189,0.11750506541455,0,0,0.0276617862991391,0,0,0,0.0678668150989239,0.0410914480488096,0,0,0,0,0
ETH,0,0.0869530067823867,0,0.0536975750063874,0.123272284040592,0,0,0.0854421920709105,0,0,0.135065642570079,0.0550096848520544,0.238404729288087,0.0908251198934289,0.0951099244357493,0,0,0,0,0
BCH,0,0,0,0,0.488002949548394,0,0,0,0.0429301554988874,0.11701494719366,0.146784188523952,0.178946960669447,0,0,0,0,0,0,0,0
EOS,0,0,0,-0.00000000000000000173472347597681,0,0,0,-0.114827724849011,0,0.76721007757047,0,0.101920980819102,0,0.128188117239398,0,0,0,0,0,0.0343286714311596
XLM,0,0,0,0.147596969896572,0.026674856972257,0,0,0,-0.0057551851998316,0.0344660099737993,0.0635580689141896,0.136740931527071,0.265469690969282,0,0,0,0,0,0,0
LTC,0,0,0.137715211617073,0,0.296537545640841,0,0,0,0.0303014952012639,0.00830946127102382,0.0405677599462005,0,0.195970981512179,0,0,0,0,0,0,0
TRX,0,0,0,0.000000000000000000867361737988404,0,0,0,0,0.0479353503663784,0.513593088113016,0.000000000000000000867361737988404,0.185484959866608,0.0316299452596743,0,0,0,0,0,0,0
BSV,0.228530913658583,-1.01341746925083,0.373690241083535,0.481257203937036,0,0,0,0.385505428764502,0,0,0.209798962105819,0.32141825536324,0,0.247522861501485,-0.482763990294037,0,0,0,0,-0.0872478349181559
ADA,0,0,0.0276764244792584,0.1225185935575,0.267300188618009,0,0,0.19179226325272,0,0,0.10527048481597,0.016530741074712,0.172713238211932,0,0,0,0,0,0,0
MIOTA,0,0,0.098443516254747,0.0676339974378669,0.262861053083013,0.178749796113737,0.1072582161913,0,0.0568424019709258,0,0,0,0.0603082525406682,0,0.120827607288388,0,0,0,0,0
BNB,0,0,0,0,0.280385181150939,0,0.167153409190397,0,0,0.377574687992867,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0.159933810933475,0,0,0.163882147007167,0.168272447172085,0,0,0.27627626372483,0.0330701842331103,0.0691948068637039,0,0.0426328364364621,0,0,0,0,0,0
DASH,0,0,0.211961317279592,0,0.273821413329862,0.0897578826042777,0.0825287584160781,0,0,0,0,0.0545218246911153,0.263151060840145,0,0,0,0,0,0,0
XEM,0,0,0,0.17042816530543,0,0.248949198215271,0,0,-0.000000000000000000867361737988404,0.262670910152779,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.200796028717719,-0.0220325831096409,0,-0.100316629724434,0.0380758092382418,-0.00793908685908801,0.00999921323761463,0.0715314387842853,0.056817093732359,0.00873712688143212,0,0.0954131591459175,0.0557071390643964,0,0,0,0,-0.0649126844751666
CVIX.INDEX,0,0,0,0.064355551055327,-0.106497032812299,0.0286483647595399,0,-0.176210798082069,0.0244449412217029,0,0.108291786874202,-0.0486610171098742,0,0,0,0.132622179154617,0,0,0,0.120005249029241
DXY.INDEX,0,0,0,0.00204088880176804,0,0,0,-0.0366852715059233,0.00499428092710079,0.00490151993603453,0.00357518190721552,0.000784666283665313,0,0.00354605647477076,0.0125783775136367,0.0616937882094808,0,0,0,0.00656626566140475
SPX.INDEX,0,0,0,0,0,0,0,-0.00477501544166342,0.0124031400541801,0,0,-0.00856864489876376,0,-0.039629286503269,0.0264584897588431,0.0653686167179989,0,0,0,-0.114606485854525
VIX.INDEX,0,0,-0.143491532225449,0,0,0,0,0.434647851787804,0,0,0,0.080205723186524,-0.657029918169032,0.211553038438944,0.031784047753294,0,0,0,-4.28580236401156,0
