,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0500188846371238,0.706019736605401,0,0.0183671581115962,0.0649086864052552,0.0733577323111715,-0.0190528059158582,0.0273240557778939,0,0,0,0,-0.0399206255419596
XRP,0.378181044741917,0,0.284775523994766,0.148857168670654,-0.168430837251957,0.0437255459254963,-0.218454986699964,-0.125755913107977,-0.0203356071606236,0.404856075360131,0.234150868681384,-2.20617383850801,0,-0.313719641689161
LTC,0.876370371642477,0.16255539793562,0,-0.0198386104948599,0.0419216157799092,0.0214794549386961,0.0212715555796252,0.0122139725620106,0.0571816127972418,0,0,0,0,0.103118452648207
DASH,0.818928768671352,-0.000000000000000000867361737988404,0,0,0,0.252938775734822,-0.0679145141118884,0.00275004224883799,-0.103483521437502,0,0,0,0,0.0517001797372075
XLM,0,0,0.697667825502688,0,0,-0.107043083499869,0,-0.0991380056231633,0,0,-0.259846886395303,0,0,0
DOGE,0.194709935070191,0,0.526376598650276,0,0.0474558236780962,0,0.0481484038311875,0.0534383551815677,-0.00327337489546457,0,0,0,0,-0.0406750704645598
XMR,0.65887548253505,-0.925387922388684,1.37863491869151,-0.188565237727062,-0.279145055380887,0.182355454318125,0,-0.00000000000000000346944695195361,0.0677675373691966,0,-1.10853264511751,0,0,-0.832444700057324
XEM,-1.0561928902045,-1.06069888579343,1.67456460101998,0.190102481236602,0,0.83583678987541,-0.354826151410777,0,-0.318409328764565,1.41393232111382,0,-3.02767854111097,0,-0.790478004786507
DGB,0.308994545673323,0,0.345557241737932,0,0,0,0.0771350771086702,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0.0034963827202512,0.0326971887163806,0,-0.026954722958953,-0.0453032704829743,0,0,0.0556375355359405,0,0,0.0586400782614838
CVIX.INDEX,0.534643715591522,0.0299023211365563,-0.39134551824526,-0.0299168532185627,-0.0847320021073079,-0.187846173160218,0,0.0591473654881999,-0.0652655471311072,0,0,0.730473774679718,0.648510833634871,0.196918363083412
DXY.INDEX,0.0394845703102395,-0.0180988710987728,0,-0.00994420096823252,0,0.00495429475320543,0,-0.0289665287590931,-0.00520839954588735,0.249187587207179,0.0606694845551864,0,0,-0.00589813919616654
SPX.INDEX,0,0.00588156358454714,0,-0.00698259680770559,0.0144722423997592,0,-0.00371231920136044,-0.0031767659602424,0,0,0,0,0,-0.0976782624898721
VIX.INDEX,0,0,0.0243329912347912,0,0,0.000000000000000000433680868994202,-0.192408997885761,-0.0262437540599748,0.0550313891532228,0.0913825772757503,0,0,-5.24365294981837,0
