,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0634432836016111,-0.104389952470006,0,0,0.113384752431186,0.0160248481290753,0.0249701190555337,-0.0336815113961844,0.141935536750248,0,0.195316565469561,0,0.0000000000000000138777878078145,0,0,0,0,0
ETH,0,0,0,0,0.01176537406253,0.216002573650641,0.100848855304292,0,0,-0.00739378194401418,0,0.0674630890158205,0,0,0.272211406762691,0,0,0,0,0
XRP,-0.339960033296336,-0.0198431245447274,0,0.0558690520357558,-0.111582724022963,0,0,0.409045444973059,0.353933162598356,0.184031126668535,-0.0953731477552533,0.19400695640423,0,0.123055277555216,0,0,0,0,0,0
BCH,0,0,0,0,0,0.209952237998519,0.19534008603155,0,0.044192496904283,0,0,0.181337174317005,0.160575101180238,0,0.0926220630508583,0,0,0,0,0
ADA,0,0,0.148824975945741,0,0,0,0.139690748565113,0.102477017917112,0.0332707540758257,0.139991270762632,0,0,0,0.0395430528143353,0,0,0,0,0,0
LTC,0.154657967268954,0.106427611428293,0,0,-0.0170962567036225,0,0,0,0.0209685302884793,0,0.118043252623253,0,0,0.0391868328158745,0.151876110773838,0,0,0,0,0
NEO,0,0,0.00192236262408912,0,0.100974205930894,0.124372963662514,0,0,0,0,0,0,0,-0.0191340677595246,0.456226651084338,0,0,0,0,0
XLM,0,0,0.232496224388168,0,0.238944974904634,0,0.204918937533136,0,0,0.00772488858896411,0.11736462767858,0,0,-0.0519728030833632,0.0698954526243697,0,0,0,0,0
EOS,0,0,0.016124624072591,0.283624767630923,0.0258547764171818,0.215569807507216,-0.117637440864583,0.171380019278411,0,0.00832841216912228,0.220644819167745,0,0,0.145349748838617,0.0533578430567925,0,0,0,0,-0.0986907073259562
XEM,0,0,0.265821979080248,0.148014791669395,0.0364390653946534,0,0.172864254667311,0,0.0616374507406642,0,0.16001461515927,0,0,-0.0100455790847971,0,0,0,0,0,0
MIOTA,0,0,-0.0480683356084573,0,-0.0379223744743021,0.162032783912059,0,0.0478565796002939,0,0.199032382304383,0,0,0,-0.0377072978204682,0.392770082983331,0,0,0,0,0
DASH,0,0.0143540625951797,0.0362939228684321,0.119992730286411,0.0376188883579182,0.241744458869965,0,0,0.012300711187402,-0.0208589911678392,0.00535229894388325,0,0.106450343781958,0,0.253232521514855,0,0,0,0,0
XMR,0.0535892211445733,0,0,0.209389327212706,0,0,0.06435317703554,0.0703891445649148,0,0,0,0.0314686998044042,0,0.0723454115457913,0.167740460753495,0,0,0,0,0
TRX,0.806646714958345,0,0.187253237271846,0,0,0,-0.108804853067433,0,0.201773892928772,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0,0.113550820962013,0.0895210963294341,0,0.0137825073870426,0.0737041196849436,0,0.0607901521335831,0.0431581972297965,0.0325378702214612,0.264399356468823,0.0508661745437495,0,0,0,0,0,0,0
BV010082.INDEX,-0.0364153295951584,0,-0.0214305011970369,0,-0.0191738208613549,0.0115917346110733,0.000433224007073617,0.00500017617244929,0.0209639478323325,0.000000000000000000433680868994202,0,0,0.0112856262679644,0,0,0,0,0,0,-0.00224330434736741
CVIX.INDEX,0,0,0,0,0.0428965943610315,0,0,0,0,0.0104448078022163,0.026659414663659,-0.0196790461131317,0,-0.0110529108264902,-0.0247554325901642,0,0,0,0,0
DXY.INDEX,0,0.0027968441188995,0,0.00175650208437878,0,0.00266507628391712,0,-0.00371678022845442,0,-0.00700356694515951,0.00667441056358125,0,0,0.00408045840128717,-0.0103119643291922,0,0,0,0,-0.0274671464283979
SPX.INDEX,-0.00570007209997772,0,0.0021765431288224,0.00204038154207895,0,-0.000656846465905865,0.0136302500480112,-0.00591266917543956,0.00470377491991283,0,-0.011077744607432,0,0,0.00344233556559185,0,0,0,0,0,-0.0724370889192844
VIX.INDEX,0,-0.146617765857262,0.0672336935742603,0.104027290791923,-0.0534980144190949,-0.0940954408026266,0,-0.0521574341063332,-0.0842728190693571,-0.0426076139846214,0.099051990934291,0,0.149340387233228,-0.0368774871646833,0,0,0,0,0,0
