,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.589000528583488,0.0211362341324912,0.0641239219962937,0.263648785991137,0.0498882950783581,-0.0476982779989681,0.00750442827191084,0,0,0,0,0
XRP,0,0,0,0.139707027377732,0.256031325852691,0.538585964621128,-0.235703680337623,-0.20250875434244,0,-0.420010371782005,0.239255971026608,-2.02013235017813,-0.477801093429544,0
LTC,0.441837481478654,-0.0129760267483923,0,-0.0358970372081332,0.0714187320042456,0.237903889530244,0.0385790441519048,0,0.0322533605652722,0,0,0,0,0.110985365695172
DASH,0,0.226589221667919,0,0,0,1.44903400376722,-0.146704068597318,0,-0.0725849812524862,0.220870215497908,0.162748895096598,0,0,0.0406725077236571
XLM,0.359885987742146,0.309276902029044,0.438089542028774,0,0,0,0.000000000000000000867361737988404,-0.0855245438354348,-0.190966383342034,0,0,0,0,0
DOGE,0.358960437103785,0.123128806479007,0.0792472085091277,0.0832894009121025,0,0,0,-0.027736023771019,0,0,0.108610170113174,0,0,0
XMR,1.29126768776215,0,0,-0.140919749591446,0,0,0,-0.0869700342228754,0,0,-0.110713932950267,0,0,-0.367571567869018
XEM,-1.17448244228182,-0.927174566459522,0.991102618461956,0.417955523350368,-0.0866027626333613,1.62752539639469,-0.226127668055855,0,0.209047314311534,0,0,0,0,-0.501391971941398
DGB,0.302991020641058,0,0,-0.349869503600475,0,0,0.271574249586236,0,0,0,0,0,0,0
BV010082.INDEX,0,-0.0299635956685909,0,0.0218629931053742,0,-0.096023231900423,0,-0.00919124567236394,0.0190219214227595,0,0.0271170265601388,0.650412393127036,0,0.0157219780210443
CVIX.INDEX,0.562070412474485,0.0792871108794362,0,-0.0090202583243359,-0.184671493164245,-0.208020621704201,-0.0321035911979552,-0.0163594325315813,0,0.485683216834223,0,0,0,-0.0422862283426447
DXY.INDEX,0.0527528623501168,-0.0137110176786355,0,-0.00700026245632511,0.0101081022763968,0,0.0112698656589461,0,0.00267873144668041,0.118838781592774,0.125359430345904,0,0,0.029167693980995
SPX.INDEX,0,0,0,-0.01063637250466,0.0116354802508043,-0.0250155521429168,0,0,0.0110538344384567,0,-0.0198418995433186,0,0,-0.107470966050621
VIX.INDEX,0.00668123665631586,0.125889340618891,0,-0.0113654567862569,0,0,-0.0496494495498919,0.0861822682395132,-0.0574871330638962,1.0488536767961,0.0530462517861914,0,-2.12576386193329,0
